"wq_name","site","model","month","Fut1diff_median","Fut2diff_median","Fut1like","Fut2like","Fut1med_use","Fut2med_use","X0"
"Iron Alafia R at Lithia","Alafia","GFDL-CM3","Feb",0.00570776255707763,0.00228571428571429,92,84,0.00570776255707763,0.00228571428571429,NA
"Iron Alafia R at Lithia","Alafia","GFDL-CM3","Mar",-0.0009105098855359,0.000498612556364898,57,53,0,0,NA
"Iron Alafia R at Lithia","Alafia","GFDL-CM3","Apr",0,0.0010752688172043,49,70,0,0,NA
"Iron Alafia R at Lithia","Alafia","GFDL-CM3","May",0,0,12,12,0,0,NA
"Iron Alafia R at Lithia","Alafia","GFDL-CM3","Jun",0.0010752688172043,0,78,49,0,0,NA
"Iron Alafia R at Lithia","Alafia","GFDL-CM3","Jul",0.0028182448838016,0.0013224072147069,85,74,0.0028182448838016,0,NA
"Iron Alafia R at Lithia","Alafia","GFDL-CM3","Aug",0.00325182101977107,0.00312174817898023,84,85,0.00325182101977107,0.00312174817898023,NA
"Iron Alafia R at Lithia","Alafia","GFDL-CM3","Sep",0.0118055555555556,0.0171370967741936,96,100,0.0118055555555556,0.0171370967741936,NA
"Iron Alafia R at Lithia","Alafia","GFDL-CM3","Oct",0.00548473812001387,0.0104058272632674,96,96,0.00548473812001387,0.0104058272632674,NA
"Iron Alafia R at Lithia","Alafia","GFDL-CM3","Nov",0.0010752688172043,0.000291218637992832,63,51,0,0,NA
"Iron Alafia R at Lithia","Alafia","GFDL-CM3","Dec",0.000739247311827957,0.00104058272632674,64,65,0,0,NA
"Iron Alafia R at Lithia","Alafia","GFDL-ESM2G","Jan",0.00104058272632674,0,66,47,0,0,NA
"Iron Alafia R at Lithia","Alafia","GFDL-ESM2G","Feb",-0.000333373742271791,-0.00147492625368732,51,58,0,0,NA
"Iron Alafia R at Lithia","Alafia","GFDL-ESM2G","Mar",-0.00134408602150538,-0.00299167533818939,76,90,0,-0.00299167533818939,NA
"Iron Alafia R at Lithia","Alafia","GFDL-ESM2G","Apr",0,0,10,9,0,0,NA
"Iron Alafia R at Lithia","Alafia","GFDL-ESM2G","May",0,0,11,7,0,0,NA
"Iron Alafia R at Lithia","Alafia","GFDL-ESM2G","Jun",-0.00416666666666667,-0.00416666666666667,95,95,-0.00416666666666667,-0.00416666666666667,NA
"Iron Alafia R at Lithia","Alafia","GFDL-ESM2G","Jul",-0.00164758931668401,-0.00268817204301075,80,86,-0.00164758931668401,-0.00268817204301075,NA
"Iron Alafia R at Lithia","Alafia","GFDL-ESM2G","Aug",-0.00195109261186264,-0.00268817204301075,73,78,0,0,NA
"Iron Alafia R at Lithia","Alafia","GFDL-ESM2G","Sep",0.00544354838709677,-0.0012320788530466,77,61,0,0,NA
"Iron Alafia R at Lithia","Alafia","GFDL-ESM2G","Oct",-0.000607006590357267,0.00117065556711759,57,61,0,0,NA
"Iron Alafia R at Lithia","Alafia","GFDL-ESM2G","Nov",0,0,40,42,0,0,NA
"Iron Alafia R at Lithia","Alafia","GFDL-ESM2G","Dec",0.00208333333333333,0,80,39,0.00208333333333333,0,NA
"Iron Alafia R at Lithia","Alafia","MIROC-ESM","Jan",0.00104058272632674,0.00104058272632674,66,75,0,0,NA
"Iron Alafia R at Lithia","Alafia","MIROC-ESM","Feb",0,0,48,47,0,0,NA
"Iron Alafia R at Lithia","Alafia","MIROC-ESM","Mar",0,0.00104058272632674,46,68,0,0,NA
"Iron Alafia R at Lithia","Alafia","MIROC-ESM","Apr",0.0010752688172043,0,54,48,0,0,NA
"Iron Alafia R at Lithia","Alafia","MIROC-ESM","May",0,0,5,5,0,0,NA
"Iron Alafia R at Lithia","Alafia","MIROC-ESM","Jun",0,0,40,34,0,0,NA
"Iron Alafia R at Lithia","Alafia","MIROC-ESM","Jul",0.00184269857787027,-0.00403225806451613,76,88,0,-0.00403225806451613,NA
"Iron Alafia R at Lithia","Alafia","MIROC-ESM","Aug",0.000585327783558793,-0.00268817204301075,53,78,0,0,NA
"Iron Alafia R at Lithia","Alafia","MIROC-ESM","Sep",0.000627240143369177,-0.00555555555555556,59,93,0,-0.00555555555555556,NA
"Iron Alafia R at Lithia","Alafia","MIROC-ESM","Oct",0,-0.00164758931668401,49,81,0,-0.00164758931668401,NA
"Iron Alafia R at Lithia","Alafia","MIROC-ESM","Nov",0,0,30,31,0,0,NA
"Iron Alafia R at Lithia","Alafia","MIROC-ESM","Dec",0.00104166666666667,0.00104058272632674,57,51,0,0,NA
"Iron Alafia R at Lithia","Alafia","MPI-ESM-LR","Jan",0.00312174817898023,0.00312174817898023,90,93,0.00312174817898023,0.00312174817898023,NA
"Iron Alafia R at Lithia","Alafia","MPI-ESM-LR","Feb",-0.000333373742271791,0.00081078803202697,56,56,0,0,NA
"Iron Alafia R at Lithia","Alafia","MPI-ESM-LR","Mar",-0.000303503295178633,0.000433576135969476,55,54,0,0,NA
"Iron Alafia R at Lithia","Alafia","MPI-ESM-LR","Apr",0,0.000918458781362007,19,56,0,0,NA
"Iron Alafia R at Lithia","Alafia","MPI-ESM-LR","May",0,0.00208116545265349,13,79,0,0,NA
"Iron Alafia R at Lithia","Alafia","MPI-ESM-LR","Jun",0,0,26,27,0,0,NA
"Iron Alafia R at Lithia","Alafia","MPI-ESM-LR","Jul",0.0028182448838016,0.00073707943114811,87,55,0.0028182448838016,0,NA
"Iron Alafia R at Lithia","Alafia","MPI-ESM-LR","Aug",0.00117065556711759,-0.00268817204301075,70,84,0,-0.00268817204301075,NA
"Iron Alafia R at Lithia","Alafia","MPI-ESM-LR","Sep",0.000940860215053764,-0.00604838709677419,55,92,0,-0.00604838709677419,NA
"Iron Alafia R at Lithia","Alafia","MPI-ESM-LR","Oct",0.0035553243149497,-8.67152271938954e-05,91,50,0.0035553243149497,0,NA
"Iron Alafia R at Lithia","Alafia","MPI-ESM-LR","Nov",0.0010752688172043,0.0010752688172043,62,72,0,0,NA
"Iron Alafia R at Lithia","Alafia","MPI-ESM-LR","Dec",0.00104166666666667,0.00437911897329171,64,89,0,0.00437911897329171,NA
"Iron Alafia R at Lithia","Alafia","MRI-CGCM3","Jan",0.00208116545265349,0.00177766215747485,81,76,0.00208116545265349,0,NA
"Iron Alafia R at Lithia","Alafia","MRI-CGCM3","Feb",0.00342465753424658,0.00342857142857143,86,87,0.00342465753424658,0.00342857142857143,NA
"Iron Alafia R at Lithia","Alafia","MRI-CGCM3","Mar",0.00630853277835588,0.00667707249392993,94,96,0.00630853277835588,0.00667707249392993,NA
"Iron Alafia R at Lithia","Alafia","MRI-CGCM3","Apr",0.00199372759856631,0.0010752688172043,76,61,0,0,NA
"Iron Alafia R at Lithia","Alafia","MRI-CGCM3","May",0,0,4,15,0,0,NA
"Iron Alafia R at Lithia","Alafia","MRI-CGCM3","Jun",0.0021505376344086,0.000291218637992832,83,51,0.0021505376344086,0,NA
"Iron Alafia R at Lithia","Alafia","MRI-CGCM3","Jul",0.0111429066944155,0.00624349635796046,99,94,0.0111429066944155,0.00624349635796046,NA
"Iron Alafia R at Lithia","Alafia","MRI-CGCM3","Aug",0.0100156087408949,0.0106876517516476,98,98,0.0100156087408949,0.0106876517516476,NA
"Iron Alafia R at Lithia","Alafia","MRI-CGCM3","Sep",0.000134408602150538,0.0101702508960573,51,93,0,0.0101702508960573,NA
"Iron Alafia R at Lithia","Alafia","MRI-CGCM3","Oct",0.00177766215747485,0.00104058272632674,70,69,0,0,NA
"Iron Alafia R at Lithia","Alafia","MRI-CGCM3","Nov",0,0.0032258064516129,46,93,0,0.0032258064516129,NA
"Iron Alafia R at Lithia","Alafia","MRI-CGCM3","Dec",0.00147849462365591,0.00221123829344433,73,77,0,0,NA
"Iron Alafia R at Lithia","Alafia","NorESM1-M","Jan",0.00073707943114811,0.00073707943114811,64,60,0,0,NA
"Iron Alafia R at Lithia","Alafia","NorESM1-M","Feb",-0.000666747484543581,-0.00147492625368732,61,67,0,0,NA
"Iron Alafia R at Lithia","Alafia","NorESM1-M","Mar",-0.000607006590357267,-0.000607006590357267,63,61,0,0,NA
"Iron Alafia R at Lithia","Alafia","NorESM1-M","Apr",0.00183691756272401,0.000761648745519713,74,65,0,0,NA
"Iron Alafia R at Lithia","Alafia","NorESM1-M","May",0,0,20,35,0,0,NA
"Iron Alafia R at Lithia","Alafia","NorESM1-M","Jun",-0.00185931899641577,-0.000627240143369176,81,60,-0.00185931899641577,0,NA
"Iron Alafia R at Lithia","Alafia","NorESM1-M","Jul",-8.67152271938954e-05,-0.00164758931668401,50,75,0,0,NA
"Iron Alafia R at Lithia","Alafia","NorESM1-M","Aug",0.000650364203954214,0,52,41,0,0,NA
"Iron Alafia R at Lithia","Alafia","NorESM1-M","Sep",-0.00147849462365591,-0.00564516129032258,65,88,0,-0.00564516129032258,NA
"Iron Alafia R at Lithia","Alafia","NorESM1-M","Oct",-0.00268817204301075,-0.00283992369060007,81,89,-0.00268817204301075,-0.00283992369060007,NA
"Iron Alafia R at Lithia","Alafia","NorESM1-M","Nov",0.000761648745519713,0,52,49,0,0,NA
"Iron Alafia R at Lithia","Alafia","NorESM1-M","Dec",0.00282258064516129,0.00177766215747485,81,81,0.00282258064516129,0.00177766215747485,NA
"Iron Alafia R at Lithia","Alafia","BCC-CSM","Jan",0.00104058272632674,0.00147415886229622,70,78,0,0,NA
"Iron Alafia R at Lithia","Alafia","BCC-CSM","Feb",0,0,48,36,0,0,NA
"Iron Alafia R at Lithia","Alafia","BCC-CSM","Mar",6.50364203954217e-05,-0.000151751647589317,50,50,0,0,NA
"Iron Alafia R at Lithia","Alafia","BCC-CSM","Apr",0,0,11,10,0,0,NA
"Iron Alafia R at Lithia","Alafia","BCC-CSM","May",0,0,0,0,0,0,NA
"Iron Alafia R at Lithia","Alafia","BCC-CSM","Jun",-0.00100806451612903,-0.00138888888888889,60,65,0,0,NA
"Iron Alafia R at Lithia","Alafia","BCC-CSM","Jul",0.00104058272632674,-0.00164758931668401,64,86,0,-0.00164758931668401,NA
"Iron Alafia R at Lithia","Alafia","BCC-CSM","Aug",0.00325182101977107,-0.00179934096427333,86,81,0.00325182101977107,-0.00179934096427333,NA
"Iron Alafia R at Lithia","Alafia","BCC-CSM","Sep",-0.0048163082437276,-0.00297939068100358,80,70,-0.0048163082437276,0,NA
"Iron Alafia R at Lithia","Alafia","BCC-CSM","Oct",-0.00179934096427333,-0.00195109261186264,81,78,-0.00179934096427333,0,NA
"Iron Alafia R at Lithia","Alafia","BCC-CSM","Nov",0,0,31,31,0,0,NA
"Iron Alafia R at Lithia","Alafia","BCC-CSM","Dec",0.00104166666666667,0.00104058272632674,70,74,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","BNU-ESM","Jan",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","BNU-ESM","Feb",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","BNU-ESM","Mar",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","BNU-ESM","Apr",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","BNU-ESM","May",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","BNU-ESM","Jun",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","BNU-ESM","Jul",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","BNU-ESM","Aug",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","BNU-ESM","Sep",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","BNU-ESM","Oct",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","BNU-ESM","Nov",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","BNU-ESM","Dec",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","GFDL-CM3","Jan",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","GFDL-CM3","Feb",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","GFDL-CM3","Mar",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","GFDL-CM3","Apr",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","GFDL-CM3","May",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","GFDL-CM3","Jun",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","GFDL-CM3","Jul",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","GFDL-CM3","Aug",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","GFDL-CM3","Sep",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","GFDL-CM3","Oct",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","GFDL-CM3","Nov",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","GFDL-CM3","Dec",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","GFDL-ESM2G","Jan",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","GFDL-ESM2G","Feb",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","GFDL-ESM2G","Mar",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","GFDL-ESM2G","Apr",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","GFDL-ESM2G","May",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","GFDL-ESM2G","Jun",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","GFDL-ESM2G","Jul",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","GFDL-ESM2G","Aug",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","GFDL-ESM2G","Sep",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","GFDL-ESM2G","Oct",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","GFDL-ESM2G","Nov",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","GFDL-ESM2G","Dec",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","MIROC-ESM","Jan",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","MIROC-ESM","Feb",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","MIROC-ESM","Mar",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","MIROC-ESM","Apr",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","MIROC-ESM","May",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","MIROC-ESM","Jun",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","MIROC-ESM","Jul",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","MIROC-ESM","Aug",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","MIROC-ESM","Sep",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","MIROC-ESM","Oct",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","MIROC-ESM","Nov",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","MIROC-ESM","Dec",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","MPI-ESM-LR","Jan",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","MPI-ESM-LR","Feb",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","MPI-ESM-LR","Mar",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","MPI-ESM-LR","Apr",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","MPI-ESM-LR","May",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","MPI-ESM-LR","Jun",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","MPI-ESM-LR","Jul",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","MPI-ESM-LR","Aug",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","MPI-ESM-LR","Sep",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","MPI-ESM-LR","Oct",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","MPI-ESM-LR","Nov",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","MPI-ESM-LR","Dec",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","MRI-CGCM3","Jan",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","MRI-CGCM3","Feb",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","MRI-CGCM3","Mar",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","MRI-CGCM3","Apr",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","MRI-CGCM3","May",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","MRI-CGCM3","Jun",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","MRI-CGCM3","Jul",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","MRI-CGCM3","Aug",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","MRI-CGCM3","Sep",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","MRI-CGCM3","Oct",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","MRI-CGCM3","Nov",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","MRI-CGCM3","Dec",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","NorESM1-M","Jan",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","NorESM1-M","Feb",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","NorESM1-M","Mar",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","NorESM1-M","Apr",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","NorESM1-M","May",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","NorESM1-M","Jun",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","NorESM1-M","Jul",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","NorESM1-M","Aug",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","NorESM1-M","Sep",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","NorESM1-M","Oct",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","NorESM1-M","Nov",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","NorESM1-M","Dec",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","BCC-CSM","Jan",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","BCC-CSM","Feb",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","BCC-CSM","Mar",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","BCC-CSM","Apr",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","BCC-CSM","May",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","BCC-CSM","Jun",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","BCC-CSM","Jul",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","BCC-CSM","Aug",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","BCC-CSM","Sep",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","BCC-CSM","Oct",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","BCC-CSM","Nov",0,0,0,0,0,0,NA
"Fluoride Hillsborough R at Morris Br","Hillsborough","BCC-CSM","Dec",0,0,0,0,0,0,NA
"Fluoride Alafia R at Lithia","Alafia","BNU-ESM","Jan",0.00164758931668396,0.00817291016302457,58,91,0,0.00817291016302457,NA
"Fluoride Alafia R at Lithia","Alafia","BNU-ESM","Feb",-0.00386915585727565,0.0144947324062368,67,96,0,0.0144947324062368,NA
"Fluoride Alafia R at Lithia","Alafia","BNU-ESM","Mar",0.00769597641345815,0.00877991675338186,82,86,0.00769597641345815,0.00877991675338186,NA
"Fluoride Alafia R at Lithia","Alafia","BNU-ESM","Apr",-0.00463709677419349,-0.000291218637992807,75,53,0,0,NA
"Fluoride Alafia R at Lithia","Alafia","BNU-ESM","May",-0.0034902878945543,-0.00299167533818939,76,70,0,0,NA
"Fluoride Alafia R at Lithia","Alafia","BNU-ESM","Jun",0.00253136200716847,-0.000515232974910351,69,53,0,0,NA
"Fluoride Alafia R at Lithia","Alafia","BNU-ESM","Jul",0.0219389524800555,0.0336455081512314,97,100,0.0219389524800555,0.0336455081512314,NA
"Fluoride Alafia R at Lithia","Alafia","BNU-ESM","Aug",0.0230012140131807,0.037569372181755,100,100,0.0230012140131807,0.037569372181755,NA
"Fluoride Alafia R at Lithia","Alafia","BNU-ESM","Sep",0.0371863799283154,0.0368951612903226,100,100,0.0371863799283154,0.0368951612903226,NA
"Fluoride Alafia R at Lithia","Alafia","BNU-ESM","Oct",0.0190556711758585,0.0132023933402706,96,95,0.0190556711758585,0.0132023933402706,NA
"Fluoride Alafia R at Lithia","Alafia","BNU-ESM","Nov",0.00817652329749102,0.00224014336917566,92,63,0.00817652329749102,0,NA
"Fluoride Alafia R at Lithia","Alafia","BNU-ESM","Dec",0.0114079301075268,0.010709330558446,96,90,0.0114079301075268,0.010709330558446,NA
"Fluoride Alafia R at Lithia","Alafia","GFDL-CM3","Jan",-0.036832292750607,-0.03394901144641,100,100,-0.036832292750607,-0.03394901144641,NA
"Fluoride Alafia R at Lithia","Alafia","GFDL-CM3","Feb",-0.0388531943265851,-0.0217446270543615,100,99,-0.0388531943265851,-0.0217446270543615,NA
"Fluoride Alafia R at Lithia","Alafia","GFDL-CM3","Mar",-0.00106226153312527,-0.00919181408255293,54,79,0,0,NA
"Fluoride Alafia R at Lithia","Alafia","GFDL-CM3","Apr",0.00465949820788536,-0.00618279569892471,74,76,0,0,NA
"Fluoride Alafia R at Lithia","Alafia","GFDL-CM3","May",0.000585327783558798,0.00132240721470689,54,60,0,0,NA
"Fluoride Alafia R at Lithia","Alafia","GFDL-CM3","Jun",-0.0157258064516129,-0.00557795698924735,98,84,-0.0157258064516129,-0.00557795698924735,NA
"Fluoride Alafia R at Lithia","Alafia","GFDL-CM3","Jul",-0.029786680541103,-0.0167793964620188,99,93,-0.029786680541103,-0.0167793964620188,NA
"Fluoride Alafia R at Lithia","Alafia","GFDL-CM3","Aug",-0.0306971904266389,-0.0202263267429761,100,96,-0.0306971904266389,-0.0202263267429761,NA
"Fluoride Alafia R at Lithia","Alafia","GFDL-CM3","Sep",-0.0778225806451613,-0.0941980286738351,100,100,-0.0778225806451613,-0.0941980286738351,NA
"Fluoride Alafia R at Lithia","Alafia","GFDL-CM3","Oct",-0.0420568851890392,-0.0772199098161637,100,100,-0.0420568851890392,-0.0772199098161637,NA
"Fluoride Alafia R at Lithia","Alafia","GFDL-CM3","Nov",-0.0159498207885305,-0.0153449820788531,96,97,-0.0159498207885305,-0.0153449820788531,NA
"Fluoride Alafia R at Lithia","Alafia","GFDL-CM3","Dec",-0.0131384408602151,-0.011619840443982,91,94,-0.0131384408602151,-0.011619840443982,NA
"Fluoride Alafia R at Lithia","Alafia","GFDL-ESM2G","Jan",-0.00906174124176207,-0.000650364203954201,87,56,-0.00906174124176207,0,NA
"Fluoride Alafia R at Lithia","Alafia","GFDL-ESM2G","Feb",-0.00122742150563704,0.00573788453434471,57,79,0,0,NA
"Fluoride Alafia R at Lithia","Alafia","GFDL-ESM2G","Mar",0.00943028095733606,0.0259928893513701,86,100,0.00943028095733606,0.0259928893513701,NA
"Fluoride Alafia R at Lithia","Alafia","GFDL-ESM2G","Apr",0.000672043010752688,0.00421146953405016,58,72,0,0,NA
"Fluoride Alafia R at Lithia","Alafia","GFDL-ESM2G","May",8.67152271938343e-05,0.0047259798820673,52,80,0,0,NA
"Fluoride Alafia R at Lithia","Alafia","GFDL-ESM2G","Jun",0.0237679211469534,0.0312948028673835,100,100,0.0237679211469534,0.0312948028673835,NA
"Fluoride Alafia R at Lithia","Alafia","GFDL-ESM2G","Jul",0.0235215053763441,0.0415582726326743,100,100,0.0235215053763441,0.0415582726326743,NA
"Fluoride Alafia R at Lithia","Alafia","GFDL-ESM2G","Aug",0.0232830385015608,0.0371574748525841,99,100,0.0232830385015608,0.0371574748525841,NA
"Fluoride Alafia R at Lithia","Alafia","GFDL-ESM2G","Sep",-0.0240367383512545,0.0214381720430108,99,93,-0.0240367383512545,0.0214381720430108,NA
"Fluoride Alafia R at Lithia","Alafia","GFDL-ESM2G","Oct",0.000715400624349605,-0.000932188692334357,54,54,0,0,NA
"Fluoride Alafia R at Lithia","Alafia","GFDL-ESM2G","Nov",-0.0024417562724014,-0.00282258064516133,65,65,0,0,NA
"Fluoride Alafia R at Lithia","Alafia","GFDL-ESM2G","Dec",-0.0118951612903226,-0.00442247658688866,95,70,-0.0118951612903226,0,NA
"Fluoride Alafia R at Lithia","Alafia","MIROC-ESM","Jan",-0.00466094346167184,-0.00359868192854668,75,71,0,0,NA
"Fluoride Alafia R at Lithia","Alafia","MIROC-ESM","Feb",-0.00460661898411929,0.00564517488411287,72,68,0,0,NA
"Fluoride Alafia R at Lithia","Alafia","MIROC-ESM","Mar",-0.00240634755463065,-0.00125737079431154,65,55,0,0,NA
"Fluoride Alafia R at Lithia","Alafia","MIROC-ESM","Apr",-0.00647401433691758,-0.00508512544802869,86,80,-0.00647401433691758,0,NA
"Fluoride Alafia R at Lithia","Alafia","MIROC-ESM","May",0.000195109261186266,0.00234131113423514,52,70,0,0,NA
"Fluoride Alafia R at Lithia","Alafia","MIROC-ESM","Jun",-0.00385304659498203,0.00353942652329747,69,71,0,0,NA
"Fluoride Alafia R at Lithia","Alafia","MIROC-ESM","Jul",-0.0125086715227194,0.025624349635796,88,100,-0.0125086715227194,0.025624349635796,NA
"Fluoride Alafia R at Lithia","Alafia","MIROC-ESM","Aug",0.0026014568158168,0.0340790842872008,66,100,0,0.0340790842872008,NA
"Fluoride Alafia R at Lithia","Alafia","MIROC-ESM","Sep",0.00215053763440864,0.0508512544802868,53,100,0,0.0508512544802868,NA
"Fluoride Alafia R at Lithia","Alafia","MIROC-ESM","Oct",0.0013007284079084,0.0233480749219563,53,98,0,0.0233480749219563,NA
