"wq_name","site","model","month","Fut1diff_median","Fut2diff_median","Fut1like","Fut2like","Fut1med_use","Fut2med_use","X0"
"TOC Alafia R at Lithia","Alafia","NorESM1-M","Mar",0.128096758884,-0.597392697943774,71,100,NA,-0.597392697943774,NA
"TOC Alafia R at Lithia","Alafia","NorESM1-M","Apr",0.348160966694274,-0.452970955997076,95,99,0.348160966694274,-0.452970955997076,NA
"TOC Alafia R at Lithia","Alafia","NorESM1-M","May",0.0513859128683745,-0.55772865599865,55,100,NA,-0.55772865599865,NA
"TOC Alafia R at Lithia","Alafia","NorESM1-M","Jun",-0.6640501324422,-1.79021687658003,100,100,-0.6640501324422,-1.79021687658003,NA
"TOC Alafia R at Lithia","Alafia","NorESM1-M","Jul",-0.405455948542174,-2.2783337290367,97,100,-0.405455948542174,-2.2783337290367,NA
"TOC Alafia R at Lithia","Alafia","NorESM1-M","Aug",-0.574995596960926,-2.43481178920965,99,100,-0.574995596960926,-2.43481178920965,NA
"TOC Alafia R at Lithia","Alafia","NorESM1-M","Sep",-0.44982067354715,-2.3175507324007,98,100,-0.44982067354715,-2.3175507324007,NA
"TOC Alafia R at Lithia","Alafia","NorESM1-M","Oct",-0.22054914118035,-1.36580133769705,92,100,-0.22054914118035,-1.36580133769705,NA
"TOC Alafia R at Lithia","Alafia","NorESM1-M","Nov",0.0413157502617736,-0.928279018575449,57,100,NA,-0.928279018575449,NA
"TOC Alafia R at Lithia","Alafia","NorESM1-M","Dec",0.4681135253458,0.0313932184942507,100,55,0.4681135253458,NA,NA
"TOC Alafia R at Lithia","Alafia","BCC-CSM","Jan",-0.10337445448195,-0.41455841493265,72,98,NA,-0.41455841493265,NA
"TOC Alafia R at Lithia","Alafia","BCC-CSM","Feb",-0.0408569716202987,-0.880207711676674,56,100,NA,-0.880207711676674,NA
"TOC Alafia R at Lithia","Alafia","BCC-CSM","Mar",-0.0429820300589494,-1.07027746227223,59,100,NA,-1.07027746227223,NA
"TOC Alafia R at Lithia","Alafia","BCC-CSM","Apr",-0.6805050282136,-2.30820421077372,100,100,-0.6805050282136,-2.30820421077372,NA
"TOC Alafia R at Lithia","Alafia","BCC-CSM","May",-1.48488100920246,-3.01183364396486,100,100,-1.48488100920246,-3.01183364396486,NA
"TOC Alafia R at Lithia","Alafia","BCC-CSM","Jun",-1.35827519518553,-3.39246034724922,100,100,-1.35827519518553,-3.39246034724922,NA
"TOC Alafia R at Lithia","Alafia","BCC-CSM","Jul",-1.4368537909402,-3.43949851653493,100,100,-1.4368537909402,-3.43949851653493,NA
"TOC Alafia R at Lithia","Alafia","BCC-CSM","Aug",-0.810188472496025,-2.20646456542885,100,100,-0.810188472496025,-2.20646456542885,NA
"TOC Alafia R at Lithia","Alafia","BCC-CSM","Sep",-0.636342315265426,-1.06781596033765,100,100,-0.636342315265426,-1.06781596033765,NA
"TOC Alafia R at Lithia","Alafia","BCC-CSM","Oct",-0.389246895227699,-1.2611915303237,97,100,-0.389246895227699,-1.2611915303237,NA
"TOC Alafia R at Lithia","Alafia","BCC-CSM","Nov",-0.47844632848965,-1.07213728318533,99,100,-0.47844632848965,-1.07213728318533,NA
"TOC Alafia R at Lithia","Alafia","BCC-CSM","Dec",-0.276177349020374,-0.519071310254651,90,100,-0.276177349020374,-0.519071310254651,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","BNU-ESM","Jan",-0.0176264890619303,-0.0361530361653975,100,100,-0.0176264890619303,-0.0361530361653975,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","BNU-ESM","Feb",-0.0126169337761397,-0.03847784807878,99,100,-0.0126169337761397,-0.03847784807878,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","BNU-ESM","Mar",-0.0333030248445843,-0.0466410397319175,100,100,-0.0333030248445843,-0.0466410397319175,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","BNU-ESM","Apr",-0.0192125072520088,-0.034151015442248,100,100,-0.0192125072520088,-0.034151015442248,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","BNU-ESM","May",-0.00308521418265624,-0.0183489527350683,77,100,NA,-0.0183489527350683,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","BNU-ESM","Jun",-0.019894324968296,-0.0385212888761793,100,100,-0.019894324968296,-0.0385212888761793,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","BNU-ESM","Jul",-0.061688642616756,-0.099353387130189,100,100,-0.061688642616756,-0.099353387130189,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","BNU-ESM","Aug",-0.0820461334697698,-0.116943815565547,100,100,-0.0820461334697698,-0.116943815565547,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","BNU-ESM","Sep",-0.096546379833834,-0.123875062976032,100,100,-0.096546379833834,-0.123875062976032,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","BNU-ESM","Oct",-0.053723075662809,-0.0524504825339668,100,100,-0.053723075662809,-0.0524504825339668,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","BNU-ESM","Nov",-0.0342513499175693,-0.0409137720860523,100,100,-0.0342513499175693,-0.0409137720860523,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","BNU-ESM","Dec",-0.01940418948371,-0.0283511678430663,100,100,-0.01940418948371,-0.0283511678430663,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","GFDL-CM3","Jan",0.0200263818716995,0.03867596694581,100,100,0.0200263818716995,0.03867596694581,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","GFDL-CM3","Feb",0.0414901556699075,0.0426206389539752,100,100,0.0414901556699075,0.0426206389539752,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","GFDL-CM3","Mar",0.0215455460539005,0.0312217189836592,100,100,0.0215455460539005,0.0312217189836592,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","GFDL-CM3","Apr",0.009951237705424,-0.000884565178986246,100,61,0.009951237705424,NA,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","GFDL-CM3","May",0.0146262133675837,-0.00693278256376275,100,98,0.0146262133675837,-0.00693278256376275,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","GFDL-CM3","Jun",0.0450440472451045,0.00532310132062698,100,85,0.0450440472451045,0.00532310132062698,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","GFDL-CM3","Jul",0.0720941025760952,0.030478424292267,100,100,0.0720941025760952,0.030478424292267,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","GFDL-CM3","Aug",0.0814545885261773,0.0377077661513267,100,100,0.0814545885261773,0.0377077661513267,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","GFDL-CM3","Sep",0.141098212248472,0.112033854453693,100,100,0.141098212248472,0.112033854453693,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","GFDL-CM3","Oct",0.101388261854973,0.153327890066706,100,100,0.101388261854973,0.153327890066706,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","GFDL-CM3","Nov",0.0537645186932798,0.065476433571483,100,100,0.0537645186932798,0.065476433571483,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","GFDL-CM3","Dec",0.0214938050495137,0.0315498901982563,100,100,0.0214938050495137,0.0315498901982563,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","GFDL-ESM2G","Jan",-0.0064605453371815,-0.000115558098437996,95,51,-0.0064605453371815,NA,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","GFDL-ESM2G","Feb",-0.003152095500286,-0.0188158419148958,77,100,NA,-0.0188158419148958,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","GFDL-ESM2G","Mar",-0.0301000745139293,-0.0487159374751628,100,100,-0.0301000745139293,-0.0487159374751628,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","GFDL-ESM2G","Apr",-0.0274352251461252,-0.0468647161579552,100,100,-0.0274352251461252,-0.0468647161579552,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","GFDL-ESM2G","May",-0.0133944402432862,-0.0253630369420326,100,100,-0.0133944402432862,-0.0253630369420326,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","GFDL-ESM2G","Jun",-0.0190429769647065,-0.043310000291261,100,100,-0.0190429769647065,-0.043310000291261,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","GFDL-ESM2G","Jul",-0.0552787042390227,-0.0995529342917167,100,100,-0.0552787042390227,-0.0995529342917167,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","GFDL-ESM2G","Aug",-0.0764668907887435,-0.114593667233987,100,100,-0.0764668907887435,-0.114593667233987,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","GFDL-ESM2G","Sep",-0.0502345676329515,-0.093461464841035,100,100,-0.0502345676329515,-0.093461464841035,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","GFDL-ESM2G","Oct",-0.0303405055987363,-0.046588928036691,100,100,-0.0303405055987363,-0.046588928036691,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","GFDL-ESM2G","Nov",-0.0106182426179953,0.00399214779690275,98,69,-0.0106182426179953,NA,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","GFDL-ESM2G","Dec",-0.00896190165108798,0.004805490661797,93,77,-0.00896190165108798,NA,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","MIROC-ESM","Jan",-0.0240793622584912,-0.0474322307074593,100,100,-0.0240793622584912,-0.0474322307074593,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","MIROC-ESM","Feb",-0.00846644357904902,-0.0389001272323297,96,100,-0.00846644357904902,-0.0389001272323297,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","MIROC-ESM","Mar",0.0112146941032802,-0.0384369056577618,100,100,0.0112146941032802,-0.0384369056577618,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","MIROC-ESM","Apr",0.0073071536333595,-0.0208831819601448,97,100,0.0073071536333595,-0.0208831819601448,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","MIROC-ESM","May",-0.0109205575337838,-0.0250693092842855,99,100,-0.0109205575337838,-0.0250693092842855,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","MIROC-ESM","Jun",-0.008781600819722,-0.0315941260936735,100,100,-0.008781600819722,-0.0315941260936735,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","MIROC-ESM","Jul",0.00696104638368374,-0.0519865893988833,88,100,0.00696104638368374,-0.0519865893988833,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","MIROC-ESM","Aug",-0.032146535568353,-0.107673174571538,100,100,-0.032146535568353,-0.107673174571538,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","MIROC-ESM","Sep",-0.043396461645012,-0.13024528125019,100,100,-0.043396461645012,-0.13024528125019,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","MIROC-ESM","Oct",-0.00849392370813876,-0.0804124247091772,94,100,-0.00849392370813876,-0.0804124247091772,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","MIROC-ESM","Nov",-0.00565132823489822,-0.0502072343193743,91,100,-0.00565132823489822,-0.0502072343193743,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","MIROC-ESM","Dec",-0.00897624472373326,-0.04646009708965,99,100,-0.00897624472373326,-0.04646009708965,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","MPI-ESM-LR","Jan",0.010665417475574,0.0190705290642693,99,100,0.010665417475574,0.0190705290642693,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","MPI-ESM-LR","Feb",-0.0015352537152625,0.0127739856048385,64,98,NA,0.0127739856048385,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","MPI-ESM-LR","Mar",-0.00664790716292901,-0.0155122980249365,81,100,-0.00664790716292901,-0.0155122980249365,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","MPI-ESM-LR","Apr",-0.00727651651997574,-0.024199651075095,99,100,-0.00727651651997574,-0.024199651075095,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","MPI-ESM-LR","May",-0.00538533940213526,-0.0152379141130703,94,100,-0.00538533940213526,-0.0152379141130703,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","MPI-ESM-LR","Jun",-0.015010293883754,-0.0408748992541905,100,100,-0.015010293883754,-0.0408748992541905,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","MPI-ESM-LR","Jul",-0.014450209544968,-0.057607728516491,100,100,-0.014450209544968,-0.057607728516491,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","MPI-ESM-LR","Aug",0.0217827933550045,-0.0432498246719827,100,100,0.0217827933550045,-0.0432498246719827,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","MPI-ESM-LR","Sep",-0.0110326413553198,-0.0846471909539205,91,100,-0.0110326413553198,-0.0846471909539205,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","MPI-ESM-LR","Oct",0.0188960080394535,-0.0253105690214905,100,100,0.0188960080394535,-0.0253105690214905,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","MPI-ESM-LR","Nov",0.0234687125175692,-0.001984246841379,100,63,0.0234687125175692,NA,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","MPI-ESM-LR","Dec",0.023469839138466,0.025154978025987,100,100,0.023469839138466,0.025154978025987,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","MRI-CGCM3","Jan",0.0480975960751098,0.03972241107035,100,100,0.0480975960751098,0.03972241107035,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","MRI-CGCM3","Feb",0.057968828291709,0.044443115250523,100,100,0.057968828291709,0.044443115250523,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","MRI-CGCM3","Mar",0.077997782482561,0.082549275856769,100,100,0.077997782482561,0.082549275856769,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","MRI-CGCM3","Apr",0.0558386110080123,0.0529021754036343,100,100,0.0558386110080123,0.0529021754036343,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","MRI-CGCM3","May",0.0266552780982053,0.0249478704903172,100,100,0.0266552780982053,0.0249478704903172,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","MRI-CGCM3","Jun",0.040397201568771,0.021848676126871,100,100,0.040397201568771,0.021848676126871,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","MRI-CGCM3","Jul",0.089153583138227,0.055333595847824,100,100,0.089153583138227,0.055333595847824,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","MRI-CGCM3","Aug",0.144307298460186,0.111436167709373,100,100,0.144307298460186,0.111436167709373,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","MRI-CGCM3","Sep",0.0660296131637022,0.0924094681219442,100,100,0.0660296131637022,0.0924094681219442,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","MRI-CGCM3","Oct",0.0250577546111313,0.0375711064734075,100,100,0.0250577546111313,0.0375711064734075,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","MRI-CGCM3","Nov",0.0207098592860908,0.0201301706451165,100,100,0.0207098592860908,0.0201301706451165,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","MRI-CGCM3","Dec",0.0298378004179315,0.0353932651632708,100,100,0.0298378004179315,0.0353932651632708,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","NorESM1-M","Jan",0.00291147051432575,0.00252896666900475,76,68,NA,NA,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","NorESM1-M","Feb",-0.0243587506727948,-0.0289558186591395,100,100,-0.0243587506727948,-0.0289558186591395,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","NorESM1-M","Mar",-0.00627858575785475,-0.019901347393683,96,100,-0.00627858575785475,-0.019901347393683,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","NorESM1-M","Apr",0.00105832816258826,-0.0199344396761385,61,100,NA,-0.0199344396761385,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","NorESM1-M","May",-0.00625066046089751,-0.01787040889983,99,100,-0.00625066046089751,-0.01787040889983,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","NorESM1-M","Jun",-0.0264390673467215,-0.039667734132429,100,100,-0.0264390673467215,-0.039667734132429,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","NorESM1-M","Jul",-0.0338704578545455,-0.0851342858624838,100,100,-0.0338704578545455,-0.0851342858624838,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","NorESM1-M","Aug",-0.0483861881318535,-0.103213653157227,100,100,-0.0483861881318535,-0.103213653157227,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","NorESM1-M","Sep",-0.022962975998161,-0.103223548413063,100,100,-0.022962975998161,-0.103223548413063,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","NorESM1-M","Oct",-0.00979737393992751,-0.0403616590356957,93,100,-0.00979737393992751,-0.0403616590356957,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","NorESM1-M","Nov",0.000822813264650751,-0.021652757812677,58,100,NA,-0.021652757812677,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","NorESM1-M","Dec",0.014349414699089,0.00329642622964925,100,73,0.014349414699089,NA,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","BCC-CSM","Jan",-0.0019679478122675,-0.022548602199104,69,100,NA,-0.022548602199104,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","BCC-CSM","Feb",-0.00758692711939175,-0.037151548957666,92,100,-0.00758692711939175,-0.037151548957666,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","BCC-CSM","Mar",-0.0121693177699782,-0.0544049635701505,99,100,-0.0121693177699782,-0.0544049635701505,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","BCC-CSM","Apr",-0.0244019425319277,-0.054292565372019,100,100,-0.0244019425319277,-0.054292565372019,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","BCC-CSM","May",-0.025874314770582,-0.0330671628336038,100,100,-0.025874314770582,-0.0330671628336038,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","BCC-CSM","Jun",-0.0389220987592118,-0.0557732847856507,100,100,-0.0389220987592118,-0.0557732847856507,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","BCC-CSM","Jul",-0.0709788511171695,-0.11342535385165,100,100,-0.0709788511171695,-0.11342535385165,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","BCC-CSM","Aug",-0.0567973516257418,-0.100389080502924,100,100,-0.0567973516257418,-0.100389080502924,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","BCC-CSM","Sep",-0.044715583810588,-0.0772881118635388,100,100,-0.044715583810588,-0.0772881118635388,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","BCC-CSM","Oct",-0.0256528935929657,-0.0733702147324713,100,100,-0.0256528935929657,-0.0733702147324713,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","BCC-CSM","Nov",-0.0269212763513782,-0.0563336298046927,100,100,-0.0269212763513782,-0.0563336298046927,NA
"Phosphorus Hillsborough R at Morris Br","Hillsborough","BCC-CSM","Dec",-0.00651344608838222,-0.0289520104013335,90,100,-0.00651344608838222,-0.0289520104013335,NA
"Phosphorus Alafia R at Lithia","Alafia","BNU-ESM","Jan",-0.00684483969502248,-0.0178048422257225,59,70,NA,NA,NA
"Phosphorus Alafia R at Lithia","Alafia","BNU-ESM","Feb",-0.00569746230253754,-0.0157114987582524,59,71,NA,NA,NA
"Phosphorus Alafia R at Lithia","Alafia","BNU-ESM","Mar",-0.0135879958046227,-0.0205819156504224,71,74,NA,NA,NA
"Phosphorus Alafia R at Lithia","Alafia","BNU-ESM","Apr",-0.00725174797431505,-0.0157214551409699,56,73,NA,NA,NA
"Phosphorus Alafia R at Lithia","Alafia","BNU-ESM","May",-0.00287199714492492,-0.0207009426446551,54,77,NA,NA,NA
"Phosphorus Alafia R at Lithia","Alafia","BNU-ESM","Jun",-0.0100825194854597,-0.0224853546744949,68,81,NA,-0.0224853546744949,NA
"Phosphorus Alafia R at Lithia","Alafia","BNU-ESM","Jul",-0.0186985738072301,-0.04193716128374,71,88,NA,-0.04193716128374,NA
"Phosphorus Alafia R at Lithia","Alafia","BNU-ESM","Aug",-0.0228625030789751,-0.0413536319007699,74,84,NA,-0.0413536319007699,NA
"Phosphorus Alafia R at Lithia","Alafia","BNU-ESM","Sep",-0.02243103982525,-0.0357079528036051,83,87,-0.02243103982525,-0.0357079528036051,NA
"Phosphorus Alafia R at Lithia","Alafia","BNU-ESM","Oct",-0.0159004207581001,-0.0189716881707174,73,78,NA,NA,NA
"Phosphorus Alafia R at Lithia","Alafia","BNU-ESM","Nov",-0.0196152865200324,-0.0175599484104397,72,69,NA,NA,NA
"Phosphorus Alafia R at Lithia","Alafia","BNU-ESM","Dec",-0.01367481503213,-0.0155808447276674,71,72,NA,NA,NA
"Phosphorus Alafia R at Lithia","Alafia","GFDL-CM3","Jan",0.00718886796960749,0.0127083028521875,69,68,NA,NA,NA
"Phosphorus Alafia R at Lithia","Alafia","GFDL-CM3","Feb",0.0199902806068549,0.0115305708702127,76,63,NA,NA,NA
"Phosphorus Alafia R at Lithia","Alafia","GFDL-CM3","Mar",-0.00124859920954756,0.0107089353064324,52,62,NA,NA,NA
"Phosphorus Alafia R at Lithia","Alafia","GFDL-CM3","Apr",-0.0104467514443176,-0.0115023964951302,64,61,NA,NA,NA
"Phosphorus Alafia R at Lithia","Alafia","GFDL-CM3","May",-0.00145423317555493,-0.00832343156727511,51,69,NA,NA,NA
"Phosphorus Alafia R at Lithia","Alafia","GFDL-CM3","Jun",0.0150236255849451,0.000568543097717589,65,53,NA,NA,NA
"Phosphorus Alafia R at Lithia","Alafia","GFDL-CM3","Jul",0.0171808809839176,0.0103755869337725,77,69,NA,NA,NA
"Phosphorus Alafia R at Lithia","Alafia","GFDL-CM3","Aug",0.01838352481328,0.0142530032549575,78,76,NA,NA,NA
"Phosphorus Alafia R at Lithia","Alafia","GFDL-CM3","Sep",0.0279186351240875,0.0294391573709399,84,86,0.0279186351240875,0.0294391573709399,NA
"Phosphorus Alafia R at Lithia","Alafia","GFDL-CM3","Oct",0.0289032404647276,0.03054615959395,80,81,0.0289032404647276,0.03054615959395,NA
"Phosphorus Alafia R at Lithia","Alafia","GFDL-CM3","Nov",0.0129183120363076,0.0155522769994049,66,66,NA,NA,NA
"Phosphorus Alafia R at Lithia","Alafia","GFDL-CM3","Dec",0.014162164057435,0.0105405515324201,66,69,NA,NA,NA
"Phosphorus Alafia R at Lithia","Alafia","GFDL-ESM2G","Jan",0.00253638905602749,0.00186106968887256,51,53,NA,NA,NA
"Phosphorus Alafia R at Lithia","Alafia","GFDL-ESM2G","Feb",0.00115251389743765,-0.00393257651088508,52,60,NA,NA,NA
"Phosphorus Alafia R at Lithia","Alafia","GFDL-ESM2G","Mar",-0.00352059111148251,-0.0156046035092051,55,69,NA,NA,NA
"Phosphorus Alafia R at Lithia","Alafia","GFDL-ESM2G","Apr",-0.0112750402971524,-0.0201179216148049,72,78,NA,NA,NA
"Phosphorus Alafia R at Lithia","Alafia","GFDL-ESM2G","May",-0.00261948787832256,-0.02668996101224,55,78,NA,NA,NA
"Phosphorus Alafia R at Lithia","Alafia","GFDL-ESM2G","Jun",-0.00885438815076733,-0.0481960527761925,64,83,NA,-0.0481960527761925,NA
"Phosphorus Alafia R at Lithia","Alafia","GFDL-ESM2G","Jul",-0.01547770445879,-0.0414882917486376,76,87,NA,-0.0414882917486376,NA
"Phosphorus Alafia R at Lithia","Alafia","GFDL-ESM2G","Aug",-0.0236752003071998,-0.0399875888091374,76,88,NA,-0.0399875888091374,NA
"Phosphorus Alafia R at Lithia","Alafia","GFDL-ESM2G","Sep",-0.00265347442807007,-0.0312441150273249,57,76,NA,NA,NA
"Phosphorus Alafia R at Lithia","Alafia","GFDL-ESM2G","Oct",-0.00704439831442238,-0.0131162407850876,58,74,NA,NA,NA
"Phosphorus Alafia R at Lithia","Alafia","GFDL-ESM2G","Nov",0.00457465384576505,0.00432865963464013,56,59,NA,NA,NA
"Phosphorus Alafia R at Lithia","Alafia","GFDL-ESM2G","Dec",-0.00193536207339007,0.00114301375386505,51,54,NA,NA,NA
"Phosphorus Alafia R at Lithia","Alafia","MIROC-ESM","Jan",-0.000774768674219883,-0.00996886640355765,50,60,NA,NA,NA
"Phosphorus Alafia R at Lithia","Alafia","MIROC-ESM","Feb",0.0060389307311175,-0.0149586494214425,56,70,NA,NA,NA
"Phosphorus Alafia R at Lithia","Alafia","MIROC-ESM","Mar",0.00188663233555997,-0.00862443315127503,54,63,NA,NA,NA
"Phosphorus Alafia R at Lithia","Alafia","MIROC-ESM","Apr",-0.000554511399595059,-0.00873615377646242,53,57,NA,NA,NA
"Phosphorus Alafia R at Lithia","Alafia","MIROC-ESM","May",-0.010042975478525,-0.0261470219303425,65,82,NA,-0.0261470219303425,NA
"Phosphorus Alafia R at Lithia","Alafia","MIROC-ESM","Jun",0.00323295012066249,-0.0151044082095499,55,75,NA,NA,NA
"Phosphorus Alafia R at Lithia","Alafia","MIROC-ESM","Jul",0.00727347118130006,-0.0182026431289299,57,68,NA,NA,NA
"Phosphorus Alafia R at Lithia","Alafia","MIROC-ESM","Aug",-0.00573666184142496,-0.0401039762319325,64,86,NA,-0.0401039762319325,NA
"Phosphorus Alafia R at Lithia","Alafia","MIROC-ESM","Sep",-0.01713508205915,-0.0484984693720925,71,88,NA,-0.0484984693720925,NA
"Phosphorus Alafia R at Lithia","Alafia","MIROC-ESM","Oct",-0.00517762086101758,-0.0301297288269849,55,84,NA,-0.0301297288269849,NA
"Phosphorus Alafia R at Lithia","Alafia","MIROC-ESM","Nov",0.000959575286937575,-0.0181605680116599,52,79,NA,NA,NA
"Phosphorus Alafia R at Lithia","Alafia","MIROC-ESM","Dec",0.00277459466413998,-0.0173960561425275,55,72,NA,NA,NA
"Phosphorus Alafia R at Lithia","Alafia","MPI-ESM-LR","Jan",0.000572024934714865,0.00376988720961746,52,58,NA,NA,NA
"Phosphorus Alafia R at Lithia","Alafia","MPI-ESM-LR","Feb",-0.00246733754462747,0.00298729570214995,53,54,NA,NA,NA
"Phosphorus Alafia R at Lithia","Alafia","MPI-ESM-LR","Mar",-0.00419427179388743,0.000868708336602353,56,54,NA,NA,NA
"Phosphorus Alafia R at Lithia","Alafia","MPI-ESM-LR","Apr",-0.00933482345805503,-0.0193045480754701,67,74,NA,NA,NA
"Phosphorus Alafia R at Lithia","Alafia","MPI-ESM-LR","May",-0.00358251450448988,-0.0185161100147301,52,69,NA,NA,NA
"Phosphorus Alafia R at Lithia","Alafia","MPI-ESM-LR","Jun",-0.00490752165257002,-0.02057552876372,59,80,NA,NA,NA
"Phosphorus Alafia R at Lithia","Alafia","MPI-ESM-LR","Jul",-0.00112097832563496,-0.0140149652559673,53,65,NA,NA,NA
"Phosphorus Alafia R at Lithia","Alafia","MPI-ESM-LR","Aug",0.00124095531718238,-0.0120154523603174,51,71,NA,NA,NA
"Phosphorus Alafia R at Lithia","Alafia","MPI-ESM-LR","Sep",-0.0007349899900575,-0.0172139152757025,51,78,NA,NA,NA
"Phosphorus Alafia R at Lithia","Alafia","MPI-ESM-LR","Oct",0.00557024821003504,-0.0062562841457825,56,56,NA,NA,NA
"Phosphorus Alafia R at Lithia","Alafia","MPI-ESM-LR","Nov",0.00809031579563513,-0.00430411082297744,64,55,NA,NA,NA
"Phosphorus Alafia R at Lithia","Alafia","MPI-ESM-LR","Dec",0.0131078780431949,0.0100137922001999,69,71,NA,NA,NA
