"title","model","per","not_fine"
"TOC Hillsborough R at Morris Br","BNU_ESM_Hargreaves","1989-2012",0.0311430527036276
"TOC Hillsborough R at Morris Br","BNU_ESM_Hargreaves","2030-2060",0.122681505034446
"TOC Hillsborough R at Morris Br","BNU_ESM_Hargreaves","2070-2100",0.222310545839958
"TOC Hillsborough R at Morris Br","GFDL_CM3_Hargreaves","1989-2012",0.052703627652293
"TOC Hillsborough R at Morris Br","GFDL_CM3_Hargreaves","2030-2060",0.0565271153506448
"TOC Hillsborough R at Morris Br","GFDL_CM3_Hargreaves","2070-2100",0.076223282105635
"TOC Hillsborough R at Morris Br","GFDL_ESM2G_Hargreaves","1989-2012",0.0578370978781656
"TOC Hillsborough R at Morris Br","GFDL_ESM2G_Hargreaves","2030-2060",0.124889595477831
"TOC Hillsborough R at Morris Br","GFDL_ESM2G_Hargreaves","2070-2100",0.261967850203144
"TOC Hillsborough R at Morris Br","MIROC_ESM_Hargreaves","1989-2012",0.0141455624001825
"TOC Hillsborough R at Morris Br","MIROC_ESM_Hargreaves","2030-2060",0.0739268680445151
"TOC Hillsborough R at Morris Br","MIROC_ESM_Hargreaves","2070-2100",0.251104045221692
"TOC Hillsborough R at Morris Br","MPI_ESM_LR_Hargreaves","1989-2012",0.0362765229295003
"TOC Hillsborough R at Morris Br","MPI_ESM_LR_Hargreaves","2030-2060",0.0529058470234941
"TOC Hillsborough R at Morris Br","MPI_ESM_LR_Hargreaves","2070-2100",0.13389860448684
"TOC Hillsborough R at Morris Br","MRI_CGCM3_Hargreaves","1989-2012",0.0225872689938398
"TOC Hillsborough R at Morris Br","MRI_CGCM3_Hargreaves","2030-2060",0.0215509627274333
"TOC Hillsborough R at Morris Br","MRI_CGCM3_Hargreaves","2070-2100",0.0287051757639993
"TOC Hillsborough R at Morris Br","NorESM1_M_Hargreaves","1989-2012",0.0329682865617157
"TOC Hillsborough R at Morris Br","NorESM1_M_Hargreaves","2030-2060",0.0826709062003179
"TOC Hillsborough R at Morris Br","NorESM1_M_Hargreaves","2070-2100",0.213919802155096
"TOC Hillsborough R at Morris Br","bcc_csm_Hargreaves","1989-2012",0.0503080082135524
"TOC Hillsborough R at Morris Br","bcc_csm_Hargreaves","2030-2060",0.124536301006889
"TOC Hillsborough R at Morris Br","bcc_csm_Hargreaves","2070-2100",0.331390213743155
"Turbidity Alafia R at Lithia","BNU_ESM_Hargreaves","1989-2012",0.00650239561943877
"Turbidity Alafia R at Lithia","BNU_ESM_Hargreaves","2030-2060",0.0159865748101042
"Turbidity Alafia R at Lithia","BNU_ESM_Hargreaves","2070-2100",0.0449567214273097
"Turbidity Alafia R at Lithia","GFDL_CM3_Hargreaves","1989-2012",0.0107232489162674
"Turbidity Alafia R at Lithia","GFDL_CM3_Hargreaves","2030-2060",0.0190779014308426
"Turbidity Alafia R at Lithia","GFDL_CM3_Hargreaves","2070-2100",0.03003003003003
"Turbidity Alafia R at Lithia","GFDL_ESM2G_Hargreaves","1989-2012",0.0117499429614419
"Turbidity Alafia R at Lithia","GFDL_ESM2G_Hargreaves","2030-2060",0.0172231054583996
"Turbidity Alafia R at Lithia","GFDL_ESM2G_Hargreaves","2070-2100",0.0491079314608727
"Turbidity Alafia R at Lithia","MIROC_ESM_Hargreaves","1989-2012",0.00205338809034905
"Turbidity Alafia R at Lithia","MIROC_ESM_Hargreaves","2030-2060",0.0177530471648119
"Turbidity Alafia R at Lithia","MIROC_ESM_Hargreaves","2070-2100",0.0518459636106695
"Turbidity Alafia R at Lithia","MPI_ESM_LR_Hargreaves","1989-2012",0.00365046771617616
"Turbidity Alafia R at Lithia","MPI_ESM_LR_Hargreaves","2030-2060",0.0140434552199258
"Turbidity Alafia R at Lithia","MPI_ESM_LR_Hargreaves","2070-2100",0.0336512983571807
"Turbidity Alafia R at Lithia","MRI_CGCM3_Hargreaves","1989-2012",0.0041067761806981
"Turbidity Alafia R at Lithia","MRI_CGCM3_Hargreaves","2030-2060",0.00892068539127366
"Turbidity Alafia R at Lithia","MRI_CGCM3_Hargreaves","2070-2100",0.0123653064829535
"Turbidity Alafia R at Lithia","NorESM1_M_Hargreaves","1989-2012",0.0140314852840521
"Turbidity Alafia R at Lithia","NorESM1_M_Hargreaves","2030-2060",0.0136901607489843
"Turbidity Alafia R at Lithia","NorESM1_M_Hargreaves","2070-2100",0.0438085143967497
"Turbidity Alafia R at Lithia","bcc_csm_Hargreaves","1989-2012",0.00798539812913535
"Turbidity Alafia R at Lithia","bcc_csm_Hargreaves","2030-2060",0.0285285285285285
"Turbidity Alafia R at Lithia","bcc_csm_Hargreaves","2070-2100",0.104751810634164
"Turbidity Hillsborough R at Morris Br","BNU_ESM_Hargreaves","1989-2012",0.0392425279488935
"Turbidity Hillsborough R at Morris Br","BNU_ESM_Hargreaves","2030-2060",0.127539304009892
"Turbidity Hillsborough R at Morris Br","BNU_ESM_Hargreaves","2070-2100",0.225666843313902
"Turbidity Hillsborough R at Morris Br","GFDL_CM3_Hargreaves","1989-2012",0.0571526351813826
"Turbidity Hillsborough R at Morris Br","GFDL_CM3_Hargreaves","2030-2060",0.0781664016958135
"Turbidity Hillsborough R at Morris Br","GFDL_CM3_Hargreaves","2070-2100",0.0947712418300654
"Turbidity Hillsborough R at Morris Br","GFDL_ESM2G_Hargreaves","1989-2012",0.0679899612137805
"Turbidity Hillsborough R at Morris Br","GFDL_ESM2G_Hargreaves","2030-2060",0.132838721074015
"Turbidity Hillsborough R at Morris Br","GFDL_ESM2G_Hargreaves","2070-2100",0.265942413001237
"Turbidity Hillsborough R at Morris Br","MIROC_ESM_Hargreaves","1989-2012",0.0219028062970568
"Turbidity Hillsborough R at Morris Br","MIROC_ESM_Hargreaves","2030-2060",0.0824059353471118
"Turbidity Hillsborough R at Morris Br","MIROC_ESM_Hargreaves","2070-2100",0.253047164811871
"Turbidity Hillsborough R at Morris Br","MPI_ESM_LR_Hargreaves","1989-2012",0.0434633812457221
"Turbidity Hillsborough R at Morris Br","MPI_ESM_LR_Hargreaves","2030-2060",0.06235647412118
"Turbidity Hillsborough R at Morris Br","MPI_ESM_LR_Hargreaves","2070-2100",0.141229464758877
"Turbidity Hillsborough R at Morris Br","MRI_CGCM3_Hargreaves","1989-2012",0.0279488934519735
"Turbidity Hillsborough R at Morris Br","MRI_CGCM3_Hargreaves","2030-2060",0.043190249072602
"Turbidity Hillsborough R at Morris Br","MRI_CGCM3_Hargreaves","2070-2100",0.0523759053170818
"Turbidity Hillsborough R at Morris Br","NorESM1_M_Hargreaves","1989-2012",0.0443759981747661
"Turbidity Hillsborough R at Morris Br","NorESM1_M_Hargreaves","2030-2060",0.0907966790319732
"Turbidity Hillsborough R at Morris Br","NorESM1_M_Hargreaves","2070-2100",0.219749160925631
"Turbidity Hillsborough R at Morris Br","bcc_csm_Hargreaves","1989-2012",0.0570385580652522
"Turbidity Hillsborough R at Morris Br","bcc_csm_Hargreaves","2030-2060",0.130100688924218
"Turbidity Hillsborough R at Morris Br","bcc_csm_Hargreaves","2070-2100",0.336424659954072
