"title","Q_cfs_log_round","wq_orig"
"Nitrogen Hillsborough R at Morris Br",-6.465,NA
"Nitrogen Hillsborough R at Morris Br",-6.464,NA
"Nitrogen Hillsborough R at Morris Br",-6.463,NA
"Nitrogen Hillsborough R at Morris Br",-6.462,NA
"Nitrogen Hillsborough R at Morris Br",-6.461,NA
"Nitrogen Hillsborough R at Morris Br",-6.46,NA
"Nitrogen Hillsborough R at Morris Br",-6.459,NA
"Nitrogen Hillsborough R at Morris Br",-6.458,NA
"Nitrogen Hillsborough R at Morris Br",-6.457,NA
"Nitrogen Hillsborough R at Morris Br",-6.456,NA
"Nitrogen Hillsborough R at Morris Br",-6.455,NA
"Nitrogen Hillsborough R at Morris Br",-6.454,NA
"Nitrogen Hillsborough R at Morris Br",-6.453,NA
"Nitrogen Hillsborough R at Morris Br",-6.452,NA
"Nitrogen Hillsborough R at Morris Br",-6.451,NA
"Nitrogen Hillsborough R at Morris Br",-6.45,NA
"Nitrogen Hillsborough R at Morris Br",-6.449,NA
"Nitrogen Hillsborough R at Morris Br",-6.448,NA
"Nitrogen Hillsborough R at Morris Br",-6.447,NA
"Nitrogen Hillsborough R at Morris Br",-6.446,NA
"Nitrogen Hillsborough R at Morris Br",-6.445,NA
"Nitrogen Hillsborough R at Morris Br",-6.444,NA
"Nitrogen Hillsborough R at Morris Br",-6.443,NA
"Nitrogen Hillsborough R at Morris Br",-6.442,NA
"Nitrogen Hillsborough R at Morris Br",-6.441,NA
"Nitrogen Hillsborough R at Morris Br",-6.44,NA
"Nitrogen Hillsborough R at Morris Br",-6.439,NA
"Nitrogen Hillsborough R at Morris Br",-6.438,NA
"Nitrogen Hillsborough R at Morris Br",-6.437,NA
"Nitrogen Hillsborough R at Morris Br",-6.436,NA
"Nitrogen Hillsborough R at Morris Br",-6.435,NA
"Nitrogen Hillsborough R at Morris Br",-6.434,NA
"Nitrogen Hillsborough R at Morris Br",-6.433,NA
"Nitrogen Hillsborough R at Morris Br",-6.432,NA
"Nitrogen Hillsborough R at Morris Br",-6.431,NA
"Nitrogen Hillsborough R at Morris Br",-6.43,NA
"Nitrogen Hillsborough R at Morris Br",-6.429,NA
"Nitrogen Hillsborough R at Morris Br",-6.428,NA
"Nitrogen Hillsborough R at Morris Br",-6.427,NA
"Nitrogen Hillsborough R at Morris Br",-6.426,NA
"Nitrogen Hillsborough R at Morris Br",-6.425,NA
"Nitrogen Hillsborough R at Morris Br",-6.424,NA
"Nitrogen Hillsborough R at Morris Br",-6.423,NA
"Nitrogen Hillsborough R at Morris Br",-6.422,NA
"Nitrogen Hillsborough R at Morris Br",-6.421,NA
"Nitrogen Hillsborough R at Morris Br",-6.42,NA
"Nitrogen Hillsborough R at Morris Br",-6.419,NA
"Nitrogen Hillsborough R at Morris Br",-6.418,NA
"Nitrogen Hillsborough R at Morris Br",-6.417,NA
"Nitrogen Hillsborough R at Morris Br",-6.416,NA
"Nitrogen Hillsborough R at Morris Br",-6.415,NA
"Nitrogen Hillsborough R at Morris Br",-6.414,NA
"Nitrogen Hillsborough R at Morris Br",-6.413,NA
"Nitrogen Hillsborough R at Morris Br",-6.412,NA
"Nitrogen Hillsborough R at Morris Br",-6.411,NA
"Nitrogen Hillsborough R at Morris Br",-6.41,NA
"Nitrogen Hillsborough R at Morris Br",-6.409,NA
"Nitrogen Hillsborough R at Morris Br",-6.408,NA
"Nitrogen Hillsborough R at Morris Br",-6.407,NA
"Nitrogen Hillsborough R at Morris Br",-6.406,NA
"Nitrogen Hillsborough R at Morris Br",-6.405,NA
"Nitrogen Hillsborough R at Morris Br",-6.404,NA
"Nitrogen Hillsborough R at Morris Br",-6.403,NA
"Nitrogen Hillsborough R at Morris Br",-6.402,NA
"Nitrogen Hillsborough R at Morris Br",-6.401,NA
"Nitrogen Hillsborough R at Morris Br",-6.4,NA
"Nitrogen Hillsborough R at Morris Br",-6.399,NA
"Nitrogen Hillsborough R at Morris Br",-6.398,NA
"Nitrogen Hillsborough R at Morris Br",-6.397,NA
"Nitrogen Hillsborough R at Morris Br",-6.396,NA
"Nitrogen Hillsborough R at Morris Br",-6.395,NA
"Nitrogen Hillsborough R at Morris Br",-6.394,NA
"Nitrogen Hillsborough R at Morris Br",-6.393,NA
"Nitrogen Hillsborough R at Morris Br",-6.392,NA
"Nitrogen Hillsborough R at Morris Br",-6.391,NA
"Nitrogen Hillsborough R at Morris Br",-6.39,NA
"Nitrogen Hillsborough R at Morris Br",-6.389,NA
"Nitrogen Hillsborough R at Morris Br",-6.388,NA
"Nitrogen Hillsborough R at Morris Br",-6.387,NA
"Nitrogen Hillsborough R at Morris Br",-6.386,NA
"Nitrogen Hillsborough R at Morris Br",-6.385,NA
"Nitrogen Hillsborough R at Morris Br",-6.384,NA
"Nitrogen Hillsborough R at Morris Br",-6.383,NA
"Nitrogen Hillsborough R at Morris Br",-6.382,NA
"Nitrogen Hillsborough R at Morris Br",-6.381,NA
"Nitrogen Hillsborough R at Morris Br",-6.38,NA
"Nitrogen Hillsborough R at Morris Br",-6.379,NA
"Nitrogen Hillsborough R at Morris Br",-6.378,NA
"Nitrogen Hillsborough R at Morris Br",-6.377,NA
"Nitrogen Hillsborough R at Morris Br",-6.376,NA
"Nitrogen Hillsborough R at Morris Br",-6.375,NA
"Nitrogen Hillsborough R at Morris Br",-6.374,NA
"Nitrogen Hillsborough R at Morris Br",-6.373,NA
"Nitrogen Hillsborough R at Morris Br",-6.372,NA
"Nitrogen Hillsborough R at Morris Br",-6.371,NA
"Nitrogen Hillsborough R at Morris Br",-6.37,NA
"Nitrogen Hillsborough R at Morris Br",-6.369,NA
"Nitrogen Hillsborough R at Morris Br",-6.368,NA
"Nitrogen Hillsborough R at Morris Br",-6.367,NA
"Nitrogen Hillsborough R at Morris Br",-6.366,NA
"Nitrogen Hillsborough R at Morris Br",-6.365,NA
"Nitrogen Hillsborough R at Morris Br",-6.364,NA
"Nitrogen Hillsborough R at Morris Br",-6.363,NA
"Nitrogen Hillsborough R at Morris Br",-6.362,NA
"Nitrogen Hillsborough R at Morris Br",-6.361,NA
"Nitrogen Hillsborough R at Morris Br",-6.36,NA
"Nitrogen Hillsborough R at Morris Br",-6.359,NA
"Nitrogen Hillsborough R at Morris Br",-6.358,NA
"Nitrogen Hillsborough R at Morris Br",-6.357,NA
"Nitrogen Hillsborough R at Morris Br",-6.356,NA
"Nitrogen Hillsborough R at Morris Br",-6.355,NA
"Nitrogen Hillsborough R at Morris Br",-6.354,NA
"Nitrogen Hillsborough R at Morris Br",-6.353,NA
"Nitrogen Hillsborough R at Morris Br",-6.352,NA
"Nitrogen Hillsborough R at Morris Br",-6.351,NA
"Nitrogen Hillsborough R at Morris Br",-6.35,NA
"Nitrogen Hillsborough R at Morris Br",-6.349,NA
"Nitrogen Hillsborough R at Morris Br",-6.348,NA
"Nitrogen Hillsborough R at Morris Br",-6.347,NA
"Nitrogen Hillsborough R at Morris Br",-6.346,NA
"Nitrogen Hillsborough R at Morris Br",-6.345,NA
"Nitrogen Hillsborough R at Morris Br",-6.344,NA
"Nitrogen Hillsborough R at Morris Br",-6.343,NA
"Nitrogen Hillsborough R at Morris Br",-6.342,NA
"Nitrogen Hillsborough R at Morris Br",-6.341,NA
"Nitrogen Hillsborough R at Morris Br",-6.34,NA
"Nitrogen Hillsborough R at Morris Br",-6.339,NA
"Nitrogen Hillsborough R at Morris Br",-6.338,NA
"Nitrogen Hillsborough R at Morris Br",-6.337,NA
"Nitrogen Hillsborough R at Morris Br",-6.336,NA
"Nitrogen Hillsborough R at Morris Br",-6.335,NA
"Nitrogen Hillsborough R at Morris Br",-6.334,NA
"Nitrogen Hillsborough R at Morris Br",-6.333,NA
"Nitrogen Hillsborough R at Morris Br",-6.332,NA
"Nitrogen Hillsborough R at Morris Br",-6.331,NA
"Nitrogen Hillsborough R at Morris Br",-6.33,NA
"Nitrogen Hillsborough R at Morris Br",-6.329,NA
"Nitrogen Hillsborough R at Morris Br",-6.328,NA
"Nitrogen Hillsborough R at Morris Br",-6.327,NA
"Nitrogen Hillsborough R at Morris Br",-6.326,NA
"Nitrogen Hillsborough R at Morris Br",-6.325,NA
"Nitrogen Hillsborough R at Morris Br",-6.324,NA
"Nitrogen Hillsborough R at Morris Br",-6.323,NA
"Nitrogen Hillsborough R at Morris Br",-6.322,NA
"Nitrogen Hillsborough R at Morris Br",-6.321,NA
"Nitrogen Hillsborough R at Morris Br",-6.32,NA
"Nitrogen Hillsborough R at Morris Br",-6.319,NA
"Nitrogen Hillsborough R at Morris Br",-6.318,NA
"Nitrogen Hillsborough R at Morris Br",-6.317,NA
"Nitrogen Hillsborough R at Morris Br",-6.316,NA
"Nitrogen Hillsborough R at Morris Br",-6.315,NA
"Nitrogen Hillsborough R at Morris Br",-6.314,NA
"Nitrogen Hillsborough R at Morris Br",-6.313,NA
"Nitrogen Hillsborough R at Morris Br",-6.312,NA
"Nitrogen Hillsborough R at Morris Br",-6.311,NA
"Nitrogen Hillsborough R at Morris Br",-6.31,NA
"Nitrogen Hillsborough R at Morris Br",-6.309,NA
"Nitrogen Hillsborough R at Morris Br",-6.308,NA
"Nitrogen Hillsborough R at Morris Br",-6.307,NA
"Nitrogen Hillsborough R at Morris Br",-6.306,NA
"Nitrogen Hillsborough R at Morris Br",-6.305,NA
"Nitrogen Hillsborough R at Morris Br",-6.304,NA
"Nitrogen Hillsborough R at Morris Br",-6.303,NA
"Nitrogen Hillsborough R at Morris Br",-6.302,NA
"Nitrogen Hillsborough R at Morris Br",-6.301,NA
"Nitrogen Hillsborough R at Morris Br",-6.3,NA
"Nitrogen Hillsborough R at Morris Br",-6.299,NA
"Nitrogen Hillsborough R at Morris Br",-6.298,NA
"Nitrogen Hillsborough R at Morris Br",-6.297,NA
"Nitrogen Hillsborough R at Morris Br",-6.296,NA
"Nitrogen Hillsborough R at Morris Br",-6.295,NA
"Nitrogen Hillsborough R at Morris Br",-6.294,NA
"Nitrogen Hillsborough R at Morris Br",-6.293,NA
"Nitrogen Hillsborough R at Morris Br",-6.292,NA
"Nitrogen Hillsborough R at Morris Br",-6.291,NA
"Nitrogen Hillsborough R at Morris Br",-6.29,NA
"Nitrogen Hillsborough R at Morris Br",-6.289,NA
"Nitrogen Hillsborough R at Morris Br",-6.288,NA
"Nitrogen Hillsborough R at Morris Br",-6.287,NA
"Nitrogen Hillsborough R at Morris Br",-6.286,NA
"Nitrogen Hillsborough R at Morris Br",-6.285,NA
"Nitrogen Hillsborough R at Morris Br",-6.284,NA
"Nitrogen Hillsborough R at Morris Br",-6.283,NA
"Nitrogen Hillsborough R at Morris Br",-6.282,NA
"Nitrogen Hillsborough R at Morris Br",-6.281,NA
"Nitrogen Hillsborough R at Morris Br",-6.28,NA
"Nitrogen Hillsborough R at Morris Br",-6.279,NA
"Nitrogen Hillsborough R at Morris Br",-6.278,NA
"Nitrogen Hillsborough R at Morris Br",-6.277,NA
"Nitrogen Hillsborough R at Morris Br",-6.276,NA
"Nitrogen Hillsborough R at Morris Br",-6.275,NA
"Nitrogen Hillsborough R at Morris Br",-6.274,NA
"Nitrogen Hillsborough R at Morris Br",-6.273,NA
"Nitrogen Hillsborough R at Morris Br",-6.272,NA
"Nitrogen Hillsborough R at Morris Br",-6.271,NA
"Nitrogen Hillsborough R at Morris Br",-6.27,NA
"Nitrogen Hillsborough R at Morris Br",-6.269,NA
"Nitrogen Hillsborough R at Morris Br",-6.268,NA
"Nitrogen Hillsborough R at Morris Br",-6.267,NA
"Nitrogen Hillsborough R at Morris Br",-6.266,NA
"Nitrogen Hillsborough R at Morris Br",-6.265,NA
"Nitrogen Hillsborough R at Morris Br",-6.264,NA
"Nitrogen Hillsborough R at Morris Br",-6.263,NA
"Nitrogen Hillsborough R at Morris Br",-6.262,NA
"Nitrogen Hillsborough R at Morris Br",-6.261,NA
"Nitrogen Hillsborough R at Morris Br",-6.26,NA
"Nitrogen Hillsborough R at Morris Br",-6.259,NA
"Nitrogen Hillsborough R at Morris Br",-6.258,NA
"Nitrogen Hillsborough R at Morris Br",-6.257,NA
"Nitrogen Hillsborough R at Morris Br",-6.256,NA
"Nitrogen Hillsborough R at Morris Br",-6.255,NA
"Nitrogen Hillsborough R at Morris Br",-6.254,NA
"Nitrogen Hillsborough R at Morris Br",-6.253,NA
"Nitrogen Hillsborough R at Morris Br",-6.252,NA
"Nitrogen Hillsborough R at Morris Br",-6.251,NA
"Nitrogen Hillsborough R at Morris Br",-6.25,NA
"Nitrogen Hillsborough R at Morris Br",-6.249,NA
"Nitrogen Hillsborough R at Morris Br",-6.248,NA
"Nitrogen Hillsborough R at Morris Br",-6.247,NA
"Nitrogen Hillsborough R at Morris Br",-6.246,NA
"Nitrogen Hillsborough R at Morris Br",-6.245,NA
"Nitrogen Hillsborough R at Morris Br",-6.244,NA
"Nitrogen Hillsborough R at Morris Br",-6.243,NA
"Nitrogen Hillsborough R at Morris Br",-6.242,NA
"Nitrogen Hillsborough R at Morris Br",-6.241,NA
"Nitrogen Hillsborough R at Morris Br",-6.24,NA
"Nitrogen Hillsborough R at Morris Br",-6.239,NA
"Nitrogen Hillsborough R at Morris Br",-6.238,NA
"Nitrogen Hillsborough R at Morris Br",-6.237,NA
"Nitrogen Hillsborough R at Morris Br",-6.236,NA
"Nitrogen Hillsborough R at Morris Br",-6.235,NA
"Nitrogen Hillsborough R at Morris Br",-6.234,NA
"Nitrogen Hillsborough R at Morris Br",-6.233,NA
"Nitrogen Hillsborough R at Morris Br",-6.232,NA
"Nitrogen Hillsborough R at Morris Br",-6.231,NA
"Nitrogen Hillsborough R at Morris Br",-6.23,NA
"Nitrogen Hillsborough R at Morris Br",-6.229,NA
"Nitrogen Hillsborough R at Morris Br",-6.228,NA
"Nitrogen Hillsborough R at Morris Br",-6.227,NA
"Nitrogen Hillsborough R at Morris Br",-6.226,NA
"Nitrogen Hillsborough R at Morris Br",-6.225,NA
"Nitrogen Hillsborough R at Morris Br",-6.224,NA
"Nitrogen Hillsborough R at Morris Br",-6.223,NA
"Nitrogen Hillsborough R at Morris Br",-6.222,NA
"Nitrogen Hillsborough R at Morris Br",-6.221,NA
"Nitrogen Hillsborough R at Morris Br",-6.22,NA
"Nitrogen Hillsborough R at Morris Br",-6.219,NA
"Nitrogen Hillsborough R at Morris Br",-6.218,NA
"Nitrogen Hillsborough R at Morris Br",-6.217,NA
"Nitrogen Hillsborough R at Morris Br",-6.216,NA
"Nitrogen Hillsborough R at Morris Br",-6.215,NA
"Nitrogen Hillsborough R at Morris Br",-6.214,NA
"Nitrogen Hillsborough R at Morris Br",-6.213,NA
"Nitrogen Hillsborough R at Morris Br",-6.212,NA
"Nitrogen Hillsborough R at Morris Br",-6.211,NA
"Nitrogen Hillsborough R at Morris Br",-6.21,NA
"Nitrogen Hillsborough R at Morris Br",-6.209,NA
"Nitrogen Hillsborough R at Morris Br",-6.208,NA
"Nitrogen Hillsborough R at Morris Br",-6.207,NA
"Nitrogen Hillsborough R at Morris Br",-6.206,NA
"Nitrogen Hillsborough R at Morris Br",-6.205,NA
"Nitrogen Hillsborough R at Morris Br",-6.204,NA
"Nitrogen Hillsborough R at Morris Br",-6.203,NA
"Nitrogen Hillsborough R at Morris Br",-6.202,NA
"Nitrogen Hillsborough R at Morris Br",-6.201,NA
"Nitrogen Hillsborough R at Morris Br",-6.2,NA
"Nitrogen Hillsborough R at Morris Br",-6.199,NA
"Nitrogen Hillsborough R at Morris Br",-6.198,NA
"Nitrogen Hillsborough R at Morris Br",-6.197,NA
"Nitrogen Hillsborough R at Morris Br",-6.196,NA
"Nitrogen Hillsborough R at Morris Br",-6.195,NA
"Nitrogen Hillsborough R at Morris Br",-6.194,NA
"Nitrogen Hillsborough R at Morris Br",-6.193,NA
"Nitrogen Hillsborough R at Morris Br",-6.192,NA
"Nitrogen Hillsborough R at Morris Br",-6.191,NA
"Nitrogen Hillsborough R at Morris Br",-6.19,NA
"Nitrogen Hillsborough R at Morris Br",-6.189,NA
"Nitrogen Hillsborough R at Morris Br",-6.188,NA
"Nitrogen Hillsborough R at Morris Br",-6.187,NA
"Nitrogen Hillsborough R at Morris Br",-6.186,NA
"Nitrogen Hillsborough R at Morris Br",-6.185,NA
"Nitrogen Hillsborough R at Morris Br",-6.184,NA
"Nitrogen Hillsborough R at Morris Br",-6.183,NA
"Nitrogen Hillsborough R at Morris Br",-6.182,NA
"Nitrogen Hillsborough R at Morris Br",-6.181,NA
"Nitrogen Hillsborough R at Morris Br",-6.18,NA
"Nitrogen Hillsborough R at Morris Br",-6.179,NA
"Nitrogen Hillsborough R at Morris Br",-6.178,NA
"Nitrogen Hillsborough R at Morris Br",-6.177,NA
"Nitrogen Hillsborough R at Morris Br",-6.176,NA
"Nitrogen Hillsborough R at Morris Br",-6.175,NA
"Nitrogen Hillsborough R at Morris Br",-6.174,NA
"Nitrogen Hillsborough R at Morris Br",-6.173,NA
"Nitrogen Hillsborough R at Morris Br",-6.172,NA
"Nitrogen Hillsborough R at Morris Br",-6.171,NA
"Nitrogen Hillsborough R at Morris Br",-6.17,NA
"Nitrogen Hillsborough R at Morris Br",-6.169,NA
"Nitrogen Hillsborough R at Morris Br",-6.168,NA
"Nitrogen Hillsborough R at Morris Br",-6.167,NA
"Nitrogen Hillsborough R at Morris Br",-6.166,NA
"Nitrogen Hillsborough R at Morris Br",-6.165,NA
"Nitrogen Hillsborough R at Morris Br",-6.164,NA
"Nitrogen Hillsborough R at Morris Br",-6.163,NA
"Nitrogen Hillsborough R at Morris Br",-6.162,NA
"Nitrogen Hillsborough R at Morris Br",-6.161,NA
"Nitrogen Hillsborough R at Morris Br",-6.16,NA
"Nitrogen Hillsborough R at Morris Br",-6.159,NA
"Nitrogen Hillsborough R at Morris Br",-6.158,NA
"Nitrogen Hillsborough R at Morris Br",-6.157,NA
"Nitrogen Hillsborough R at Morris Br",-6.156,NA
"Nitrogen Hillsborough R at Morris Br",-6.155,NA
"Nitrogen Hillsborough R at Morris Br",-6.154,NA
"Nitrogen Hillsborough R at Morris Br",-6.153,NA
"Nitrogen Hillsborough R at Morris Br",-6.152,NA
"Nitrogen Hillsborough R at Morris Br",-6.151,NA
"Nitrogen Hillsborough R at Morris Br",-6.15,NA
"Nitrogen Hillsborough R at Morris Br",-6.149,NA
"Nitrogen Hillsborough R at Morris Br",-6.148,NA
"Nitrogen Hillsborough R at Morris Br",-6.147,NA
"Nitrogen Hillsborough R at Morris Br",-6.146,NA
"Nitrogen Hillsborough R at Morris Br",-6.145,NA
"Nitrogen Hillsborough R at Morris Br",-6.144,NA
"Nitrogen Hillsborough R at Morris Br",-6.143,NA
"Nitrogen Hillsborough R at Morris Br",-6.142,NA
"Nitrogen Hillsborough R at Morris Br",-6.141,NA
"Nitrogen Hillsborough R at Morris Br",-6.14,NA
"Nitrogen Hillsborough R at Morris Br",-6.139,NA
"Nitrogen Hillsborough R at Morris Br",-6.138,NA
"Nitrogen Hillsborough R at Morris Br",-6.137,NA
"Nitrogen Hillsborough R at Morris Br",-6.136,NA
"Nitrogen Hillsborough R at Morris Br",-6.135,NA
"Nitrogen Hillsborough R at Morris Br",-6.134,NA
"Nitrogen Hillsborough R at Morris Br",-6.133,NA
"Nitrogen Hillsborough R at Morris Br",-6.132,NA
"Nitrogen Hillsborough R at Morris Br",-6.131,NA
"Nitrogen Hillsborough R at Morris Br",-6.13,NA
"Nitrogen Hillsborough R at Morris Br",-6.129,NA
"Nitrogen Hillsborough R at Morris Br",-6.128,NA
"Nitrogen Hillsborough R at Morris Br",-6.127,NA
"Nitrogen Hillsborough R at Morris Br",-6.126,NA
"Nitrogen Hillsborough R at Morris Br",-6.125,NA
"Nitrogen Hillsborough R at Morris Br",-6.124,NA
"Nitrogen Hillsborough R at Morris Br",-6.123,NA
"Nitrogen Hillsborough R at Morris Br",-6.122,NA
"Nitrogen Hillsborough R at Morris Br",-6.121,NA
"Nitrogen Hillsborough R at Morris Br",-6.12,NA
"Nitrogen Hillsborough R at Morris Br",-6.119,NA
"Nitrogen Hillsborough R at Morris Br",-6.118,NA
"Nitrogen Hillsborough R at Morris Br",-6.117,NA
"Nitrogen Hillsborough R at Morris Br",-6.116,NA
"Nitrogen Hillsborough R at Morris Br",-6.115,NA
"Nitrogen Hillsborough R at Morris Br",-6.114,NA
"Nitrogen Hillsborough R at Morris Br",-6.113,NA
"Nitrogen Hillsborough R at Morris Br",-6.112,NA
"Nitrogen Hillsborough R at Morris Br",-6.111,NA
"Nitrogen Hillsborough R at Morris Br",-6.11,NA
"Nitrogen Hillsborough R at Morris Br",-6.109,NA
"Nitrogen Hillsborough R at Morris Br",-6.108,NA
"Nitrogen Hillsborough R at Morris Br",-6.107,NA
"Nitrogen Hillsborough R at Morris Br",-6.106,NA
"Nitrogen Hillsborough R at Morris Br",-6.105,NA
"Nitrogen Hillsborough R at Morris Br",-6.104,NA
"Nitrogen Hillsborough R at Morris Br",-6.103,NA
"Nitrogen Hillsborough R at Morris Br",-6.102,NA
"Nitrogen Hillsborough R at Morris Br",-6.101,NA
"Nitrogen Hillsborough R at Morris Br",-6.1,NA
"Nitrogen Hillsborough R at Morris Br",-6.099,NA
"Nitrogen Hillsborough R at Morris Br",-6.098,NA
"Nitrogen Hillsborough R at Morris Br",-6.097,NA
"Nitrogen Hillsborough R at Morris Br",-6.096,NA
"Nitrogen Hillsborough R at Morris Br",-6.095,NA
"Nitrogen Hillsborough R at Morris Br",-6.094,NA
"Nitrogen Hillsborough R at Morris Br",-6.093,NA
"Nitrogen Hillsborough R at Morris Br",-6.092,NA
"Nitrogen Hillsborough R at Morris Br",-6.091,NA
"Nitrogen Hillsborough R at Morris Br",-6.09,NA
"Nitrogen Hillsborough R at Morris Br",-6.089,NA
"Nitrogen Hillsborough R at Morris Br",-6.088,NA
"Nitrogen Hillsborough R at Morris Br",-6.087,NA
"Nitrogen Hillsborough R at Morris Br",-6.086,NA
"Nitrogen Hillsborough R at Morris Br",-6.085,NA
"Nitrogen Hillsborough R at Morris Br",-6.084,NA
"Nitrogen Hillsborough R at Morris Br",-6.083,NA
"Nitrogen Hillsborough R at Morris Br",-6.082,NA
"Nitrogen Hillsborough R at Morris Br",-6.081,NA
"Nitrogen Hillsborough R at Morris Br",-6.08,NA
"Nitrogen Hillsborough R at Morris Br",-6.079,NA
"Nitrogen Hillsborough R at Morris Br",-6.078,NA
"Nitrogen Hillsborough R at Morris Br",-6.077,NA
"Nitrogen Hillsborough R at Morris Br",-6.076,NA
"Nitrogen Hillsborough R at Morris Br",-6.075,NA
"Nitrogen Hillsborough R at Morris Br",-6.074,NA
"Nitrogen Hillsborough R at Morris Br",-6.073,NA
"Nitrogen Hillsborough R at Morris Br",-6.072,NA
"Nitrogen Hillsborough R at Morris Br",-6.071,NA
"Nitrogen Hillsborough R at Morris Br",-6.07,NA
"Nitrogen Hillsborough R at Morris Br",-6.069,NA
"Nitrogen Hillsborough R at Morris Br",-6.068,NA
"Nitrogen Hillsborough R at Morris Br",-6.067,NA
"Nitrogen Hillsborough R at Morris Br",-6.066,NA
"Nitrogen Hillsborough R at Morris Br",-6.065,NA
"Nitrogen Hillsborough R at Morris Br",-6.064,NA
"Nitrogen Hillsborough R at Morris Br",-6.063,NA
"Nitrogen Hillsborough R at Morris Br",-6.062,NA
"Nitrogen Hillsborough R at Morris Br",-6.061,NA
"Nitrogen Hillsborough R at Morris Br",-6.06,NA
"Nitrogen Hillsborough R at Morris Br",-6.059,NA
"Nitrogen Hillsborough R at Morris Br",-6.058,NA
"Nitrogen Hillsborough R at Morris Br",-6.057,NA
"Nitrogen Hillsborough R at Morris Br",-6.056,NA
"Nitrogen Hillsborough R at Morris Br",-6.055,NA
"Nitrogen Hillsborough R at Morris Br",-6.054,NA
"Nitrogen Hillsborough R at Morris Br",-6.053,NA
"Nitrogen Hillsborough R at Morris Br",-6.052,NA
"Nitrogen Hillsborough R at Morris Br",-6.051,NA
"Nitrogen Hillsborough R at Morris Br",-6.05,NA
"Nitrogen Hillsborough R at Morris Br",-6.049,NA
"Nitrogen Hillsborough R at Morris Br",-6.048,NA
"Nitrogen Hillsborough R at Morris Br",-6.047,NA
"Nitrogen Hillsborough R at Morris Br",-6.046,NA
"Nitrogen Hillsborough R at Morris Br",-6.045,NA
"Nitrogen Hillsborough R at Morris Br",-6.044,NA
"Nitrogen Hillsborough R at Morris Br",-6.043,NA
"Nitrogen Hillsborough R at Morris Br",-6.042,NA
"Nitrogen Hillsborough R at Morris Br",-6.041,NA
"Nitrogen Hillsborough R at Morris Br",-6.04,NA
"Nitrogen Hillsborough R at Morris Br",-6.039,NA
"Nitrogen Hillsborough R at Morris Br",-6.038,NA
"Nitrogen Hillsborough R at Morris Br",-6.037,NA
"Nitrogen Hillsborough R at Morris Br",-6.036,NA
"Nitrogen Hillsborough R at Morris Br",-6.035,NA
"Nitrogen Hillsborough R at Morris Br",-6.034,NA
"Nitrogen Hillsborough R at Morris Br",-6.033,NA
"Nitrogen Hillsborough R at Morris Br",-6.032,NA
"Nitrogen Hillsborough R at Morris Br",-6.031,NA
"Nitrogen Hillsborough R at Morris Br",-6.03,NA
"Nitrogen Hillsborough R at Morris Br",-6.029,NA
"Nitrogen Hillsborough R at Morris Br",-6.028,NA
"Nitrogen Hillsborough R at Morris Br",-6.027,NA
"Nitrogen Hillsborough R at Morris Br",-6.026,NA
"Nitrogen Hillsborough R at Morris Br",-6.025,NA
"Nitrogen Hillsborough R at Morris Br",-6.024,NA
"Nitrogen Hillsborough R at Morris Br",-6.023,NA
"Nitrogen Hillsborough R at Morris Br",-6.022,NA
"Nitrogen Hillsborough R at Morris Br",-6.021,NA
"Nitrogen Hillsborough R at Morris Br",-6.02,NA
"Nitrogen Hillsborough R at Morris Br",-6.019,NA
"Nitrogen Hillsborough R at Morris Br",-6.018,NA
"Nitrogen Hillsborough R at Morris Br",-6.017,NA
"Nitrogen Hillsborough R at Morris Br",-6.016,NA
"Nitrogen Hillsborough R at Morris Br",-6.015,NA
"Nitrogen Hillsborough R at Morris Br",-6.014,NA
"Nitrogen Hillsborough R at Morris Br",-6.013,NA
"Nitrogen Hillsborough R at Morris Br",-6.012,NA
"Nitrogen Hillsborough R at Morris Br",-6.011,NA
"Nitrogen Hillsborough R at Morris Br",-6.01,NA
"Nitrogen Hillsborough R at Morris Br",-6.009,NA
"Nitrogen Hillsborough R at Morris Br",-6.008,NA
"Nitrogen Hillsborough R at Morris Br",-6.007,NA
"Nitrogen Hillsborough R at Morris Br",-6.006,NA
"Nitrogen Hillsborough R at Morris Br",-6.005,NA
"Nitrogen Hillsborough R at Morris Br",-6.004,NA
"Nitrogen Hillsborough R at Morris Br",-6.003,NA
"Nitrogen Hillsborough R at Morris Br",-6.002,NA
"Nitrogen Hillsborough R at Morris Br",-6.001,NA
"Nitrogen Hillsborough R at Morris Br",-6,NA
"Nitrogen Hillsborough R at Morris Br",-5.999,NA
"Nitrogen Hillsborough R at Morris Br",-5.998,NA
"Nitrogen Hillsborough R at Morris Br",-5.997,NA
"Nitrogen Hillsborough R at Morris Br",-5.996,NA
"Nitrogen Hillsborough R at Morris Br",-5.995,NA
"Nitrogen Hillsborough R at Morris Br",-5.994,NA
"Nitrogen Hillsborough R at Morris Br",-5.993,NA
"Nitrogen Hillsborough R at Morris Br",-5.992,NA
"Nitrogen Hillsborough R at Morris Br",-5.991,NA
"Nitrogen Hillsborough R at Morris Br",-5.99,NA
"Nitrogen Hillsborough R at Morris Br",-5.989,NA
"Nitrogen Hillsborough R at Morris Br",-5.988,NA
"Nitrogen Hillsborough R at Morris Br",-5.987,NA
"Nitrogen Hillsborough R at Morris Br",-5.986,NA
"Nitrogen Hillsborough R at Morris Br",-5.985,NA
"Nitrogen Hillsborough R at Morris Br",-5.984,NA
