"title","Q_cfs_log_round","wq_orig"
"Nitrogen Hillsborough R at Morris Br",-0.222,NA
"Nitrogen Hillsborough R at Morris Br",-0.221000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.220000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.219,NA
"Nitrogen Hillsborough R at Morris Br",-0.218000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.217000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.216,NA
"Nitrogen Hillsborough R at Morris Br",-0.215000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.214,NA
"Nitrogen Hillsborough R at Morris Br",-0.213000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.212000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.211,NA
"Nitrogen Hillsborough R at Morris Br",-0.210000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.209000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.208,NA
"Nitrogen Hillsborough R at Morris Br",-0.207000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.206,NA
"Nitrogen Hillsborough R at Morris Br",-0.205000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.204000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.203,NA
"Nitrogen Hillsborough R at Morris Br",-0.202000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.201000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.2,NA
"Nitrogen Hillsborough R at Morris Br",-0.199000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.198,NA
"Nitrogen Hillsborough R at Morris Br",-0.197000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.196000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.195,NA
"Nitrogen Hillsborough R at Morris Br",-0.194000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.193000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.192,NA
"Nitrogen Hillsborough R at Morris Br",-0.191000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.19,NA
"Nitrogen Hillsborough R at Morris Br",-0.189000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.188000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.187,NA
"Nitrogen Hillsborough R at Morris Br",-0.186000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.185,NA
"Nitrogen Hillsborough R at Morris Br",-0.184,NA
"Nitrogen Hillsborough R at Morris Br",-0.183000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.182,NA
"Nitrogen Hillsborough R at Morris Br",-0.181000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.180000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.179,NA
"Nitrogen Hillsborough R at Morris Br",-0.178000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.177,NA
"Nitrogen Hillsborough R at Morris Br",-0.176,NA
"Nitrogen Hillsborough R at Morris Br",-0.175000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.174,NA
"Nitrogen Hillsborough R at Morris Br",-0.173000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.172000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.171,NA
"Nitrogen Hillsborough R at Morris Br",-0.170000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.169,NA
"Nitrogen Hillsborough R at Morris Br",-0.168,NA
"Nitrogen Hillsborough R at Morris Br",-0.167000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.166,NA
"Nitrogen Hillsborough R at Morris Br",-0.165000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.164000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.163,NA
"Nitrogen Hillsborough R at Morris Br",-0.162000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.161,NA
"Nitrogen Hillsborough R at Morris Br",-0.16,NA
"Nitrogen Hillsborough R at Morris Br",-0.159000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.158,NA
"Nitrogen Hillsborough R at Morris Br",-0.157000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.156000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.155,NA
"Nitrogen Hillsborough R at Morris Br",-0.154000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.153,NA
"Nitrogen Hillsborough R at Morris Br",-0.152,NA
"Nitrogen Hillsborough R at Morris Br",-0.151000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.15,NA
"Nitrogen Hillsborough R at Morris Br",-0.149000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.148000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.147,NA
"Nitrogen Hillsborough R at Morris Br",-0.146000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.145,NA
"Nitrogen Hillsborough R at Morris Br",-0.144000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.143000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.142,NA
"Nitrogen Hillsborough R at Morris Br",-0.141000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.140000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.139,NA
"Nitrogen Hillsborough R at Morris Br",-0.138000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.137,NA
"Nitrogen Hillsborough R at Morris Br",-0.136000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.135000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.134,NA
"Nitrogen Hillsborough R at Morris Br",-0.133000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.132000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.131,NA
"Nitrogen Hillsborough R at Morris Br",-0.130000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.129,NA
"Nitrogen Hillsborough R at Morris Br",-0.128000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.127000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.126,NA
"Nitrogen Hillsborough R at Morris Br",-0.125000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.124000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.123,NA
"Nitrogen Hillsborough R at Morris Br",-0.122000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.121,NA
"Nitrogen Hillsborough R at Morris Br",-0.120000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.119000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.118,NA
"Nitrogen Hillsborough R at Morris Br",-0.117000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.116000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.115,NA
"Nitrogen Hillsborough R at Morris Br",-0.114000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.113,NA
"Nitrogen Hillsborough R at Morris Br",-0.112000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.111000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.11,NA
"Nitrogen Hillsborough R at Morris Br",-0.109000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.108000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.107,NA
"Nitrogen Hillsborough R at Morris Br",-0.106000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.105,NA
"Nitrogen Hillsborough R at Morris Br",-0.104000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.103000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.102,NA
"Nitrogen Hillsborough R at Morris Br",-0.101000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.100000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.0990000000000002,NA
"Nitrogen Hillsborough R at Morris Br",-0.0980000000000008,NA
"Nitrogen Hillsborough R at Morris Br",-0.0970000000000004,NA
"Nitrogen Hillsborough R at Morris Br",-0.096000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.0950000000000006,NA
"Nitrogen Hillsborough R at Morris Br",-0.0940000000000003,NA
"Nitrogen Hillsborough R at Morris Br",-0.0930000000000009,NA
"Nitrogen Hillsborough R at Morris Br",-0.0920000000000005,NA
"Nitrogen Hillsborough R at Morris Br",-0.0910000000000002,NA
"Nitrogen Hillsborough R at Morris Br",-0.0900000000000007,NA
"Nitrogen Hillsborough R at Morris Br",-0.0890000000000004,NA
"Nitrogen Hillsborough R at Morris Br",-0.088000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.0870000000000006,NA
"Nitrogen Hillsborough R at Morris Br",-0.0860000000000003,NA
"Nitrogen Hillsborough R at Morris Br",-0.0850000000000009,NA
"Nitrogen Hillsborough R at Morris Br",-0.0840000000000005,NA
"Nitrogen Hillsborough R at Morris Br",-0.0830000000000002,NA
"Nitrogen Hillsborough R at Morris Br",-0.0820000000000007,NA
"Nitrogen Hillsborough R at Morris Br",-0.0810000000000013,NA
"Nitrogen Hillsborough R at Morris Br",-0.0800000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.0790000000000006,NA
"Nitrogen Hillsborough R at Morris Br",-0.0780000000000012,NA
"Nitrogen Hillsborough R at Morris Br",-0.077,NA
"Nitrogen Hillsborough R at Morris Br",-0.0760000000000005,NA
"Nitrogen Hillsborough R at Morris Br",-0.0750000000000011,NA
"Nitrogen Hillsborough R at Morris Br",-0.0739999999999998,NA
"Nitrogen Hillsborough R at Morris Br",-0.0730000000000004,NA
"Nitrogen Hillsborough R at Morris Br",-0.072000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.0709999999999997,NA
"Nitrogen Hillsborough R at Morris Br",-0.0700000000000003,NA
"Nitrogen Hillsborough R at Morris Br",-0.0690000000000008,NA
"Nitrogen Hillsborough R at Morris Br",-0.0680000000000014,NA
"Nitrogen Hillsborough R at Morris Br",-0.0670000000000002,NA
"Nitrogen Hillsborough R at Morris Br",-0.0660000000000007,NA
"Nitrogen Hillsborough R at Morris Br",-0.0650000000000013,NA
"Nitrogen Hillsborough R at Morris Br",-0.0640000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.0630000000000006,NA
"Nitrogen Hillsborough R at Morris Br",-0.0620000000000012,NA
"Nitrogen Hillsborough R at Morris Br",-0.0609999999999999,NA
"Nitrogen Hillsborough R at Morris Br",-0.0600000000000005,NA
"Nitrogen Hillsborough R at Morris Br",-0.0590000000000011,NA
"Nitrogen Hillsborough R at Morris Br",-0.0579999999999998,NA
"Nitrogen Hillsborough R at Morris Br",-0.0570000000000004,NA
"Nitrogen Hillsborough R at Morris Br",-0.0560000000000009,NA
"Nitrogen Hillsborough R at Morris Br",-0.0549999999999997,NA
"Nitrogen Hillsborough R at Morris Br",-0.0540000000000003,NA
"Nitrogen Hillsborough R at Morris Br",-0.0530000000000008,NA
"Nitrogen Hillsborough R at Morris Br",-0.0520000000000014,NA
"Nitrogen Hillsborough R at Morris Br",-0.0510000000000002,NA
"Nitrogen Hillsborough R at Morris Br",-0.0500000000000007,NA
"Nitrogen Hillsborough R at Morris Br",-0.0490000000000013,NA
"Nitrogen Hillsborough R at Morris Br",-0.048,NA
"Nitrogen Hillsborough R at Morris Br",-0.0470000000000006,NA
"Nitrogen Hillsborough R at Morris Br",-0.0460000000000012,NA
"Nitrogen Hillsborough R at Morris Br",-0.0449999999999999,NA
"Nitrogen Hillsborough R at Morris Br",-0.0440000000000005,NA
"Nitrogen Hillsborough R at Morris Br",-0.043000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.0419999999999998,NA
"Nitrogen Hillsborough R at Morris Br",-0.0410000000000004,NA
"Nitrogen Hillsborough R at Morris Br",-0.0400000000000009,NA
"Nitrogen Hillsborough R at Morris Br",-0.0389999999999997,NA
"Nitrogen Hillsborough R at Morris Br",-0.0380000000000003,NA
"Nitrogen Hillsborough R at Morris Br",-0.0370000000000008,NA
"Nitrogen Hillsborough R at Morris Br",-0.0360000000000014,NA
"Nitrogen Hillsborough R at Morris Br",-0.0350000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.0340000000000007,NA
"Nitrogen Hillsborough R at Morris Br",-0.0330000000000013,NA
"Nitrogen Hillsborough R at Morris Br",-0.032,NA
"Nitrogen Hillsborough R at Morris Br",-0.0310000000000006,NA
"Nitrogen Hillsborough R at Morris Br",-0.0300000000000011,NA
"Nitrogen Hillsborough R at Morris Br",-0.0289999999999999,NA
"Nitrogen Hillsborough R at Morris Br",-0.0280000000000005,NA
"Nitrogen Hillsborough R at Morris Br",-0.027000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.0259999999999998,NA
"Nitrogen Hillsborough R at Morris Br",-0.0250000000000004,NA
"Nitrogen Hillsborough R at Morris Br",-0.0240000000000009,NA
"Nitrogen Hillsborough R at Morris Br",-0.0229999999999997,NA
"Nitrogen Hillsborough R at Morris Br",-0.0220000000000002,NA
"Nitrogen Hillsborough R at Morris Br",-0.0210000000000008,NA
"Nitrogen Hillsborough R at Morris Br",-0.0200000000000014,NA
"Nitrogen Hillsborough R at Morris Br",-0.0190000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.0180000000000007,NA
"Nitrogen Hillsborough R at Morris Br",-0.0170000000000012,NA
"Nitrogen Hillsborough R at Morris Br",-0.016,NA
"Nitrogen Hillsborough R at Morris Br",-0.0150000000000006,NA
"Nitrogen Hillsborough R at Morris Br",-0.0140000000000011,NA
"Nitrogen Hillsborough R at Morris Br",-0.0129999999999999,NA
"Nitrogen Hillsborough R at Morris Br",-0.0120000000000005,NA
"Nitrogen Hillsborough R at Morris Br",-0.011000000000001,NA
"Nitrogen Hillsborough R at Morris Br",-0.00999999999999979,NA
"Nitrogen Hillsborough R at Morris Br",-0.00900000000000034,NA
"Nitrogen Hillsborough R at Morris Br",-0.0080000000000009,NA
"Nitrogen Hillsborough R at Morris Br",-0.00700000000000145,NA
"Nitrogen Hillsborough R at Morris Br",-0.00600000000000023,NA
"Nitrogen Hillsborough R at Morris Br",-0.00500000000000078,NA
"Nitrogen Hillsborough R at Morris Br",-0.00400000000000134,NA
"Nitrogen Hillsborough R at Morris Br",-0.00300000000000011,NA
"Nitrogen Hillsborough R at Morris Br",-0.00200000000000067,NA
"Nitrogen Hillsborough R at Morris Br",-0.00100000000000122,NA
"Nitrogen Hillsborough R at Morris Br",0,NA
"Nitrogen Hillsborough R at Morris Br",0.000999999999999446,NA
"Nitrogen Hillsborough R at Morris Br",0.00199999999999889,NA
"Nitrogen Hillsborough R at Morris Br",0.00300000000000011,NA
"Nitrogen Hillsborough R at Morris Br",0.00399999999999956,NA
"Nitrogen Hillsborough R at Morris Br",0.00499999999999901,NA
"Nitrogen Hillsborough R at Morris Br",0.00600000000000023,NA
"Nitrogen Hillsborough R at Morris Br",0.00699999999999967,NA
"Nitrogen Hillsborough R at Morris Br",0.00799999999999912,NA
"Nitrogen Hillsborough R at Morris Br",0.00899999999999856,NA
"Nitrogen Hillsborough R at Morris Br",0.00999999999999979,NA
"Nitrogen Hillsborough R at Morris Br",0.0109999999999992,NA
"Nitrogen Hillsborough R at Morris Br",0.0119999999999987,NA
"Nitrogen Hillsborough R at Morris Br",0.0129999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.0139999999999993,NA
"Nitrogen Hillsborough R at Morris Br",0.0149999999999988,NA
"Nitrogen Hillsborough R at Morris Br",0.016,NA
"Nitrogen Hillsborough R at Morris Br",0.0169999999999995,NA
"Nitrogen Hillsborough R at Morris Br",0.0179999999999989,NA
"Nitrogen Hillsborough R at Morris Br",0.0190000000000001,NA
"Nitrogen Hillsborough R at Morris Br",0.0199999999999996,NA
"Nitrogen Hillsborough R at Morris Br",0.020999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.0220000000000002,NA
"Nitrogen Hillsborough R at Morris Br",0.0229999999999997,NA
"Nitrogen Hillsborough R at Morris Br",0.0239999999999991,NA
"Nitrogen Hillsborough R at Morris Br",0.0249999999999986,NA
"Nitrogen Hillsborough R at Morris Br",0.0259999999999998,NA
"Nitrogen Hillsborough R at Morris Br",0.0269999999999992,NA
"Nitrogen Hillsborough R at Morris Br",0.0279999999999987,NA
"Nitrogen Hillsborough R at Morris Br",0.0289999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.0299999999999994,NA
"Nitrogen Hillsborough R at Morris Br",0.0309999999999988,NA
"Nitrogen Hillsborough R at Morris Br",0.032,NA
"Nitrogen Hillsborough R at Morris Br",0.0329999999999995,NA
"Nitrogen Hillsborough R at Morris Br",0.0339999999999989,NA
"Nitrogen Hillsborough R at Morris Br",0.0350000000000001,NA
"Nitrogen Hillsborough R at Morris Br",0.0359999999999996,NA
"Nitrogen Hillsborough R at Morris Br",0.036999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.0380000000000003,NA
"Nitrogen Hillsborough R at Morris Br",0.0389999999999997,NA
"Nitrogen Hillsborough R at Morris Br",0.0399999999999991,NA
"Nitrogen Hillsborough R at Morris Br",0.0409999999999986,NA
"Nitrogen Hillsborough R at Morris Br",0.0419999999999998,NA
"Nitrogen Hillsborough R at Morris Br",0.0429999999999993,NA
"Nitrogen Hillsborough R at Morris Br",0.0439999999999987,NA
"Nitrogen Hillsborough R at Morris Br",0.0449999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.0459999999999994,NA
"Nitrogen Hillsborough R at Morris Br",0.0469999999999988,NA
"Nitrogen Hillsborough R at Morris Br",0.048,NA
"Nitrogen Hillsborough R at Morris Br",0.0489999999999995,NA
"Nitrogen Hillsborough R at Morris Br",0.0499999999999989,NA
"Nitrogen Hillsborough R at Morris Br",0.0510000000000002,NA
"Nitrogen Hillsborough R at Morris Br",0.0519999999999996,NA
"Nitrogen Hillsborough R at Morris Br",0.052999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.0540000000000003,NA
"Nitrogen Hillsborough R at Morris Br",0.0549999999999997,NA
"Nitrogen Hillsborough R at Morris Br",0.0559999999999992,NA
"Nitrogen Hillsborough R at Morris Br",0.0569999999999986,NA
"Nitrogen Hillsborough R at Morris Br",0.0579999999999998,NA
"Nitrogen Hillsborough R at Morris Br",0.0589999999999993,NA
"Nitrogen Hillsborough R at Morris Br",0.0599999999999987,NA
"Nitrogen Hillsborough R at Morris Br",0.0609999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.0619999999999994,NA
"Nitrogen Hillsborough R at Morris Br",0.0629999999999988,NA
"Nitrogen Hillsborough R at Morris Br",0.0640000000000001,NA
"Nitrogen Hillsborough R at Morris Br",0.0649999999999995,NA
"Nitrogen Hillsborough R at Morris Br",0.0659999999999989,NA
"Nitrogen Hillsborough R at Morris Br",0.0670000000000002,NA
"Nitrogen Hillsborough R at Morris Br",0.0679999999999996,NA
"Nitrogen Hillsborough R at Morris Br",0.0689999999999991,NA
"Nitrogen Hillsborough R at Morris Br",0.0700000000000003,NA
"Nitrogen Hillsborough R at Morris Br",0.0709999999999997,NA
"Nitrogen Hillsborough R at Morris Br",0.0719999999999992,NA
"Nitrogen Hillsborough R at Morris Br",0.0729999999999986,NA
"Nitrogen Hillsborough R at Morris Br",0.0739999999999998,NA
"Nitrogen Hillsborough R at Morris Br",0.0749999999999993,NA
"Nitrogen Hillsborough R at Morris Br",0.0759999999999987,NA
"Nitrogen Hillsborough R at Morris Br",0.077,NA
"Nitrogen Hillsborough R at Morris Br",0.0779999999999994,NA
"Nitrogen Hillsborough R at Morris Br",0.0789999999999988,NA
"Nitrogen Hillsborough R at Morris Br",0.0800000000000001,NA
"Nitrogen Hillsborough R at Morris Br",0.0809999999999995,NA
"Nitrogen Hillsborough R at Morris Br",0.081999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.0830000000000002,NA
"Nitrogen Hillsborough R at Morris Br",0.0839999999999996,NA
"Nitrogen Hillsborough R at Morris Br",0.0849999999999991,NA
"Nitrogen Hillsborough R at Morris Br",0.0860000000000003,NA
"Nitrogen Hillsborough R at Morris Br",0.0869999999999997,NA
"Nitrogen Hillsborough R at Morris Br",0.0879999999999992,NA
"Nitrogen Hillsborough R at Morris Br",0.0889999999999986,NA
"Nitrogen Hillsborough R at Morris Br",0.0899999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.0909999999999993,NA
"Nitrogen Hillsborough R at Morris Br",0.0919999999999987,NA
"Nitrogen Hillsborough R at Morris Br",0.093,NA
"Nitrogen Hillsborough R at Morris Br",0.0939999999999994,NA
"Nitrogen Hillsborough R at Morris Br",0.0949999999999989,NA
"Nitrogen Hillsborough R at Morris Br",0.0960000000000001,NA
"Nitrogen Hillsborough R at Morris Br",0.0969999999999995,NA
"Nitrogen Hillsborough R at Morris Br",0.097999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.0990000000000002,NA
"Nitrogen Hillsborough R at Morris Br",0.0999999999999996,NA
"Nitrogen Hillsborough R at Morris Br",0.100999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.102,NA
"Nitrogen Hillsborough R at Morris Br",0.103,NA
"Nitrogen Hillsborough R at Morris Br",0.103999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.104999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.106,NA
"Nitrogen Hillsborough R at Morris Br",0.106999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.107999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.109,NA
"Nitrogen Hillsborough R at Morris Br",0.109999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.110999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.112,NA
"Nitrogen Hillsborough R at Morris Br",0.113,NA
"Nitrogen Hillsborough R at Morris Br",0.113999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.115,NA
"Nitrogen Hillsborough R at Morris Br",0.116,NA
"Nitrogen Hillsborough R at Morris Br",0.116999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.117999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.119,NA
"Nitrogen Hillsborough R at Morris Br",0.119999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.120999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.122,NA
"Nitrogen Hillsborough R at Morris Br",0.122999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.123999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.125,NA
"Nitrogen Hillsborough R at Morris Br",0.125999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.126999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.128,NA
"Nitrogen Hillsborough R at Morris Br",0.129,NA
"Nitrogen Hillsborough R at Morris Br",0.129999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.131,NA
"Nitrogen Hillsborough R at Morris Br",0.132,NA
"Nitrogen Hillsborough R at Morris Br",0.132999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.133999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.135,NA
"Nitrogen Hillsborough R at Morris Br",0.135999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.136999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.138,NA
"Nitrogen Hillsborough R at Morris Br",0.138999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.139999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.141,NA
"Nitrogen Hillsborough R at Morris Br",0.141999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.142999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.144,NA
"Nitrogen Hillsborough R at Morris Br",0.145,NA
"Nitrogen Hillsborough R at Morris Br",0.145999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.147,NA
"Nitrogen Hillsborough R at Morris Br",0.148,NA
"Nitrogen Hillsborough R at Morris Br",0.148999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.149999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.151,NA
"Nitrogen Hillsborough R at Morris Br",0.151999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.152999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.154,NA
"Nitrogen Hillsborough R at Morris Br",0.154999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.155999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.157,NA
"Nitrogen Hillsborough R at Morris Br",0.157999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.158999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.16,NA
"Nitrogen Hillsborough R at Morris Br",0.161,NA
"Nitrogen Hillsborough R at Morris Br",0.161999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.163,NA
"Nitrogen Hillsborough R at Morris Br",0.164,NA
"Nitrogen Hillsborough R at Morris Br",0.164999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.165999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.167,NA
"Nitrogen Hillsborough R at Morris Br",0.167999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.168999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.17,NA
"Nitrogen Hillsborough R at Morris Br",0.170999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.171999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.173,NA
"Nitrogen Hillsborough R at Morris Br",0.173999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.174999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.176,NA
"Nitrogen Hillsborough R at Morris Br",0.177,NA
"Nitrogen Hillsborough R at Morris Br",0.177999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.179,NA
"Nitrogen Hillsborough R at Morris Br",0.18,NA
"Nitrogen Hillsborough R at Morris Br",0.180999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.181999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.183,NA
"Nitrogen Hillsborough R at Morris Br",0.183999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.184999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.186,NA
"Nitrogen Hillsborough R at Morris Br",0.186999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.187999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.189,NA
"Nitrogen Hillsborough R at Morris Br",0.19,NA
"Nitrogen Hillsborough R at Morris Br",0.190999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.192,NA
"Nitrogen Hillsborough R at Morris Br",0.193,NA
"Nitrogen Hillsborough R at Morris Br",0.193999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.195,NA
"Nitrogen Hillsborough R at Morris Br",0.196,NA
"Nitrogen Hillsborough R at Morris Br",0.196999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.197999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.199,NA
"Nitrogen Hillsborough R at Morris Br",0.199999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.200999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.202,NA
"Nitrogen Hillsborough R at Morris Br",0.202999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.203999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.205,NA
"Nitrogen Hillsborough R at Morris Br",0.206,NA
"Nitrogen Hillsborough R at Morris Br",0.206999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.208,NA
"Nitrogen Hillsborough R at Morris Br",0.209,NA
"Nitrogen Hillsborough R at Morris Br",0.209999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.211,NA
"Nitrogen Hillsborough R at Morris Br",0.212,NA
"Nitrogen Hillsborough R at Morris Br",0.212999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.213999999999999,NA
"Nitrogen Hillsborough R at Morris Br",0.215,NA
