"Date","ConcLow","ConcHigh","Uncen","ConcAve","Julian","Month","Day","DecYear","MonthSeq","waterYear","SinDY","CosDY"
2013-01-22,5.62,5.62,1,5.62,59556,1,22,2013.05833333333,1957,2013,0.358367949545558,0.933580426497103
2013-02-18,5.06,5.06,1,5.06,59583,2,49,2013.13230593607,1958,2013,0.738809914525287,0.673913874467011
2013-03-20,3.6,3.6,1,3.6,59613,3,80,2013.2144977169,1959,2013,0.975223456540745,0.221222082561215
2013-04-10,13.8,13.8,1,13.8,59634,4,101,2013.27203196347,1960,2013,0.990433732966791,-0.137989204655539
2013-05-20,16.12,16.12,1,16.12,59674,5,141,2013.38162100457,1961,2013,0.677087130608616,-0.735902858782455
2013-06-17,43.4,43.4,1,43.4,59702,6,169,2013.45833333333,1962,2013,0.258819045104107,-0.965925826288643
2013-07-17,28.62,28.62,1,28.62,59732,7,199,2013.54052511416,1963,2013,-0.251884260908203,-0.967757365824063
2013-08-21,7.62,7.62,1,7.62,59767,8,234,2013.63641552511,1964,2013,-0.755963036226579,-0.654614304655109
2013-09-18,3.42,3.42,1,3.42,59795,9,262,2013.71312785388,1965,2013,-0.973283275625935,-0.229607633555269
2013-10-15,4.48,4.48,1,4.48,59822,10,289,2013.78710045662,1966,2014,-0.972952898210841,0.231003588420451
2013-11-13,5.44,5.44,1,5.44,59851,11,318,2013.86655251142,1967,2014,-0.743624573957287,0.668597407269011
2013-12-30,3.26,3.26,1,3.26,59898,12,365,2013.9953196347,1968,2014,-0.0294033639977611,0.99956762761987
2014-01-21,4.38,4.38,1,4.38,59920,1,21,2014.05559360731,1969,2014,0.342244801085012,0.939610821633234
2014-02-19,12.06,12.06,1,12.06,59949,2,50,2014.1350456621,1970,2014,0.750300771403481,0.661096628664328
2014-03-18,7.38,7.38,1,7.38,59976,3,78,2014.20901826484,1971,2014,0.967030719233147,0.254659749586429
2014-04-07,5.1,5.1,1,5.1,59996,4,98,2014.26381278539,1972,2014,0.996236259671259,-0.086679379994438
2014-05-14,9.98,9.98,1,9.98,60033,5,135,2014.3651826484,1973,2014,0.74935164525076,-0.662172267434978
2014-06-09,8.52,8.52,1,8.52,60059,6,161,2014.43641552511,1974,2014,0.388969774789149,-0.921250516580848
2014-07-16,47.34,47.34,1,47.34,60096,7,198,2014.53778538813,1975,2014,-0.235188589324451,-0.971949755620924
2014-08-19,6.42,6.42,1,6.42,60130,8,232,2014.63093607306,1976,2014,-0.73298217373208,-0.680247846737492
2014-09-17,8.04,8.04,1,8.04,60159,9,261,2014.71038812785,1977,2014,-0.969186755233051,-0.246327086372631
2014-10-20,3.02,3.02,1,3.02,60192,10,294,2014.80079908676,1978,2015,-0.949493019798568,0.313788153622466
2014-11-19,3.12,3.12,1,3.12,60222,11,324,2014.88299086758,1979,2015,-0.670728137085242,0.741703287118347
2014-12-22,3.98,3.98,1,3.98,60255,12,357,2014.97340182648,1980,2015,-0.16634440280719,0.986067715552395
2015-01-21,4.14,4.14,1,4.14,60285,1,21,2015.05559360731,1981,2015,0.342244801085633,0.939610821633008
2015-02-18,7.52,7.52,1,7.52,60313,2,49,2015.13230593607,1982,2015,0.738809914524951,0.673913874467379
