"Date","ConcLow","ConcHigh","Uncen","ConcAve","Julian","Month","Day","DecYear","MonthSeq","waterYear","SinDY","CosDY"
2013-01-29,7.3,7.3,1,7.3,59563,1,29,2013.07751141553,1957,2013,0.467993201906328,0.883732065147272
2013-02-25,5.8,5.8,1,5.8,59590,2,56,2013.15148401826,1958,2013,0.814462468064091,0.580216242546647
2013-03-26,7.3,7.3,1,7.3,59619,3,86,2013.23093607306,1959,2013,0.992834687339302,0.119495956483351
2013-04-23,9.6,9.6,1,9.6,59647,4,114,2013.30764840183,1960,2013,0.935114031490949,-0.3543469318461
2013-05-29,6.8,6.8,1,6.8,59683,5,150,2013.40627853881,1961,2013,0.555421129407005,-0.83156922081583
2013-06-24,13,13,1,13,59709,6,176,2013.47751141553,1962,2013,0.140830221277471,-0.990033761431871
2013-07-23,19.6,19.6,1,19.6,59738,7,205,2013.55696347032,1963,2013,-0.350319351452801,-0.936630317680187
2013-08-26,17.7,17.7,1,17.7,59772,8,239,2013.65011415525,1964,2013,-0.809438380260579,-0.587204826752242
2013-09-24,16.6,16.6,1,16.6,59801,9,268,2013.72956621005,1965,2013,-0.99176941053928,-0.128036855313494
2013-10-21,8.9,8.9,1,8.9,59828,10,295,2013.80353881279,1966,2014,-0.943950994915924,0.330085624039032
2013-11-26,5.1,5.1,1,5.1,59864,11,331,2013.90216894977,1967,2014,-0.576705799168773,0.816951908746841
2013-12-18,5.7,5.7,1,5.7,59886,12,353,2013.96244292237,1968,2014,-0.233794069179165,0.972286137521588
2014-01-28,7.6,7.6,1,7.6,59927,1,28,2014.0747716895,1969,2014,0.452711868879406,0.89165686436864
2014-02-24,9.5,9.5,1,9.5,59954,2,55,2014.14874429224,1970,2014,0.804354327831211,0.594149909786412
2014-03-25,12.6,12.6,1,12.6,59983,3,85,2014.22819634703,1971,2014,0.990630661708635,0.136568268945289
2014-04-29,6.1,6.1,1,6.1,60018,4,120,2014.32408675799,1972,2014,0.893596870255567,-0.448870397185485
2014-05-28,5.9,5.9,1,5.9,60047,5,149,2014.40353881279,1973,2014,0.569652934939597,-0.821885353145257
2014-06-23,13.7,13.7,1,13.7,60073,6,175,2014.4747716895,1974,2014,0.157851159502653,-0.98746291649037
2014-07-22,19.1,19.1,1,19.1,60102,7,204,2014.55422374429,1975,2014,-0.334144896615742,-0.9425217175565
2014-08-26,10.2,10.2,1,10.2,60137,8,239,2014.65011415525,1976,2014,-0.809438380260967,-0.587204826751707
2014-09-23,18.3,18.3,1,18.3,60165,9,267,2014.72682648402,1977,2014,-0.989418525207673,-0.145089565358343
2014-10-27,10.6,10.6,1,10.6,60199,10,301,2014.81997716895,1978,2015,-0.904888121927428,0.425649488187936
2014-11-25,9.2,9.2,1,9.2,60228,11,330,2014.89942922374,1979,2015,-0.590682838147702,0.806903826188583
2014-12-30,7.9,7.9,1,7.9,60263,12,365,2014.9953196347,1980,2015,-0.0294033639971008,0.999567627619889
2015-01-26,8.8,8.8,1,8.8,60290,1,26,2015.06929223744,1981,2015,0.421751325873544,0.906711541298504
2015-02-24,10.7,10.7,1,10.7,60319,2,55,2015.14874429224,1982,2015,0.804354327830522,0.594149909787344
2015-03-31,7.5,7.5,1,7.5,60354,3,91,2015.2446347032,1983,2015,0.999431832856913,0.0337047692807856
2015-04-29,6.9,6.9,1,6.9,60383,4,120,2015.32408675799,1984,2015,0.893596870255271,-0.448870397186075
2015-05-26,3.3,3.3,1,3.3,60410,5,147,2015.39805936073,1985,2015,0.597605977457163,-0.801789932405907
2015-06-24,8.1,8.1,1,8.1,60439,6,176,2015.47751141553,1986,2015,0.140830221277964,-0.990033761431801
2015-07-28,21.2,21.2,1,21.2,60473,7,210,2015.57066210046,1987,2015,-0.429539767248175,-0.903047943551384
2015-08-26,19,19,1,19,60502,8,239,2015.65011415525,1988,2015,-0.809438380260287,-0.587204826752645
2015-09-30,14.9,14.9,1,14.9,60537,9,274,2015.74600456621,1989,2015,-0.999684909862923,-0.0251014141505771
2015-10-27,10.6,10.6,1,10.6,60564,10,301,2015.81997716895,1990,2016,-0.904888121927921,0.425649488186888
2015-11-24,13.4,13.4,1,13.4,60592,11,329,2015.89668949772,1991,2016,-0.604484845056637,0.796616640610058
2015-12-30,7.5,7.5,1,7.5,60628,12,365,2015.9953196347,1992,2016,-0.0294033639982587,0.999567627619855
2016-01-27,12.7,12.7,1,12.7,60656,1,27,2016.07183515483,1993,2016,0.436183970870533,0.899857512918359
2016-02-24,10,10,1,10,60684,2,55,2016.14833788707,1994,2016,0.802834534021193,0.596201904544906
2016-03-21,11.1,11.1,1,11.1,60710,3,81,2016.21937613843,1995,2016,0.981545201769125,0.191230271881856
2016-04-26,6.6,6.6,1,6.6,60746,4,117,2016.31773679417,1996,2016,0.910790008139725,-0.412869908170648
2016-05-25,10.1,10.1,1,10.1,60775,5,146,2016.39697176685,1997,2016,0.603071056245665,-0.797687470829734
2016-06-27,14.2,14.2,1,14.2,60808,6,179,2016.48713570128,1998,2016,0.0807407885061071,-0.996735132856975
2016-07-26,15.8,15.8,1,15.8,60837,7,208,2016.56637067395,1999,2016,-0.405036949755165,-0.914300316817747
2016-08-24,12.6,12.6,1,12.6,60866,8,237,2016.64560564663,2000,2016,-0.792481636015986,-0.609895775175912
2016-09-26,14.4,14.4,1,14.4,60899,9,270,2016.73576958106,2001,2016,-0.996005377347598,-0.089293271273201
2016-10-25,16,16,1,16,60928,10,299,2016.81500455373,2002,2017,-0.917743262130735,0.397174149226303
2016-11-21,7.1,7.1,1,7.1,60955,11,326,2016.88877504554,2003,2017,-0.64333539592522,0.765584461930714
2016-12-28,6.7,6.7,1,6.7,60992,12,363,2016.98986794171,2004,2017,-0.0636186071975088,0.99797428464778
2017-01-24,9,9,1,9,61019,1,24,2017.06381278539,2005,2017,0.390290923822444,0.920691585049968
2017-02-28,7,7,1,7,61054,2,59,2017.15970319635,2006,2017,0.843327209325878,0.537400426135509
2017-03-29,3.6,3.6,1,3.6,61083,3,89,2017.23915525114,2007,2017,0.997679397813985,0.0680868502540955
2017-04-25,3.3,3.3,1,3.3,61110,4,116,2017.31312785388,2008,2017,0.922362691140205,-0.38632507813058
2017-04-26,3,3,1,3,61111,4,117,2017.31586757991,2008,2017,0.915576081992948,-0.402144797408151
2017-05-22,7.5,7.5,1,7.5,61137,5,143,2017.38710045662,2009,2017,0.651354926878047,-0.758773193537894
2017-05-31,3.5,3.5,1,3.5,61146,5,152,2017.41175799087,2009,2017,0.526468034500935,-0.850194923913759
2017-06-28,13.1666666666667,13.1666666666667,1,13.1666666666667,61174,6,180,2017.48847031963,2010,2017,0.0723797712473934,-0.997377144672052
