"sim_low","sim_high","sim_mean","sim_median","sim_val","Q_cfs_log_round","in_or_out","method","max_flow_sampled","min_flow_sampled"
4.41097264007652,8.19297705001573,6.14723733180536,6.09673861946435,7.15918652456125,0.9,"OOR","GAM",8.1,1.7
4.60960929265573,8.48342725387352,6.32838377437391,6.2991622826165,4.95219857439548,1,"OOR","GAM",8.1,1.7
4.52790418741782,8.2681990028101,6.29525671449922,6.25037189369002,4.47814242595317,1.1,"OOR","GAM",8.1,1.7
4.83602384763121,8.1921058191194,6.38292118779259,6.31725093077686,5.1026499935809,1.2,"OOR","GAM",8.1,1.7
4.74334989535458,8.41910345330659,6.51747132689915,6.5451100383409,6.29830821834966,1.3,"OOR","GAM",8.1,1.7
4.98871309977316,8.6079392567815,6.75875960810237,6.75170145553581,6.27628289372829,1.4,"OOR","GAM",8.1,1.7
4.89973065273555,9.21463059794948,6.77598096236176,6.64347034781224,5.95102711204671,1.5,"OOR","GAM",8.1,1.7
5.00735000599355,9.04736374656307,6.83318852671787,6.78646047497827,6.89285884301867,1.6,"OOR","GAM",8.1,1.7
4.9978367668558,8.98738672584478,6.84752142116916,6.78665168083978,7.10528583505634,1.7,"in range","GAM",8.1,1.7
4.91930003315885,9.06496621035646,7.08293351902156,7.10232895680781,6.27529809178451,1.8,"in range","GAM",8.1,1.7
5.06901329658415,9.55931946564465,7.01299522873035,7.01025834873847,7.72832061946646,1.9,"in range","GAM",8.1,1.7
5.40455314635587,9.50127845907762,7.16381576770887,7.05833007263179,7.83645159113058,2,"in range","GAM",8.1,1.7
5.18426014759537,10.1548603635441,7.41692805399312,7.29052269179365,8.38860615685182,2.1,"in range","GAM",8.1,1.7
5.52395294310533,9.92227146376278,7.50499488151244,7.43067057067612,8.40549709871418,2.2,"in range","GAM",8.1,1.7
5.64348352033302,10.0189047450497,7.76262152432146,7.66172241204561,8.57866965335998,2.3,"in range","GAM",8.1,1.7
5.76288595688391,10.0098473303767,7.74136207358555,7.7087801851897,6.69212453192427,2.4,"in range","GAM",8.1,1.7
5.66943493065723,10.3531912714133,7.76832180471743,7.56585490772026,7.89278348252545,2.5,"in range","GAM",8.1,1.7
5.86778893003562,10.1904765739376,7.86936556619066,7.72799276118225,7.10635807699537,2.6,"in range","GAM",8.1,1.7
6.03975762625586,10.1992215781842,8.0739302433436,8.05681094244337,6.89333355236885,2.7,"in range","GAM",8.1,1.7
5.95230373963443,10.5893736625636,8.15612040687221,8.19902107509989,6.7221721227343,2.8,"in range","GAM",8.1,1.7
5.9522602035832,10.1979275386002,8.11509262172591,8.06061117613023,7.65714062239865,2.9,"in range","GAM",8.1,1.7
6.20205845215001,10.6540533005884,8.39332759585217,8.46714770306622,6.5399401205169,3,"in range","GAM",8.1,1.7
6.04379373184496,10.7040074889883,8.2807859256174,8.26005642591401,10.0935987255165,3.1,"in range","GAM",8.1,1.7
6.37846348493876,10.9690272942019,8.50028942238644,8.54407703539412,9.03015591010859,3.2,"in range","GAM",8.1,1.7
6.38893299301895,10.8789287071381,8.61102827313554,8.56011238495298,9.61753628712263,3.3,"in range","GAM",8.1,1.7
6.42775491542284,11.3966375183561,8.62944482034704,8.55716624809701,8.02060979584068,3.4,"in range","GAM",8.1,1.7
6.50332149548114,11.3519055829799,8.70067954277103,8.60642072004124,7.96847121276807,3.5,"in range","GAM",8.1,1.7
6.35323313812565,11.4334388813782,8.75211276041313,8.66685783405073,12.4405694128468,3.6,"in range","GAM",8.1,1.7
6.50982341995383,11.6949651691823,8.80858214226689,8.82527883623127,9.26381313388229,3.7,"in range","GAM",8.1,1.7
6.25160215062182,11.315397084796,8.67477744503304,8.57764991831012,7.41464599275657,3.8,"in range","GAM",8.1,1.7
6.31978279182142,11.5166406236246,8.81107516872655,8.76082599690821,9.73792582954769,3.9,"in range","GAM",8.1,1.7
6.14497004778751,11.5710735473684,8.71973725001103,8.62824979195206,9.97240818321342,4,"in range","GAM",8.1,1.7
6.47668649291611,11.4057607890191,8.66876457222859,8.55929902126746,8.43724703590714,4.1,"in range","GAM",8.1,1.7
6.30889174557276,11.1416677193646,8.65927661738732,8.57745953738515,9.72745199881444,4.2,"in range","GAM",8.1,1.7
6.17478757793592,11.179361756548,8.5931954412216,8.59568464832702,9.54585399515526,4.3,"in range","GAM",8.1,1.7
6.21515339560496,11.019255804549,8.68776272797813,8.70644685910173,8.1165402183507,4.4,"in range","GAM",8.1,1.7
6.06946999147404,11.0921005395373,8.4794049209284,8.39840707938069,9.01626647753301,4.5,"in range","GAM",8.1,1.7
6.23057802933381,11.3383086699356,8.40862665911448,8.35441191373387,7.56197110000991,4.6,"in range","GAM",8.1,1.7
6.2682188158249,11.1926895188295,8.51772579371214,8.3781103452761,7.06507357132597,4.7,"in range","GAM",8.1,1.7
6.06171266481928,10.8077627197034,8.36244835372968,8.36298685740755,6.00239114106083,4.8,"in range","GAM",8.1,1.7
6.01423669876173,10.7511889236906,8.16787613321785,8.08166304236895,8.99973196428077,4.9,"in range","GAM",8.1,1.7
5.76687765972866,10.3497684039501,7.99734969437771,7.95899391244395,7.92575131196943,5,"in range","GAM",8.1,1.7
5.90804445163881,10.3960106565608,8.1020587796483,8.11343915757619,8.11683799395137,5.1,"in range","GAM",8.1,1.7
5.97135815897054,10.3651094998401,7.938965168892,7.89479618451073,7.59543158961559,5.2,"in range","GAM",8.1,1.7
5.59668151638741,10.3114171459941,7.83332308760493,7.81379478957789,7.92480038794293,5.3,"in range","GAM",8.1,1.7
5.75595233544699,9.90704213238597,7.68684850191598,7.61084596974118,7.50035074777587,5.4,"in range","GAM",8.1,1.7
5.36014256499351,10.0183536726863,7.56178941366831,7.45037050571894,6.61023037533419,5.5,"in range","GAM",8.1,1.7
5.54594500105592,9.79637439401438,7.48687206486976,7.47032978348114,8.27736366165112,5.6,"in range","GAM",8.1,1.7
5.34995710916389,9.29729847523691,7.2723437138251,7.19920908677599,5.34122087607667,5.7,"in range","GAM",8.1,1.7
5.32271090954146,9.47506101303867,7.3056197124036,7.16799730518075,6.13287547786594,5.8,"in range","GAM",8.1,1.7
5.32049147422492,9.5578473403198,7.21195929369617,7.10546467646953,5.99871436065817,5.9,"in range","GAM",8.1,1.7
5.22130186413218,9.48936695026994,7.14221256800378,7.12602011139098,8.87501730187731,6,"in range","GAM",8.1,1.7
5.06648685221231,9.1829601998285,6.87742802075723,6.76624587410981,6.57830413461618,6.1,"in range","GAM",8.1,1.7
4.88830056332558,8.70883498354703,6.79044876272847,6.75476190817889,6.2860158375002,6.2,"in range","GAM",8.1,1.7
4.93878056279685,8.77248211125878,6.80862109115262,6.79386206213835,7.12010434194795,6.3,"in range","GAM",8.1,1.7
4.79359155766256,8.92307058726615,6.49510311577761,6.4297038505082,7.24056046463399,6.4,"in range","GAM",8.1,1.7
4.72988363535601,8.4777435588145,6.44577268292077,6.35991425565874,6.29782201311733,6.5,"in range","GAM",8.1,1.7
4.43496513034752,8.55651344998606,6.38247476525117,6.3456125549671,5.91051387808977,6.6,"in range","GAM",8.1,1.7
4.79426197854683,8.28796688460569,6.33629407183711,6.22512577545321,4.2635915845985,6.7,"in range","GAM",8.1,1.7
4.70081558217563,8.37398131523899,6.27682413191382,6.17081969904094,6.39618917601862,6.8,"in range","GAM",8.1,1.7
4.61194401290154,7.80474196969163,6.13597077909529,6.0937002298486,7.35393135339085,6.9,"in range","GAM",8.1,1.7
4.36717122051647,7.89079348536245,6.06058466921997,6.04043207329522,7.66762384253051,7,"in range","GAM",8.1,1.7
4.24210673527785,7.62374292471413,5.92847330362288,5.96696945900689,6.37137648299435,7.1,"in range","GAM",8.1,1.7
4.31110990388816,7.77191178446452,5.89301540888296,5.8257905860423,6.86355775922015,7.2,"in range","GAM",8.1,1.7
4.23218479792211,7.60439016709049,5.72746731989409,5.67288752370755,5.50979116705631,7.3,"in range","GAM",8.1,1.7
4.2249821447543,7.2763499060385,5.71908978828566,5.69846081300968,5.14062791722432,7.4,"in range","GAM",8.1,1.7
4.09071787777896,7.57477188611039,5.64299758037261,5.59026233117445,5.84394154809407,7.5,"in range","GAM",8.1,1.7
4.20187923242532,7.49443108243358,5.68560217921478,5.66379603163505,5.65060009234767,7.6,"in range","GAM",8.1,1.7
4.02415954153065,7.17639116843666,5.52690460636767,5.47840544858314,6.09585785358584,7.7,"in range","GAM",8.1,1.7
4.04109237636444,7.09743308614201,5.39137597744394,5.33372958068055,6.07300184741701,7.8,"in range","GAM",8.1,1.7
3.87563840529264,6.94089731846,5.36804914501319,5.39508809465782,4.73334853884848,7.9,"in range","GAM",8.1,1.7
3.88165898726327,6.80428504206903,5.34110805855662,5.38404083395047,5.92889546511034,8,"in range","GAM",8.1,1.7
3.86771948930933,7.18621284753299,5.28499979662352,5.26492289289687,3.85936172496743,8.1,"in range","GAM",8.1,1.7
3.74966412832591,6.87011172947848,5.17523012609993,5.11729416081566,5.63339649278224,8.2,"OOR","GAM",8.1,1.7
3.63968912251084,6.48457689822356,5.06869647178807,5.02185904802639,3.95963430807269,8.3,"OOR","GAM",8.1,1.7
3.54041144351328,6.54747806274914,5.04080143465992,4.96760398053468,5.15901524174819,8.4,"OOR","GAM",8.1,1.7
3.74493939917266,6.44773107713851,4.95767371381221,4.91498712295973,5.4075152972566,8.5,"OOR","GAM",8.1,1.7
3.54810221477333,6.39529561162994,4.9363271925009,4.91422480392834,3.72822671121922,8.6,"OOR","GAM",8.1,1.7
3.46095087178638,6.69601404590987,4.89188026605317,4.87175989767853,3.40378280097991,8.7,"OOR","GAM",8.1,1.7
3.3739713549947,6.45500182719003,4.78808611797648,4.70872796157247,3.88099445685636,8.8,"OOR","GAM",8.1,1.7
3.51306285050513,6.38196250462358,4.76854438833482,4.74327981328724,5.68188616462123,8.9,"OOR","GAM",8.1,1.7
3.5001962561927,6.15484563717378,4.70069357683372,4.65884560172138,4.43071250244321,9,"OOR","GAM",8.1,1.7
3.31370096868886,6.03680777951985,4.61036721855372,4.5752971690808,4.82472968611131,9.1,"OOR","GAM",8.1,1.7
3.23170469372303,5.79866734693065,4.54778698747074,4.564735565683,4.76178759499609,9.2,"OOR","GAM",8.1,1.7
3.2197422141525,5.9551060138503,4.50172588714461,4.49934416572615,4.84314251960659,9.3,"OOR","GAM",8.1,1.7
3.13903032007749,5.6255981031489,4.34770919845821,4.35687170322812,4.31299670421121,9.4,"OOR","GAM",8.1,1.7
3.18296249050086,5.74066826090579,4.41565614430238,4.38315749698484,4.10924981621444,9.5,"OOR","GAM",8.1,1.7
3.28062676875417,5.90190513877289,4.37925407915073,4.36514201070743,4.72141529512047,9.6,"OOR","GAM",8.1,1.7
3.06892376301709,5.53553178589284,4.23708223095635,4.17506669422112,4.32263887104784,9.7,"OOR","GAM",8.1,1.7
3.14948087169121,5.66249893691709,4.28705777343342,4.25549303660588,4.25949272248383,9.8,"OOR","GAM",8.1,1.7
3.06828043412328,5.34973586825836,4.15346851665144,4.08893082244534,4.87439408529247,9.9,"OOR","GAM",8.1,1.7
3.06383430363594,5.48035619251236,4.1185150880557,4.10260460663561,4.91345691496439,10,"OOR","GAM",8.1,1.7
2.98184255540295,5.53849707146946,4.09058252476889,4.06252103313084,5.15409904164064,10.1,"OOR","GAM",8.1,1.7
2.98306214488551,5.2906532842591,4.05602160091338,4.03721474818469,3.79236078977622,10.2,"OOR","GAM",8.1,1.7
2.95107854849472,5.14381101417866,3.99678182134358,3.99126978052819,3.79013325060241,10.3,"OOR","GAM",8.1,1.7
2.78771543783937,5.13556951109482,3.9286130643223,3.89572964514374,3.84800539728336,10.4,"OOR","GAM",8.1,1.7
2.90573079679907,5.19216170744532,3.87845062612468,3.84471880389372,4.06356269068832,10.5,"OOR","GAM",8.1,1.7
2.81510921005992,5.1059753019386,3.86626473570584,3.85164639865094,5.34767503270416,10.6,"OOR","GAM",8.1,1.7
187.041020383172,738.556992267277,416.494052287586,393.662578403251,550.457243046203,-8.1,"OOR","GAM",7.7,3.8
165.031499005977,717.56459576537,406.352695832284,393.344098472147,359.788749564017,-8,"OOR","GAM",7.7,3.8
188.249223893962,745.917130033636,405.296826739204,388.380176571653,323.820556676818,-7.9,"OOR","GAM",7.7,3.8
162.848610076678,781.882933231891,399.957108517099,374.651704805658,305.115407465664,-7.8,"OOR","GAM",7.7,3.8
167.320360425715,686.603770444718,386.362512704267,378.758600688482,478.133469002575,-7.7,"OOR","GAM",7.7,3.8
156.276195054124,696.447768052102,369.505894931233,351.573820402522,545.900658627113,-7.6,"OOR","GAM",7.7,3.8
153.466247482111,605.770975781499,341.557509671061,324.678444765691,300.658001195083,-7.5,"OOR","GAM",7.7,3.8
146.043816302858,582.471572872072,332.58846370155,326.151214600263,418.922144966007,-7.4,"OOR","GAM",7.7,3.8
128.79843817831,584.072764111347,327.086396475982,307.607244664382,264.089011373648,-7.3,"OOR","GAM",7.7,3.8
133.659938201815,538.838034884078,310.615546542971,300.801515926591,293.655267438522,-7.2,"OOR","GAM",7.7,3.8
130.585029515947,470.002919315263,288.476163346157,277.826199958416,327.858561550055,-7.1,"OOR","GAM",7.7,3.8
131.568522848654,539.089778496064,295.827868430972,275.758243918602,194.471237344645,-7,"OOR","GAM",7.7,3.8
115.553030398681,504.6701015669,281.723160499019,273.694325235955,272.984395409569,-6.9,"OOR","GAM",7.7,3.8
118.304011737904,494.384290550511,279.478873327532,273.743347054333,537.993454659745,-6.8,"OOR","GAM",7.7,3.8
124.180762237596,449.053472418658,268.117087793536,261.548234194741,396.943817791179,-6.7,"OOR","GAM",7.7,3.8
103.842300960453,460.957813519595,261.269612041184,252.687696850767,202.633221535872,-6.6,"OOR","GAM",7.7,3.8
112.077514841579,427.36350092868,253.338991269064,244.379660133387,361.143811704331,-6.5,"OOR","GAM",7.7,3.8
108.125652974184,426.388495505477,240.485370524296,233.622415021753,305.40972491365,-6.4,"OOR","GAM",7.7,3.8
106.757737123664,393.84331876337,226.630443060482,216.999835061645,183.996571005783,-6.3,"OOR","GAM",7.7,3.8
109.038005103569,371.761417259088,222.786996025036,221.128010542537,190.372504289684,-6.2,"OOR","GAM",7.7,3.8
116.863097463156,373.006832901835,222.1703186752,211.450635529918,186.196602912583,-6.1,"OOR","GAM",7.7,3.8
99.162696776412,398.603652021911,217.998657929827,208.521454116616,270.988460403854,-6,"OOR","GAM",7.7,3.8
89.9575514951511,357.276520287659,201.793450293321,193.703606334329,234.22246036274,-5.9,"OOR","GAM",7.7,3.8
93.7997186495738,329.399570970601,194.785825713894,186.229353512919,179.916143930548,-5.8,"OOR","GAM",7.7,3.8
85.4605250618425,315.766513041466,186.514828254198,184.673499826948,248.039218552344,-5.7,"OOR","GAM",7.7,3.8
75.2780866001513,334.004957347453,183.617360583233,174.93562019718,253.319432169609,-5.6,"OOR","GAM",7.7,3.8
85.6464197809721,324.107376601932,177.449770874869,170.693951949698,155.632815975962,-5.5,"OOR","GAM",7.7,3.8
78.8566963995239,324.736619685227,176.289386763083,171.53888871137,289.173465453645,-5.4,"OOR","GAM",7.7,3.8
73.5544088037976,285.042103208653,161.012036807783,158.62484220426,180.813866512528,-5.3,"OOR","GAM",7.7,3.8
69.2892935510011,279.535057991549,159.823004041402,152.785712161019,219.15824241695,-5.2,"OOR","GAM",7.7,3.8
67.8952491979061,287.399992073748,157.760269217278,152.696378896041,218.41858574007,-5.1,"OOR","GAM",7.7,3.8
67.5034489356886,283.571274698663,152.464422324372,146.562876776312,69.8552248913637,-5,"OOR","GAM",7.7,3.8
70.3135342016709,259.30959360328,145.968413794244,141.643513551808,103.02072265037,-4.9,"OOR","GAM",7.7,3.8
57.6402024021194,243.781179183808,137.510588877192,131.595654966737,129.71609596426,-4.8,"OOR","GAM",7.7,3.8
62.6266265151374,247.649104606686,137.204856961131,132.578992017092,66.92573615196,-4.7,"OOR","GAM",7.7,3.8
64.3600422028425,233.885353038326,129.622440815966,122.54684430044,217.885545896105,-4.6,"OOR","GAM",7.7,3.8
58.1794197423569,209.482469538133,122.539187598617,119.245427243843,95.094643764373,-4.5,"OOR","GAM",7.7,3.8
50.5519439633603,210.967864911818,118.861763243429,112.976427293262,168.758208823499,-4.4,"OOR","GAM",7.7,3.8
54.6358770062062,198.86857369164,120.181836298267,116.731699959295,71.224341653168,-4.3,"OOR","GAM",7.7,3.8
51.2246297296438,200.429515340623,115.631090984926,110.007049790902,135.766620767906,-4.2,"OOR","GAM",7.7,3.8
48.3645029219561,191.429160032887,110.033521878165,103.814347561756,91.0494250292857,-4.1,"OOR","GAM",7.7,3.8
47.5551368645175,186.112424367511,109.917545543848,105.954295505256,89.7316699072855,-4,"OOR","GAM",7.7,3.8
42.5663991841457,173.130807032808,102.1735213067,99.6589971301024,58.6420658447931,-3.9,"OOR","GAM",7.7,3.8
44.8488536411379,174.987875249967,99.2892682636583,95.4551619350805,79.7277739490054,-3.8,"OOR","GAM",7.7,3.8
44.4743131244296,165.927554182695,97.4834676059836,92.0173216458136,80.0586778557049,-3.7,"OOR","GAM",7.7,3.8
44.4358196473003,160.566924604148,94.8216981678725,90.4671031849574,137.746538692231,-3.6,"OOR","GAM",7.7,3.8
38.2530014045658,164.24588175115,87.8768382010814,86.0286721911457,66.6962914536593,-3.5,"OOR","GAM",7.7,3.8
35.9587597146909,153.829140781935,86.8918985010445,83.9987681607284,61.8009784448433,-3.4,"OOR","GAM",7.7,3.8
36.6664846050122,154.381179520505,83.3873596037788,79.2005998350089,44.6650085689484,-3.3,"OOR","GAM",7.7,3.8
36.4106356091655,155.049359582815,84.8829044048888,82.9822009596087,60.2996084346565,-3.2,"OOR","GAM",7.7,3.8
32.5455523970766,132.394936070087,80.1092174671423,78.4956431009975,71.8458283289679,-3.1,"OOR","GAM",7.7,3.8
29.1623437057992,136.338845436905,74.5369024499656,72.0763541328573,61.9916593437414,-3,"OOR","GAM",7.7,3.8
33.6984686315755,127.121050441145,74.8112330276058,72.0249894296304,62.5650000569841,-2.9,"OOR","GAM",7.7,3.8
32.9562758675554,122.082886096856,71.5440937281209,68.687675565088,58.16315358408,-2.8,"OOR","GAM",7.7,3.8
32.1592912931098,121.343080442768,67.9475051184933,64.3897345678293,74.7721306491374,-2.7,"OOR","GAM",7.7,3.8
27.4658783581473,123.97926234119,66.5557845535664,64.9491014178911,84.8874601497355,-2.6,"OOR","GAM",7.7,3.8
27.8537545870657,109.819664660299,62.5348613112416,59.2701680294007,63.1430896242074,-2.5,"OOR","GAM",7.7,3.8
28.2573308431432,110.632206179424,62.5861418100883,59.9319152959849,38.2417550156911,-2.4,"OOR","GAM",7.7,3.8
26.1639140802341,107.084052456872,60.1795631233872,58.3386515412101,70.4170528036559,-2.3,"OOR","GAM",7.7,3.8
25.5033535778852,97.0803570852965,56.1238069603487,54.4319311733154,52.3374877314832,-2.2,"OOR","GAM",7.7,3.8
24.1969341910077,106.630922842646,54.0336397306079,51.2640275569234,56.5428057380509,-2.1,"OOR","GAM",7.7,3.8
23.7816782943367,97.2786437038328,55.612825336268,51.5535362955911,63.3834535567281,-2,"OOR","GAM",7.7,3.8
24.0830895307055,95.0299485836341,52.7750752192944,50.452824125616,55.1555805411592,-1.9,"OOR","GAM",7.7,3.8
22.2179598757884,90.6500516558967,52.8138806512413,50.6025852654956,42.2780519928848,-1.8,"OOR","GAM",7.7,3.8
21.7445803778791,92.5683934465714,51.1683988972746,49.7571915104941,39.8913111670729,-1.7,"OOR","GAM",7.7,3.8
20.2867309805331,87.1350371185901,47.8007714197197,46.314626070988,22.9990023856954,-1.6,"OOR","GAM",7.7,3.8
19.2523572063333,76.8147326081386,45.6182379646867,44.0788546122873,56.7413458485086,-1.5,"OOR","GAM",7.7,3.8
19.7996938110012,83.2744267117597,46.5972065728172,44.01471676111,34.1508962918347,-1.4,"OOR","GAM",7.7,3.8
17.8611386808813,78.2375985864824,41.0472942704645,39.6073294114421,25.9387787036378,-1.3,"OOR","GAM",7.7,3.8
18.3946788413417,69.854044735871,39.8974893189788,37.7098806515182,28.8603171336219,-1.2,"OOR","GAM",7.7,3.8
17.9821102268122,67.0174973841318,38.1274128236397,37.2018923667755,27.9486845556482,-1.1,"OOR","GAM",7.7,3.8
18.6541626932154,66.3658579558517,39.5716811795088,39.1444912654481,29.3216545679053,-0.999999999999999,"OOR","GAM",7.7,3.8
16.6755076776484,65.7993894928925,36.6220874344872,35.2159188486846,30.7529571439714,-0.899999999999999,"OOR","GAM",7.7,3.8
17.2427806855769,62.9272398567235,36.7015759201966,35.2141801596508,31.2038388830698,-0.799999999999999,"OOR","GAM",7.7,3.8
14.5701980889916,62.2017151037605,34.4856914537107,33.1730515019615,42.7047173331063,-0.699999999999999,"OOR","GAM",7.7,3.8
17.5434169713307,58.3332136058645,33.9421660457703,32.7758013796132,40.034437760588,-0.6,"OOR","GAM",7.7,3.8
15.7037879878598,56.6315902165678,32.6454891396288,31.4699536599577,33.2075361462102,-0.499999999999999,"OOR","GAM",7.7,3.8
14.5484995012263,52.4359986103182,31.1829463453942,30.2289174384316,18.9424942396024,-0.399999999999999,"OOR","GAM",7.7,3.8
13.0949518298898,53.5691479434662,29.7282666475625,28.1402144007661,30.6363166690552,-0.299999999999999,"OOR","GAM",7.7,3.8
12.4585203083822,54.8419497870719,29.2928459069695,28.1761806756934,18.659599451954,-0.199999999999999,"OOR","GAM",7.7,3.8
10.0844748341493,49.7802109292142,28.6139145580716,28.509285358949,32.3710346620803,-0.0999999999999996,"OOR","GAM",7.7,3.8
12.153978178021,48.3382934970599,27.3599480417054,26.4349039791226,24.0035433006923,0,"OOR","GAM",7.7,3.8
11.3153386239559,48.6066487560466,26.4495543362494,24.9158255764294,48.2622671617046,0.100000000000001,"OOR","GAM",7.7,3.8
9.83412864419892,43.9889705368454,24.7992881694234,23.8120472730302,19.5306510356593,0.200000000000001,"OOR","GAM",7.7,3.8
11.5552788780178,43.2544326390653,24.4648336485865,22.3870349245177,47.0558657456644,0.300000000000001,"OOR","GAM",7.7,3.8
10.2182342934542,38.9100452949047,22.6878792505749,22.3109964880138,22.7866486840643,0.4,"OOR","GAM",7.7,3.8
10.0419177873671,39.2595887264644,21.9610678703865,20.5289801571833,37.2504528579944,0.5,"OOR","GAM",7.7,3.8
10.0483180665204,38.0126020294728,21.9574073884755,21.4158787034524,29.8274429410348,0.600000000000001,"OOR","GAM",7.7,3.8
10.6141597200704,38.3345082484756,21.2721017241147,20.6383226582658,16.8843306775724,0.700000000000001,"OOR","GAM",7.7,3.8
9.19404775432569,36.8572094313717,20.9864847245023,20.2003311101398,24.5796248129021,0.800000000000001,"OOR","GAM",7.7,3.8
8.14402334966532,33.8013237803119,19.5830826395739,18.5583723554205,22.289957314626,0.9,"OOR","GAM",7.7,3.8
8.94155701318754,37.980237726059,19.8377908651839,18.8853877110413,32.1175486366885,1,"OOR","GAM",7.7,3.8
9.21635666768558,34.0846436532182,19.48372868618,19.0122902210631,28.2760980322097,1.1,"OOR","GAM",7.7,3.8
8.51542612285663,32.3809021820118,18.5424254841478,18.0180629784858,27.8177610800023,1.2,"OOR","GAM",7.7,3.8
7.87000509340606,32.6017019996283,17.8566687742686,16.8602263707124,21.1101798424502,1.3,"OOR","GAM",7.7,3.8
6.6582375107576,29.9016122745349,16.7133617774246,15.85624241489,18.625549114993,1.4,"OOR","GAM",7.7,3.8
7.12309833670464,29.6701011619812,16.5136213353443,15.5901948824613,18.1592081058828,1.5,"OOR","GAM",7.7,3.8
7.03802362352887,27.4636481547509,16.1845511721468,15.8231677805976,21.94052620647,1.6,"OOR","GAM",7.7,3.8
7.09374826205963,26.4869640894002,15.2425038552393,14.6131718647035,20.9066471011795,1.7,"OOR","GAM",7.7,3.8
6.99327736106042,27.1391657818249,14.6923826391321,14.355150350185,18.0480316513875,1.8,"OOR","GAM",7.7,3.8
6.40360850990632,23.8380915955955,14.4303658672958,14.0432575830805,6.17893205120363,1.9,"OOR","GAM",7.7,3.8
6.89840845453305,23.9956015405458,13.8239704866615,13.2664597051422,8.49772977916018,2,"OOR","GAM",7.7,3.8
6.16678232213191,22.3647799102315,13.1797571577549,12.8418110186656,11.5345143339651,2.1,"OOR","GAM",7.7,3.8
5.8197584426337,21.1282676600457,12.6647981945299,12.0913640020615,14.4690787499455,2.2,"OOR","GAM",7.7,3.8
4.80198145112844,21.1876796793732,12.1855147200651,11.6371390703226,5.93582866781618,2.3,"OOR","GAM",7.7,3.8
5.88850917859522,21.0442524045879,12.2511913309338,11.7342172352976,12.98687664525,2.4,"OOR","GAM",7.7,3.8
5.33990530346088,21.4144797858432,11.866651383796,11.5878391223904,9.33137576107355,2.5,"OOR","GAM",7.7,3.8
4.64661372248846,19.832372834483,11.0344605355408,10.5573631408313,9.12858776378337,2.6,"OOR","GAM",7.7,3.8
5.72192591295847,18.9603315504733,11.1650516936983,10.8606731406361,7.96921144681696,2.7,"OOR","GAM",7.7,3.8
5.30022213314659,17.637942748387,10.4360256722817,9.99217399956732,7.23542948473282,2.8,"OOR","GAM",7.7,3.8
4.73479347509647,18.2711831009477,10.1629349698094,9.5906311055708,12.0971104391727,2.9,"OOR","GAM",7.7,3.8
4.85924716396288,18.7073015041255,9.80611638398423,9.30099838374507,6.31271605346942,3,"OOR","GAM",7.7,3.8
4.47220745406797,17.3549434867116,9.53868313726621,9.11693669831108,13.5987180798598,3.1,"OOR","GAM",7.7,3.8
4.07989179958185,17.0948522793493,9.25454056045619,8.6797034831426,9.76498852742793,3.2,"OOR","GAM",7.7,3.8
4.48313185243963,16.3920032809781,9.2758371500193,8.80841583648579,16.3057574740152,3.3,"OOR","GAM",7.7,3.8
3.99051675930081,15.6865153503429,8.49979198631426,7.95557936145094,6.86805086128436,3.4,"OOR","GAM",7.7,3.8
3.7707716107619,14.5037204961149,8.37715871740968,8.09506079051791,14.2876130306521,3.5,"OOR","GAM",7.7,3.8
3.11740507152135,14.5413435452189,8.12660270210546,7.82895618860402,8.12581080262162,3.6,"OOR","GAM",7.7,3.8
3.74658905905927,14.4176310250923,7.87685338998228,7.58633802003566,6.31595383035108,3.7,"OOR","GAM",7.7,3.8
3.22048626576491,12.463686737542,7.2476691158986,6.94010087301264,7.07926744912897,3.8,"in range","GAM",7.7,3.8
2.81647903061152,13.7228988918546,7.36331703059781,6.93408032057679,9.87325575385732,3.9,"in range","GAM",7.7,3.8
3.11419442166995,11.9556100211704,6.95744154011179,6.74818882748715,9.98878964397823,4,"in range","GAM",7.7,3.8
2.68684535677898,11.7890391363572,6.63065593094567,6.28636871177545,5.96960828896105,4.1,"in range","GAM",7.7,3.8
2.88193576521779,12.1502850210967,6.71997546044291,6.40391976780947,5.1802642963265,4.2,"in range","GAM",7.7,3.8
2.83864705191706,10.972402321068,6.27965624287249,6.21972583195811,10.8873194447082,4.3,"in range","GAM",7.7,3.8
2.63320769852746,10.8980975671022,6.29500613178497,6.14930269433198,6.09913231738994,4.4,"in range","GAM",7.7,3.8
2.5053309258205,10.4406959302114,5.82055980065138,5.55317659464471,5.50657802164575,4.5,"in range","GAM",7.7,3.8
2.47972982823489,9.89817958244639,5.81855202756409,5.57274420753053,6.6855300771262,4.6,"in range","GAM",7.7,3.8
2.31279898260026,9.93618729860127,5.44401507244374,5.2467053837758,7.62680630774432,4.7,"in range","GAM",7.7,3.8
2.04846672197603,10.5163347661603,5.33643264268238,5.13834184287855,5.22908168371779,4.8,"in range","GAM",7.7,3.8
2.13738252350658,9.50966104692958,5.17378739938892,4.98744108646444,3.20700012778339,4.9,"in range","GAM",7.7,3.8
2.35143188780013,9.15577007224049,4.85719205196616,4.66726080292356,5.45558865681447,5,"in range","GAM",7.7,3.8
1.8230237921697,8.83564257820219,4.88452252622443,4.69909527213778,4.77938062240627,5.1,"in range","GAM",7.7,3.8
1.9513903716892,8.26674971421628,4.70381408099469,4.55714117280788,4.32047245987949,5.2,"in range","GAM",7.7,3.8
