"sim_low","sim_high","sim_mean","sim_median","sim_val","Q_cfs_log_round","in_or_out","method","max_flow_sampled","min_flow_sampled"
103.728409368604,190.963502862275,142.789558052417,141.168500185736,187.42650217511,1,"OOR","GAM",8.1,2.5
106.801747839396,185.844626726225,142.381864628495,141.643467524962,175.130370886101,1.1,"OOR","GAM",8.1,2.5
103.615257234795,184.284743040777,141.871808545897,140.921527700919,181.723325936877,1.2,"OOR","GAM",8.1,2.5
101.205798660669,191.898811282,141.567985323325,140.01844498957,137.48301369533,1.3,"OOR","GAM",8.1,2.5
102.108758392799,193.067975216032,143.162147156275,140.254011515351,133.089523346983,1.4,"OOR","GAM",8.1,2.5
99.5852498599761,185.927529521938,139.955795428864,139.027589856975,117.340366764283,1.5,"OOR","GAM",8.1,2.5
104.213257586696,192.400715270082,142.467193523729,140.402527865769,129.500344917246,1.6,"OOR","GAM",8.1,2.5
104.593801985023,189.015160893425,142.012192385015,141.776221342078,124.637917827669,1.7,"OOR","GAM",8.1,2.5
96.9092786383369,186.077545799016,140.215180722482,140.556431134857,171.322847006327,1.8,"OOR","GAM",8.1,2.5
100.727996664578,184.770424575296,139.92246468838,138.749125079733,140.026555059667,1.9,"OOR","GAM",8.1,2.5
99.4577802387709,192.143612214788,141.457240441973,140.218895883331,99.094816767474,2,"OOR","GAM",8.1,2.5
100.49079177713,186.552423609429,140.543899489925,139.56787606559,93.4375775489625,2.1,"OOR","GAM",8.1,2.5
100.121925541061,183.816062668401,137.99078796673,136.070860665261,146.57444877243,2.2,"OOR","GAM",8.1,2.5
97.2999810751109,189.256100010427,138.969973106605,137.861578407347,144.875476368243,2.3,"OOR","GAM",8.1,2.5
96.4798595598786,180.474595815077,137.064311347029,137.007464022355,122.289530446439,2.4,"OOR","GAM",8.1,2.5
97.428539721983,176.296599006262,137.084328879107,136.391615907615,132.57949969993,2.5,"in range","GAM",8.1,2.5
98.7636710185797,176.437303215065,136.176039538295,135.668737850777,145.180487327655,2.6,"in range","GAM",8.1,2.5
96.8075058775456,180.310287832822,136.980675770469,136.392439479859,165.032135249874,2.7,"in range","GAM",8.1,2.5
95.9007368125434,175.897954846766,133.988853894314,134.261567721895,139.072791303313,2.8,"in range","GAM",8.1,2.5
97.7197130575372,182.26761816056,137.99400021301,136.453983918067,173.490845364518,2.9,"in range","GAM",8.1,2.5
97.4286731440667,177.809032959234,136.980033397711,135.875515073286,113.605196703981,3,"in range","GAM",8.1,2.5
93.9948293925299,180.244561583577,136.044596182821,134.452484112,132.89815906247,3.1,"in range","GAM",8.1,2.5
97.0999154145487,176.391601894143,133.670962431772,132.19330448218,127.228075663893,3.2,"in range","GAM",8.1,2.5
95.5064949673698,174.969641486222,133.522203873464,132.771180046156,139.612520746741,3.3,"in range","GAM",8.1,2.5
95.4611627594288,181.224006174959,135.328088730744,133.863472476725,132.437961687986,3.4,"in range","GAM",8.1,2.5
98.9928625614371,175.012677860946,135.480316726263,133.723535723713,147.501582574682,3.5,"in range","GAM",8.1,2.5
95.2329661318934,176.898363806326,133.324730422649,131.161472133246,97.5413790700967,3.6,"in range","GAM",8.1,2.5
95.1353415325163,178.173048181884,132.168705912895,132.734645744663,118.299640248152,3.7,"in range","GAM",8.1,2.5
92.7383404539948,173.072271270782,130.618457264529,130.399611566059,156.4582225756,3.8,"in range","GAM",8.1,2.5
95.348993270708,173.351772031742,130.003386504339,126.862192999745,124.075067537724,3.9,"in range","GAM",8.1,2.5
92.7016713566736,174.283773439336,130.325254216689,128.10132280455,85.2034112558425,4,"in range","GAM",8.1,2.5
88.1253051278239,175.078698917739,129.86144393156,127.824220189527,129.994618855035,4.1,"in range","GAM",8.1,2.5
91.6644439206191,167.411970971512,126.712175605642,125.596908800535,135.822927929274,4.2,"in range","GAM",8.1,2.5
91.8498051795691,168.39618289311,128.167970741721,128.182876392967,134.50857638085,4.3,"in range","GAM",8.1,2.5
87.6085921002159,163.620746113338,122.408867930521,123.053531266086,125.363708908197,4.4,"in range","GAM",8.1,2.5
89.1078145169875,165.289118535767,123.382266070516,123.225192821222,121.637654619352,4.5,"in range","GAM",8.1,2.5
91.1502859122538,158.098160816735,121.9383407753,119.974769706697,115.055942390241,4.6,"in range","GAM",8.1,2.5
89.3869476663048,159.466665835031,119.808769159882,118.800156193472,93.3481845737628,4.7,"in range","GAM",8.1,2.5
84.6905965913915,153.728982262305,119.419480677349,119.020411049735,138.178390060154,4.8,"in range","GAM",8.1,2.5
85.1831703694253,156.737099502659,117.589369142916,116.057538744096,103.95246912377,4.9,"in range","GAM",8.1,2.5
78.9087489354525,155.371365209377,113.756805025022,112.740657281295,129.045334608477,5,"in range","GAM",8.1,2.5
82.0519247837076,154.05922455262,113.372121771491,110.857980683347,107.498823051351,5.1,"in range","GAM",8.1,2.5
77.4750941326121,145.193727728762,108.47620337331,106.845633546685,96.75144760506,5.2,"in range","GAM",8.1,2.5
78.6891583304741,142.527227358035,107.51924415793,106.705993750481,119.842621298411,5.3,"in range","GAM",8.1,2.5
77.460609076242,141.823507721423,105.989542682483,104.931999738092,118.767369858067,5.4,"in range","GAM",8.1,2.5
72.695853773477,135.545874571397,103.348674436695,102.468878120041,98.3427279632083,5.5,"in range","GAM",8.1,2.5
72.1238983581338,133.064042992573,98.6741508570482,97.2340446413065,110.408670939925,5.6,"in range","GAM",8.1,2.5
68.6819952547199,125.190886061559,95.2308178041086,94.9608716503617,90.8820623197112,5.7,"in range","GAM",8.1,2.5
70.2705999390909,123.44785946969,95.3503904698126,94.6629599558253,95.6027420099418,5.8,"in range","GAM",8.1,2.5
66.659710600472,117.599052845374,92.2498162867556,91.7810531816857,112.298756864524,5.9,"in range","GAM",8.1,2.5
61.0196595019175,118.225936269869,88.6793978907511,87.5602226476663,84.5768073086687,6,"in range","GAM",8.1,2.5
60.5106716265056,113.181288656695,85.507229288154,84.9281291456576,81.8094666375477,6.1,"in range","GAM",8.1,2.5
61.4263377025453,111.43621150998,83.8594015936475,83.5143078542328,92.2176417384158,6.2,"in range","GAM",8.1,2.5
58.6023285878132,108.75963208724,80.3157423310106,80.0279858054435,92.6452793803731,6.3,"in range","GAM",8.1,2.5
54.1107661906201,102.80948311807,78.3937103437469,78.7806744933878,78.9865294535047,6.4,"in range","GAM",8.1,2.5
53.3529594450222,100.636982258469,75.9246006092028,74.9816625738788,74.4559593538972,6.5,"in range","GAM",8.1,2.5
53.0572773162382,96.2399084822031,74.1142053812411,73.631920086387,90.0519722553434,6.6,"in range","GAM",8.1,2.5
51.3685979401377,95.4421012835204,70.9352873085471,69.8683192174477,70.0894449530556,6.7,"in range","GAM",8.1,2.5
47.9903197257667,86.7359671546051,67.0580203389123,66.7881243575934,66.7223560854723,6.8,"in range","GAM",8.1,2.5
46.0021761833898,84.3806051803799,64.8265829677133,64.5826356362918,61.2207446013748,6.9,"in range","GAM",8.1,2.5
45.0337377570803,83.2325652822733,62.6747923403006,62.202288282083,62.1736764296433,7,"in range","GAM",8.1,2.5
42.5502394330485,80.9349149368106,60.2948432351799,60.3967255788539,40.8177776664426,7.1,"in range","GAM",8.1,2.5
41.659142779782,77.5040932412116,58.439534809993,58.2637885658167,79.397065097461,7.2,"in range","GAM",8.1,2.5
40.1605431556758,72.8917443489778,54.613929989443,54.1123477825833,53.1997467492208,7.3,"in range","GAM",8.1,2.5
39.040097100357,69.7249325018541,53.1523608969139,52.8309216962069,47.7186406647938,7.4,"in range","GAM",8.1,2.5
36.7023643954838,67.3727575073937,50.6197133940139,50.2074360657503,38.2473559886599,7.5,"in range","GAM",8.1,2.5
36.1676164897588,66.8921927191589,48.6778459856555,48.0168057639279,57.7281221289496,7.6,"in range","GAM",8.1,2.5
33.7347956466499,61.2073245262208,46.567800699048,46.698614612833,40.2624653086391,7.7,"in range","GAM",8.1,2.5
32.4854757898205,59.7639587342463,44.1759459546114,43.5542990684594,47.2540540620279,7.8,"in range","GAM",8.1,2.5
29.0833785976887,56.0699582639162,42.3389071673567,42.0000969946327,46.6796777866924,7.9,"in range","GAM",8.1,2.5
29.1867162638151,55.040791838261,41.3350755726012,41.2298476406659,37.6180532248049,8,"in range","GAM",8.1,2.5
28.0832784307149,51.178157211396,39.2379510151717,39.2802774276082,36.8417806496277,8.1,"in range","GAM",8.1,2.5
27.9872967922401,50.8150931851245,38.7572276973693,38.7722487770999,33.6665768274585,8.2,"OOR","GAM",8.1,2.5
25.0921042880676,47.0035556206724,36.046338789143,36.238856263483,21.9927145418574,8.3,"OOR","GAM",8.1,2.5
23.3019280793743,44.9815961186773,34.0521943858847,33.7167732871027,30.7481674694396,8.4,"OOR","GAM",8.1,2.5
24.8969745783512,43.1070318352644,32.9009617607247,32.4556150987262,35.1771749941854,8.5,"OOR","GAM",8.1,2.5
22.9412969930295,42.5414035913774,31.4326716675098,30.8205713924365,26.655260780601,8.6,"OOR","GAM",8.1,2.5
21.883129744098,40.3777005006241,30.180999966809,29.5401629928017,27.3062994249829,8.7,"OOR","GAM",8.1,2.5
20.8754143964607,38.2159676048038,29.1302543222054,29.1005198864867,34.1391513371667,8.8,"OOR","GAM",8.1,2.5
19.2176815010499,36.330503690176,28.1041530329762,28.261030151288,35.523708010657,8.9,"OOR","GAM",8.1,2.5
19.6230811235142,35.5036147367235,26.6857061700188,26.322342027843,21.4698198742091,9,"OOR","GAM",8.1,2.5
18.0678680594288,35.5699207057186,25.7578871003486,25.4521728648421,24.7443972021825,9.1,"OOR","GAM",8.1,2.5
17.7186749058146,32.6867821097933,24.3809858422342,24.0541254902335,30.2062555959944,9.2,"OOR","GAM",8.1,2.5
16.1471876618443,30.6075025756078,23.4064095879401,23.1535141732576,24.6831264293179,9.3,"OOR","GAM",8.1,2.5
16.3837945111772,29.9055369732595,22.4936047689819,22.2981148086421,27.7932371660871,9.4,"OOR","GAM",8.1,2.5
15.2903598502157,28.8771311882509,21.693758916681,21.5751527204842,21.5693167771362,9.5,"OOR","GAM",8.1,2.5
15.395279840503,26.7691041582616,20.6843084404594,20.6328723315279,18.9216409150623,9.6,"OOR","GAM",8.1,2.5
13.6249602860685,26.4352045245365,19.4044692903352,19.1577288312496,15.7519079516736,9.7,"OOR","GAM",8.1,2.5
13.7121959359515,25.6744275040352,19.1535793709007,18.7629975218687,18.7617704532426,9.8,"OOR","GAM",8.1,2.5
12.6607574830891,24.4020292140219,18.0295527587497,18.0949526251072,18.8452145686345,9.9,"OOR","GAM",8.1,2.5
12.8403392411855,23.1397477735281,17.5465479521124,17.4788390943338,14.0512680417282,10,"OOR","GAM",8.1,2.5
12.1401036478865,22.007863030957,16.9477233840673,16.8651719908634,15.3030237514763,10.1,"OOR","GAM",8.1,2.5
11.7958549931866,20.7898822598869,15.9713892281003,15.9158679001653,13.7707970233129,10.2,"OOR","GAM",8.1,2.5
11.4607265941916,20.5890808152975,15.3526866002148,15.2501835807332,19.0695918430937,10.3,"OOR","GAM",8.1,2.5
10.4885216399726,19.6461453412696,14.8064070157592,14.8633882784774,13.7262168981147,10.4,"OOR","GAM",8.1,2.5
10.5108678889228,19.4500740169059,14.2817189138006,14.2638611124641,17.2873917972432,10.5,"OOR","GAM",8.1,2.5
9.53823492114292,17.4462965289034,13.4428909977891,13.2750110692653,15.826303581477,10.6,"OOR","GAM",8.1,2.5
19.7304674861146,80.8139609676643,44.174975391435,42.2137580349084,70.7148821241761,-8.1,"OOR","GAM",8.1,2.5
20.2651100391787,90.6725478030262,46.5341170860107,43.2839567168053,15.2472500569154,-8,"OOR","GAM",8.1,2.5
18.0536819687817,84.0656609951924,44.9698463696426,42.7222589964701,17.7059649061215,-7.9,"OOR","GAM",8.1,2.5
16.9488424144051,85.472097914447,44.806453686625,42.7528955186312,85.6972673901468,-7.8,"OOR","GAM",8.1,2.5
19.3944185251035,78.8651520612271,44.4201479101556,43.098769955571,54.8839112302621,-7.7,"OOR","GAM",8.1,2.5
18.863253132246,84.3559939181123,46.0870575499919,44.4178096678381,21.8359984888145,-7.6,"OOR","GAM",8.1,2.5
18.2347642786511,82.6201034476893,45.1499795918687,43.1841623789152,52.7509447007606,-7.5,"OOR","GAM",8.1,2.5
18.28793834446,90.4794913246696,46.3831121803763,43.5613994394822,19.7825969733652,-7.4,"OOR","GAM",8.1,2.5
18.1010302536933,83.5420339472883,45.1076565726103,42.7840459640078,58.1374534679932,-7.3,"OOR","GAM",8.1,2.5
18.8164809680052,80.1737374356405,44.2474660262946,42.2358255499713,59.6530600797539,-7.2,"OOR","GAM",8.1,2.5
18.4405483458729,79.933149892339,43.1786103386607,42.0267543152091,27.9019066019148,-7.1,"OOR","GAM",8.1,2.5
18.2719034896467,80.9533711289109,44.2828519682944,43.1431570699742,14.1874750750853,-7,"OOR","GAM",8.1,2.5
18.9003096531113,74.9242518029196,43.8269091718672,41.5508376539239,27.0548483256941,-6.9,"OOR","GAM",8.1,2.5
15.8252683255002,80.6520099240071,43.5129570862182,41.8341141678198,21.727681700114,-6.8,"OOR","GAM",8.1,2.5
19.4215634045741,82.1379613390281,44.8294308779827,41.4118018034781,35.0997637520483,-6.7,"OOR","GAM",8.1,2.5
17.2016660982874,76.6225566332451,43.6219376663796,41.1460847497497,19.4407680706815,-6.6,"OOR","GAM",8.1,2.5
17.2843120018222,81.4642231092684,44.5067853421505,42.3954378327171,26.793198142289,-6.5,"OOR","GAM",8.1,2.5
18.1760666574012,79.9180100762885,44.7368983120384,41.5462348352705,45.4353896542668,-6.4,"OOR","GAM",8.1,2.5
15.1772966876676,87.414820274105,43.7847526031666,42.1239036146117,61.1332461597382,-6.3,"OOR","GAM",8.1,2.5
18.6225335133829,83.1962502269443,44.4793436175548,42.8511701603562,53.4212373457213,-6.2,"OOR","GAM",8.1,2.5
17.7633734463339,81.1843171792764,43.1484405677214,40.8891343421684,71.8411977807445,-6.1,"OOR","GAM",8.1,2.5
19.4965250062467,76.1287146020724,43.006954349316,41.580429641765,57.6094681111463,-6,"OOR","GAM",8.1,2.5
17.9884751158927,82.7987450306976,44.0679114497718,42.8014685212365,84.7271456714241,-5.9,"OOR","GAM",8.1,2.5
17.217903567568,82.1061199939428,44.5549541981887,42.7480718322284,82.1263146547824,-5.8,"OOR","GAM",8.1,2.5
16.5793407217072,72.1532514209395,43.2979476879561,41.4265166701288,34.5657226199388,-5.7,"OOR","GAM",8.1,2.5
19.4259429613395,78.5927880717218,43.5899810554441,42.2569625741795,44.0555738572322,-5.6,"OOR","GAM",8.1,2.5
18.2569128177021,78.7353872585149,44.4952649327701,42.6215588403796,25.9187587211992,-5.5,"OOR","GAM",8.1,2.5
18.2362804735179,73.2409222128266,42.9955901719638,41.976490764265,58.7338529125494,-5.4,"OOR","GAM",8.1,2.5
18.2779786452991,78.4893384301059,43.9048696041022,41.0390093879616,28.084736636234,-5.3,"OOR","GAM",8.1,2.5
16.3701239598609,76.348861339937,42.3072039095286,40.8323395060861,64.6873055863716,-5.2,"OOR","GAM",8.1,2.5
18.1022411814075,78.1619453510563,43.1872965744243,42.24550722595,53.3021703034697,-5.1,"OOR","GAM",8.1,2.5
19.2195030927954,77.0715130041679,42.4706642375461,39.7386304865706,63.1080900168811,-5,"OOR","GAM",8.1,2.5
16.7233932869299,81.5251753087567,43.7507326951904,40.9640473939481,26.1569661242643,-4.9,"OOR","GAM",8.1,2.5
19.0970110162582,80.9761958683151,43.6922342270058,41.6265614516032,59.5119260880071,-4.8,"OOR","GAM",8.1,2.5
18.2827154920625,75.5943918403956,41.1708208061036,39.3686430417361,51.8474363519316,-4.7,"OOR","GAM",8.1,2.5
17.2593626395561,77.9681773934437,42.5403130339145,40.8498193948024,90.0526203296788,-4.6,"OOR","GAM",8.1,2.5
15.6032249561896,76.3634218008181,40.4131182409778,39.2928846251559,45.693676872657,-4.5,"OOR","GAM",8.1,2.5
18.9604169259192,79.4972696662055,43.5493650552263,41.5269905900618,40.4762710707423,-4.4,"OOR","GAM",8.1,2.5
15.9899129195585,73.4057506841452,40.6416179581151,39.1267454895733,40.853798405588,-4.3,"OOR","GAM",8.1,2.5
16.0990308057998,82.8047408250176,41.8982669511288,39.7649037827203,50.5934448325316,-4.2,"OOR","GAM",8.1,2.5
17.7649903922513,75.9084263381281,41.0778725829437,39.8815594768026,31.5029444405964,-4.1,"OOR","GAM",8.1,2.5
17.505285710896,80.5280954527234,43.3069340962008,41.0095657204154,96.7997585964169,-4,"OOR","GAM",8.1,2.5
18.9813472986235,74.9318658333621,41.6186502043616,39.1749364417227,24.2026289245658,-3.9,"OOR","GAM",8.1,2.5
18.1287908993653,76.2853722772799,42.9670529689906,41.5812587635642,41.614800260993,-3.8,"OOR","GAM",8.1,2.5
15.6551288411449,76.966201959881,40.7853580359013,39.3620798237917,33.3164064442613,-3.7,"OOR","GAM",8.1,2.5
17.8146067488433,74.9156854149817,41.7430703030087,39.4285606789968,34.7569439068475,-3.6,"OOR","GAM",8.1,2.5
17.4898671495328,80.0212348236908,42.2106894167456,40.0329660113454,36.9597617184753,-3.5,"OOR","GAM",8.1,2.5
