"Q_cfs_log_round","mu_mean","mu_025","mu_975","y_mean","y_025","y_975","title","in_or_out","method","max_flow_sampled","min_flow_sampled"
-8.1,245.444213529427,4.16722078859018,1231.85818457928,243.195234244865,4.01361113087852,1279.10033690207,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-8,235.712850250734,4.32767336599421,1162.55939548591,235.121279469512,4.13048366044332,1129.39546542363,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-7.9,226.455332358181,4.49431161457089,1097.16933487846,229.181863950821,4.60266928267421,1034.88334111359,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-7.8,217.647235054534,4.66737633683385,1038.97751912287,217.483249151455,4.70174008641832,920.532091002802,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-7.7,209.265904691136,4.846714378261,987.729578231435,213.406534100005,4.51377594200408,1143.07957873995,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-7.6,201.290264452267,5.03277630750086,939.136208348105,200.775995796099,4.97373200628827,943.908575561034,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-7.5,193.700645776769,5.22600558036481,893.065039134434,190.044876136932,5.03299852143345,877.170808685397,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-7.4,186.478642188209,5.42668555148536,849.391196512053,190.375023333604,5.15501665759556,984.605923371493,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-7.3,179.606982618488,5.62708398843431,807.996593431561,175.602734537268,5.91407676947894,810.14265896215,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-7.2,173.069421667098,5.83442301527193,768.938120787473,168.192859160409,5.64985735641434,732.405470200079,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-7.1,166.850644551783,6.04948332455717,732.522073199925,168.02838216829,5.55150732108608,758.5011680977,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-7,160.936184779775,6.27257123785258,697.991574420879,160.968567395323,6.29001234896742,777.350197549346,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-6.9,155.312352809834,6.50400723145148,665.255893629406,154.985926333256,6.03800923487119,640.530866675637,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-6.8,149.966174188265,6.74412655526557,633.693742778879,150.890068122223,6.36006791301639,667.783662387012,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-6.7,144.885335829737,6.99327986371689,597.976845388589,144.854266081322,7.47740361646792,618.334972001856,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-6.6,140.058139281458,7.25183385725687,564.428982647283,139.388343749731,7.00795692158714,535.573893872895,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-6.5,135.473459956394,7.52017193289167,532.928141036637,136.102597723955,7.28245792510541,565.848579002608,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-6.4,131.12071145377,7.79847331052006,503.358349897799,130.465844332916,7.41363943140096,499.710761194387,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-6.3,126.989814200946,8.08182078136299,477.60328112702,127.466974687462,7.72234545919583,502.88854845459,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-6.2,123.071167755162,8.37487039970514,455.754708988036,124.585091423513,8.074108360066,473.808279505345,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-6.1,119.355626194718,8.67645761462301,435.103774778242,120.437720657712,7.83843950330516,448.867475431252,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-6,115.834476110646,8.98943849658562,415.589088922163,117.684101160422,7.8817957282108,452.724337962501,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-5.9,112.499416780969,9.31429557809432,397.152049417117,111.907404977409,8.85204031385951,424.124084407177,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-5.8,109.342542172617,9.65153321459833,380.023354491338,111.918515030793,9.45245855681872,418.4579763309,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-5.7,106.356324470723,10.0016782953511,363.904294404589,107.035579294732,9.95291504032184,402.530177559128,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-5.6,103.5335988828,10.3652809417423,348.670495428645,103.164409151753,9.66670238390606,351.240390845585,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-5.5,100.86754950669,10.7102016347556,335.405182196489,100.22540240205,9.85093806334342,340.198755274176,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-5.4,98.351696086956,11.0612860068146,325.325598961754,97.9803648228095,10.5175716566595,304.760536045959,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-5.3,95.9798815146259,11.4681108810809,316.836730587479,97.0012646464599,10.8283428675311,373.926092798094,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-5.2,93.7462599515923,11.9004585783922,305.837115187961,93.0617808742524,11.4601451647613,301.439388804255,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-5.1,91.645285482622,12.360329947689,292.911588523259,91.7795000332192,11.7102278594755,286.710097802829,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-5,89.6717012164883,12.8446433754828,279.739353402392,87.986629124974,11.4459638837983,258.527547782541,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-4.9,87.8205287729161,13.3485108372826,271.579692274006,88.0127728967939,12.561891424606,290.987756225837,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-4.8,86.0870581046803,13.8727285424325,264.69990227684,85.9927767394128,11.8906161617709,249.982110376176,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-4.7,84.4668376141618,14.3663911036045,258.142905522086,84.9074832893116,13.3853573854982,283.057009027212,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-4.6,82.9556645318987,14.8507895373597,251.893024037153,83.2922262640196,12.7300989822067,257.391132810836,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-4.5,81.5495755310243,15.356288304518,242.576728086892,81.5718326188065,15.679741914078,256.592581563179,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-4.4,80.2448375561605,15.8523564544613,237.133049452253,81.7708858027057,13.4101927198322,244.44278699252,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-4.3,79.0379388490426,16.3620782211748,230.208620268698,80.0978433676655,15.652503210062,243.110884996131,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-4.2,77.9255801556607,16.8904342717409,222.819191841219,76.9448974453802,15.9942989731415,222.057097729368,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-4.1,76.9046661010823,17.4398840246822,215.469508066549,77.7565104105201,14.5237445966414,232.788124278344,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-4,75.9722967194403,18.066482681236,206.876730954263,75.5120959427863,16.3539100426973,204.562365442735,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-3.9,75.1257591263512,18.7198306702,198.872000014773,75.4798578788173,16.7828022051441,221.380884925816,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-3.8,74.3625193213546,19.3554246515574,191.920801340503,74.4646145291648,17.190012036134,222.763976925925,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-3.7,73.6802141070086,20.0169012614252,185.42899508487,74.0149212600928,17.1921190875409,206.646553250056,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-3.6,73.0766431108444,20.6955923533014,180.171980256944,72.961228310727,19.6372858356454,190.280572439107,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-3.5,72.5497608950355,21.2717936346972,176.258524594595,72.7589742943589,18.0046015185349,179.100208184181,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-3.4,72.0976691377353,21.8483670863189,173.297551018659,71.4959212133019,20.4797353999725,181.10151047956,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-3.3,71.7186088687424,22.4459114964236,171.521618147813,71.1282387644043,20.6091122816276,182.103862988542,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-3.2,71.4109527408269,23.0672585442173,169.839867024205,71.9209845021668,22.5523696835971,188.891676317688,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-3.1,71.1731973170368,23.7152605347609,168.249896890636,71.5446184634344,21.9351930511945,185.590010326254,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-3,71.0039553529092,24.3910427811458,166.892699333699,71.6912919753387,22.7079403889512,182.147364455768,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-2.9,70.9019480515908,25.1969167075612,165.950188981859,71.1938011869481,24.7203893172724,181.274083485549,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-2.8,70.8659972689757,26.1254767060135,165.068485916627,70.5879596530236,24.4488626693236,164.462191146689,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-2.7,70.8950176450279,27.083925267121,164.246198762389,70.6837452995211,24.5442822712374,173.028934581813,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-2.6,70.9880086371276,28.1021987033177,163.481897415792,72.086611789656,25.2099907359262,164.071725409425,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-2.5,71.1440464307009,29.1176474036756,162.774112133632,70.9266790249169,25.9502417279745,160.946739111203,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-2.4,71.3622757025685,30.0633440385618,162.121332439567,71.4365879492426,27.2268087660954,164.724462577598,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-2.3,71.641901212431,30.9407666104077,161.188226445409,70.6426585315829,29.495012013022,159.556374612916,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-2.2,71.9821791986341,31.9322190910786,159.962057176228,71.4829434603013,28.7019470953323,167.276168230291,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-2.1,72.3824085552566,32.989313594867,158.696716257568,72.3399975789369,29.4495694485118,169.846810685515,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-2,72.8419217687667,34.0878961787325,157.135113567091,72.8912132793924,31.5062711587729,165.692885693207,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-1.9,73.3600755944411,35.2106060133393,155.694366067408,72.6126576473436,31.1003328917412,166.933049062515,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-1.8,73.9362414548575,36.3115685429403,154.420007472446,73.3691787751554,32.8907368761802,158.441146086833,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-1.7,74.5697955455375,37.4763084828843,153.723989894099,73.817034730809,33.0103021307361,158.131907086056,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-1.6,75.2601086362952,38.7957462924705,153.107254574842,74.8823617872967,35.5401400792246,154.92464936472,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-1.5,76.0065355604885,40.0845339009865,152.60410820376,76.9357647110311,34.3956225539276,156.317250940984,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-1.4,76.8084043891752,41.4955182017892,152.167425172742,77.1373299177213,34.4560253278853,165.299075480993,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-1.3,77.6650052922267,42.8077844561271,151.794222502306,78.0000961566929,37.0822068610675,164.689849035833,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-1.2,78.5755790943345,44.2102617238965,151.4815108205,78.3604421907991,40.6743253547523,149.346177693206,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-1.1,79.5393055404554,45.5594651288699,151.226287613742,79.556327913218,39.823447406706,156.639322378941,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-0.999999999999999,80.555291292542,46.8162762022533,151.025530671662,81.0084378496846,41.5971478016369,156.851196776371,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-0.899999999999999,81.6225576873258,48.427972494334,150.876191770187,81.802717448753,39.088179638694,168.033116258274,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-0.799999999999999,82.7400282936732,49.9744994545722,150.775190639534,82.3841338776975,44.7927183491561,156.939369179351,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-0.699999999999999,83.9065163174353,51.3626583205625,150.719409266095,84.2217047086613,45.640546782646,165.691585575949,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-0.6,85.1207119115627,52.9110915133865,150.705686579188,84.4489264596693,45.6172936125753,158.021852523549,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-0.499999999999999,86.3811694600255,54.5108046019446,150.730813576028,86.7460375015385,48.4118077100429,163.229616345457,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-0.399999999999999,87.6862949148976,56.1481334392751,150.791528939766,88.9028769027426,51.4643154261372,162.033772694526,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-0.299999999999999,89.0343332776995,57.9169768648005,150.884515207453,88.0801521182583,49.4425997146482,153.752454691488,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-0.199999999999999,90.4233563274131,59.5820267231707,151.006395545472,89.2740568492549,53.4515980947989,153.955953248194,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
-0.0999999999999996,91.8512507097703,61.3014594813794,151.120925224712,90.559163711922,54.2890417656159,158.948998099593,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
0,93.3157065138694,63.0741341089248,151.006633496297,92.2695962994481,55.0631972468451,164.542696565251,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
0.100000000000001,94.8142064737154,64.8837203025779,150.933644250081,96.6363649406099,57.7386692560171,165.0831945627,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
0.200000000000001,96.3440159432896,66.7451453326239,150.969545429194,95.6342046909652,57.3034399755264,165.951869888983,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
0.300000000000001,97.9021738037052,68.6569635808818,151.239778905917,97.6790584703153,60.8252079293846,166.779600696243,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
0.4,99.4854844704193,70.6174089864877,151.517161057328,100.878755041536,61.6210819338942,162.434824527277,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
0.5,101.090511175858,72.6243746296013,151.797776693483,100.420051333899,61.2293019976689,162.573186789096,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
0.600000000000001,102.713570709202,74.6402817051709,152.077665888701,102.703860638098,64.9092954288106,167.635799613404,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
0.700000000000001,104.350729798899,76.6466805743707,152.352827970268,104.027177608211,68.006040169873,158.200506686366,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
0.800000000000001,105.99780332524,78.7286370299614,152.619226651637,107.752185556256,68.63035227149,163.763445744278,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
0.9,107.650354549272,80.9256545325914,152.872796331075,108.825347653129,67.9816401159667,183.71432785701,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
1,109.303697540346,83.1585368271043,153.109449568672,109.832699510333,70.3697843491011,170.784658935847,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
1.1,110.952901977002,85.4159510083728,153.325085745258,112.210617230324,72.6969038641029,166.119832589504,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
1.2,112.592800485041,87.6928358296954,153.515600896792,113.247955234291,70.2759247121847,166.532827718518,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
1.3,114.217998661611,89.9836848344828,153.676898706493,113.98453595882,75.362754026971,172.124404921642,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
1.4,115.822887915007,92.2825484157296,153.804902624699,116.474805556476,79.2063735807611,173.251769995958,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
1.5,117.401661226871,94.5830403128447,153.895569073732,117.545013567189,80.17972830692,170.211014717921,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
1.6,118.948331915918,96.8783488957595,153.94490168126,118.411477099536,79.7415040341105,174.507197846806,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
1.7,120.456755450565,99.16125354868,153.948966471354,121.494180355824,80.3279809510762,174.067672770318,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
1.8,121.920654322129,101.424146418344,153.903907927895,122.168956585663,79.8646318046551,176.794074577569,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
1.9,123.333645950798,103.659059734124,153.805965830311,123.149192230002,88.8961913495825,170.245025801714,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
2,124.689273553311,105.830904736293,153.651492746675,124.502194347426,86.7658362864099,177.453814750986,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
2.1,125.981039855402,107.92325251822,153.436972054838,126.721916459865,82.3961089066749,181.985190576276,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
2.2,127.20244348368,110.000959802579,153.12206969937,126.578051504838,86.507057279678,174.897726221415,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
2.3,128.347017821527,111.872629614405,152.629703803358,128.414182133947,88.9076385148532,178.178700147762,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
2.4,129.408372062881,113.850229548014,152.071964093815,129.505890016167,87.3223317704689,185.732915677693,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
2.5,130.380234147007,115.635583440022,151.433068001257,129.452114105718,90.4718409533595,175.721429647228,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
2.6,131.256495208038,117.288076883443,151.254804560744,132.053578824033,94.3524741152112,180.662157874288,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
2.7,132.031255125925,118.900672218374,149.749682914961,131.593535143316,92.8263200806748,183.545861190661,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
2.8,132.69886872172,120.390524507749,148.952549276027,131.901753146217,92.7791404782451,170.980112214438,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
2.9,133.253992101306,121.923434634741,148.115234406579,133.1350870129,96.8499117107136,179.299538747287,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
3,133.691628618415,123.246794821652,147.214094602219,134.005604154561,97.9444097256305,185.170099371938,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
3.1,134.007173901714,124.160273608544,146.266818311974,134.363833831012,95.2398667000091,181.076128483301,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
3.2,134.196459372559,124.899095511759,145.419506727935,135.238659656786,96.7799379281795,182.713119144333,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
3.3,134.255793670894,125.63948235984,143.991315344567,134.321891811299,95.4408349327871,181.624515856782,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
3.4,134.182001407119,126.144830070996,142.986093157273,133.810978774967,96.5220139241139,177.663304279407,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
3.5,133.972458669042,126.54373687964,142.104900522826,133.528642943832,92.5367908818917,178.98096801297,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
3.6,133.62512473407,126.747619802928,141.326272740661,134.613924331264,95.3814899626155,178.203980509145,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
3.7,133.138569469705,126.706129158231,139.755683344836,133.768999764601,95.6579638288204,178.583225669269,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
3.8,132.511995948348,126.434095591723,138.413062350056,132.763000150357,94.2585547547195,179.382463691884,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
3.9,131.74525785588,126.115349726289,136.863713408993,131.111345369129,90.1219200235408,176.720580669589,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
4,130.838871336842,125.631320272184,135.75950923874,131.242689335328,93.803948660005,176.145760078463,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
4.1,129.794020990695,125.009279403855,134.384486058584,129.751495583311,94.0554342057708,173.293058674523,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
4.2,128.612559813089,124.172263950751,132.967060941708,128.886182195149,91.0192423753516,173.778565586212,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
4.3,127.297002961629,123.051955929798,131.499642496523,127.398897284381,89.2177582125959,171.288956453636,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
4.4,125.85051531519,121.739709747154,129.775680263717,125.419636187365,89.6995207921242,165.668504428204,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
4.5,124.276892888582,120.187157028501,128.197207299535,124.384055524451,88.2329354712862,165.962317882825,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
4.6,122.58053825726,118.530529444067,126.628844444992,121.938146776822,86.187626588455,164.372560374259,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
4.7,120.766430238602,116.871479082013,124.839970892789,120.847028181193,85.9469388781078,162.459417526549,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
4.8,118.840088164846,115.101800433626,123.08017677113,119.09003079632,84.2334712730461,159.379097702406,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
4.9,116.80753116571,113.028288734119,120.965851711641,116.629257214756,80.719870402284,156.144696539305,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
5,114.675232954967,110.690888004468,118.719999145267,114.629622893655,82.6267275950073,152.458573831178,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
5.1,112.450072682349,108.584058679712,116.35671201386,113.17657920809,78.7565247378732,154.385419945809,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
5.2,110.139282468982,106.529418255593,113.944447728946,109.365071888641,77.5789806154574,144.993128371239,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
5.3,107.750392290232,104.172335444645,111.429783636711,108.320225477643,78.4361474515561,145.642991158367,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
5.4,105.291172902451,101.788060295837,108.978827505779,106.403043316808,74.7643225282579,139.471573380709,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
5.5,102.769577530444,99.4556774801332,106.250323946208,102.153540388284,71.4991809745988,139.750143181164,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
5.6,100.193683038804,97.1211459831612,103.660505474243,99.6341232182039,70.3683920768118,136.194393829978,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
5.7,97.5716313039082,94.5797255131173,100.792557679708,98.1461280508615,68.6905464302015,131.063671443126,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
5.8,94.9115714838208,91.9881233011284,98.0391269513433,94.6143510706494,67.2015503994749,127.910375604091,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
5.9,92.2216038518688,89.2940470552672,95.2316437806486,92.2641137790224,66.124849911998,123.747511619518,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
6,89.5097258169225,86.5641688534883,92.4671432697256,89.2151518111594,62.7482925634305,119.973751929372,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
6.1,86.7837807010521,83.9651638841911,89.7742315366131,86.9201394959875,61.8112616085803,117.43790740394,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
6.2,84.0514097839403,81.1365061622555,87.0916998240335,83.8214678601873,58.9132339945473,112.649691940027,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
6.3,81.3200080560382,78.4170751189959,84.3914462656234,81.5242189310087,57.4307250792174,111.234570123864,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
6.4,78.5966840492381,75.733451102651,81.7373468258317,78.2001985687427,52.9323321853583,107.714117827507,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
6.5,75.8882240378114,72.877733064769,79.0629620616916,76.2109715514611,53.2507725222257,102.029386833907,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
6.6,73.2010608245172,70.0970345134463,76.3899571281697,73.5535407988354,52.2841887210646,98.8357606541777,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
6.7,70.5412472491045,67.4699477414606,73.7459732745987,70.6489533891008,50.213335847572,96.034403506049,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
6.8,67.9144344805646,64.6400124430662,71.1597181875486,67.6998427778108,47.8748905909545,90.7437117490234,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
6.9,65.3258550819246,61.8726505462527,68.7193058928781,65.1902698999757,43.9095949477176,85.846681983211,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
7,62.7803107680871,59.179806676695,66.2252028821928,62.2972954241664,44.1217647481978,83.2440184958899,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
7.1,60.2821647150794,56.5968576074331,63.8274811952264,60.7271164705791,41.4500019884767,80.209984158128,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
7.2,57.835338222967,54.0796171723652,61.5834393752278,57.7431913952684,41.0096248944637,77.9923883395026,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
7.3,55.4433114862795,51.6422481053708,59.4039905989929,55.7874360156636,39.2045367519485,76.2263728277923,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
7.4,53.1091281849072,49.2376388468829,57.2517201762651,52.9041692310612,37.3614827062571,70.9829035961105,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
7.5,50.8354035754611,46.8592424544868,54.8823428876932,50.7657354595745,35.8161516011804,69.4286367617166,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
7.6,48.6243357382186,44.6643666243498,52.9506460560068,48.7244000221971,33.7256972846702,64.3001251202421,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
7.7,46.4777196177601,42.4939020277804,51.018592755212,46.617164799728,32.1769417064495,65.8351256337326,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
7.8,44.3969634857012,40.3104419476519,49.1844681779947,44.3567439965716,31.925455516357,62.585999717975,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
7.9,42.3831074514616,38.1793969643983,47.3567645151581,42.4618218057382,29.736730117181,60.3503342246783,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
8,40.4368436509451,36.1434895105535,45.4442297739611,40.4114188136695,27.7137194927435,56.5279310815574,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
8.1,38.5585377525464,34.1888709886156,43.5930474382541,38.4792427031021,26.2124734750514,52.2069339244856,"Alkalinity Alafia R at Lithia","in range","JAGS",8.1,2.5
8.2,36.7482514347,32.3456046229228,41.7982549720937,37.1174121688778,25.8174855340571,52.2555363411618,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
8.3,35.0057655080304,30.582451166987,40.0598613555836,35.5507389309631,23.1649585502204,50.16334670557,"Alkalinity Alafia R at Lithia","OOR","JAGS",8.1,2.5
