"Q_cfs_log_round","mu_mean","mu_025","mu_975","y_mean","y_025","y_975","title","in_or_out","method","max_flow_sampled","min_flow_sampled"
-4.1,1791.97162976232,0.416102517384873,19094.9738342189,1959.33253764537,0.351575226439699,25418.1987382861,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
-4,1544.73712825627,0.459418574478625,16136.2892915533,1567.87578207907,0.371218976795848,16497.2863515831,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
-3.9,1337.28785033008,0.50537393322221,13464.297609412,1331.56057981085,0.41117021819518,13733.1239465003,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
-3.8,1162.39910398335,0.549364920232462,11255.2639726028,1121.68752427084,0.367424720545297,11446.0469727671,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
-3.7,1014.28658464905,0.595904149981506,9835.59829020422,1030.33174341075,0.470389097535963,10172.0313378312,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
-3.6,888.29828459516,0.647564929708694,8452.52805237486,874.403227885027,0.539587484561084,8122.70165787905,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
-3.5,780.675896617915,0.700210925885719,7277.05708503458,817.220061490007,0.59178677875048,7252.25442431679,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
-3.4,688.36938303692,0.757010563775452,5985.60946858668,655.510030570385,0.432593304930189,6647.83853940168,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
-3.3,608.892341902095,0.818044648910839,4982.12979787036,592.535265567779,0.771373353446465,5649.66260540581,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
-3.2,540.208778177542,0.883068434162842,4239.40743073833,598.566640324972,0.693083597016756,4881.30780029463,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
-3.1,480.644128274193,0.948186218636485,3614.49555511555,461.400673619751,0.764187306698723,3739.15680137507,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
-3,428.815077145881,1.0161423378657,3135.36506089374,406.864605451668,0.765917956060829,3939.1558832922,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
-2.9,383.573986167392,1.08797895247177,2766.23555125808,390.354484785908,0.836603604596875,3374.18606939486,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
-2.8,343.964719887909,1.16381193891637,2446.76310363256,338.062591600381,1.06186121104286,2060.05314215457,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
-2.7,309.187397111169,1.2421854917826,2216.61681871835,332.130000177546,1.0816045095254,2770.46867311586,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
-2.6,278.570153836888,1.32081466314636,2014.56453141351,254.147738080406,0.874279330940781,2029.62687300179,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
-2.5,251.54643525392,1.4077677752303,1830.76161370167,263.741252365575,1.17085989294684,2220.02218130798,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
-2.4,227.636663339279,1.48792375261186,1663.59601262092,206.598742537974,1.3636038815645,1479.65481722497,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
-2.3,206.433379837351,1.56495470804287,1511.59390944169,227.57718905821,1.27709202955101,1690.9858924346,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
-2.2,187.589159656499,1.64906245835464,1358.82837417443,196.490265376337,1.3593438856451,1672.30138700631,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
-2.1,170.806740751796,1.74028008143371,1218.65653438264,158.544593206134,1.56040060525426,1121.05988037106,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
-2,155.830933746336,1.83526416426007,1093.9750746965,151.956463233296,1.38712141716925,1045.97969683262,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
-1.9,142.441965752769,1.93404862442799,983.933962181993,140.963501760726,1.48883440761703,985.697319612521,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
-1.8,130.449984076758,2.03665518965096,885.570726531656,124.327158899616,1.70555561172931,848.589316955677,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
-1.7,119.690501275857,2.1430922384892,811.361553694139,112.136939842737,1.60681580389197,795.471729569393,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
-1.6,110.020606895744,2.26909699989514,743.642334052095,112.99245019725,1.72134373318464,632.676152570982,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
-1.5,101.315805780863,2.38545475641252,681.363296149845,108.283845164244,1.94513133674502,672.520539532754,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
-1.4,93.4673702088922,2.49587270088429,624.115263606841,93.265784228457,2.39818951984821,561.726792089604,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
-1.3,86.3801148082316,2.60922370893707,571.571234977718,87.7185121695718,2.2927695612077,520.824719509376,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
-1.2,79.9705205052929,2.7319466563861,521.630409824763,75.8324369436872,2.93103238604265,549.738513314865,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
-1.1,74.1651475593003,2.86852415159939,469.879650735078,78.964942004971,2.15366964101052,471.395237959586,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
-0.999999999999999,68.8992888113725,3.0264368399398,423.727218469585,69.2184509161396,2.77668655509728,400.651856640162,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
-0.899999999999999,64.1158231744974,3.16618631697529,381.139406490949,64.5772299776183,2.51872349974543,373.604733769531,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
-0.799999999999999,59.764236569115,3.30379424986477,340.633526794056,59.82888198605,2.5711316356884,299.740217176393,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
-0.699999999999999,55.7997833164289,3.44420752740521,304.85611102359,52.0332186882087,2.98513978132136,235.094117904303,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
-0.6,52.1827657142487,3.58721538881724,273.217604398384,50.1041047671703,3.29172971504898,278.915644760103,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
-0.499999999999999,48.8779133557677,3.73258322131017,245.205776943501,49.9275997816107,2.72467355669704,263.637205888705,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
-0.399999999999999,45.8538468826308,3.88005233514038,220.375164389129,46.3459482448796,3.77621335626921,173.241924015499,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
-0.299999999999999,43.0826134265045,4.02913972446452,198.337998849417,42.8712411745789,3.33588211923604,197.340785871045,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
-0.199999999999999,40.5392830972144,4.17965360684183,178.756413422715,38.5335807474007,3.17348678935417,154.740691675083,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
-0.0999999999999996,38.2015976070589,4.33134567042336,161.335736812223,40.4896471467027,2.91753837456245,189.640528956224,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
0,36.0496635500031,4.48386391482949,145.81872121029,35.6478628146317,4.0371122637883,153.458325668621,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
0.100000000000001,34.0656840368826,4.63683406116084,131.98056975546,35.0684049494062,3.46551537763213,152.755085362734,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
0.200000000000001,32.2337233686341,4.79902715247834,119.624649480016,32.9474439088418,4.06871665727325,126.222007714201,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
0.300000000000001,30.5395002453454,4.96839087559204,108.578792342861,30.2528303183496,4.31883953346511,115.083145372648,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
0.4,28.9702056889916,5.13551530058977,98.6921011332022,29.1268180178445,4.96107670754031,109.759754059877,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
0.5,27.5143424261811,5.30059240851253,89.8321891110718,28.2591457746093,4.59469692668299,97.7298531740457,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
0.600000000000001,26.1615829534389,5.44760502634884,82.6157514065842,26.3224967102018,4.70226779941892,85.9221566057804,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
0.700000000000001,24.9026439075647,5.5902703040197,76.0420870595274,24.2393219293514,3.8516822983072,71.0262379457268,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
0.800000000000001,23.7291747003577,5.73008106411278,70.0472237978938,24.9915745471785,3.72466468609473,89.1942148811466,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
0.9,22.6336586612391,5.86655600758365,64.5763115317661,22.5833938840501,4.72120197512232,65.3393710152166,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
1,21.6093251717948,5.99903772073397,59.602829552471,22.0287310651762,4.38193975567041,74.4619862188945,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
1.1,20.65007148026,6.12669696553139,55.0684349513272,21.0344574755023,4.80173463506855,69.0705231886235,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
1.2,19.7503930574314,6.23299544809592,50.9167885547567,19.4729940775759,4.91524745537522,54.8571466986264,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
1.3,18.9053215033824,6.33793361412866,47.113474662039,18.6062168814144,4.40043172701755,51.7461635841957,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
1.4,18.1103691407806,6.45219545748807,43.6273784089292,17.8113807971483,4.78478446542683,48.2925097283853,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
1.5,17.3614795389304,6.55969302444426,40.430341573648,17.0139776119831,4.29929287590998,45.9824524665426,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
1.6,16.6549833057697,6.66077483794988,37.4968582939305,17.1711120806793,4.46798507779793,52.9842922812768,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
1.7,15.987558565273,6.75699968224749,34.8038055323619,16.0163306640768,4.83494300193285,35.4315538497122,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
1.8,15.3561956070231,6.84936934265296,32.3302038531071,14.7542043249764,5.31851061126186,33.5339020189141,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
1.9,14.758165254775,6.93400624283087,30.0570046924014,14.991173188259,4.63270706673596,35.419896503962,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
2,14.1909905530315,7.01052608269702,27.9669008336991,14.5492578125179,4.50999503805452,36.5367017934105,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
2.1,13.6524214161289,7.07857393299631,26.044157249562,13.9444022515555,4.5630712158867,30.1364415868521,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
2.2,13.1404119240774,7.13782719783809,24.1899862690487,12.8488141247753,5.08706116814468,25.860127396352,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
2.3,12.6530999842445,7.18799837553369,22.4830199599806,12.7523060588808,4.21772131366955,29.4116909452478,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
2.4,12.188789108584,7.22883758277579,20.9212274245798,11.981504708978,4.63429922972796,24.0190759545319,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
2.5,11.7459320831092,7.25794905185951,19.4910903109946,11.6772181950398,4.26695730097529,24.3198003583373,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
2.6,11.323116330153,7.21824985840558,18.1804310199761,11.4785953871935,4.13309296577603,23.0343508236952,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
2.7,10.9190507850983,7.20829060412904,16.978273594487,10.6124713455784,3.99879582726609,22.4907651690067,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
2.8,10.532554128032,7.17610429382193,15.9489603021834,10.7845981117082,4.08260704322051,20.2829098719094,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
2.9,10.162544227488,7.12066412150965,15.0088566623536,9.92560151649855,3.53239220630414,19.2547860056502,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
3,9.80802866836149,7.05667000196144,14.1778547584751,9.75969515016596,3.83311291559549,21.1581644605919,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
3.1,9.46809624939953,6.99740153018298,13.4756183213677,9.68793841492854,3.69157675333433,20.4667598880034,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
3.2,9.14190934761393,6.92398306470509,12.809380806821,8.86928455782115,3.56480081518178,15.8787107514023,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
3.3,8.82869705766099,6.83815859736199,12.0892950436032,8.83259869897498,2.99737434759002,16.6017273858207,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
3.4,8.52774902384415,6.75349927327213,11.3214694022288,8.87415154966012,3.74931379844773,17.6553331681626,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
3.5,8.23840989102439,6.65583909783783,10.6188860213449,8.21259996929838,2.92312925657466,15.7979785255719,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
3.6,7.96007430849298,6.53927241359828,9.97547166375813,7.70700368113211,2.80566664027485,15.0459252793025,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
3.7,7.6921824278392,6.40047892641976,9.38576499317328,7.63774942756301,3.36695671467132,15.0277457772978,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
3.8,7.43421584213213,6.24979572803597,8.9297013209228,7.35070992017577,3.198539999996,13.5332793819307,"Dissolved oxygen Hillsborough R at Morris Br","in range","JAGS",7.7,3.8
3.9,7.18569391938749,6.13022540455681,8.43171880762147,7.17558832567227,2.84715209694597,13.2281441910452,"Dissolved oxygen Hillsborough R at Morris Br","in range","JAGS",7.7,3.8
4,6.94617048837365,5.98279253000142,7.96934655970363,6.95138480698936,2.75181561120491,13.1954068745885,"Dissolved oxygen Hillsborough R at Morris Br","in range","JAGS",7.7,3.8
4.1,6.71523083938153,5.85658050355958,7.63137049822799,6.78862174129019,2.71578548883206,12.5485303006438,"Dissolved oxygen Hillsborough R at Morris Br","in range","JAGS",7.7,3.8
4.2,6.49248900668802,5.73551076230839,7.32233406981422,6.43136763059083,2.51238048497379,12.1529314024087,"Dissolved oxygen Hillsborough R at Morris Br","in range","JAGS",7.7,3.8
4.3,6.2775853031253,5.62558960587806,6.95272314231854,6.37532328859578,2.55756889303443,11.8544274480641,"Dissolved oxygen Hillsborough R at Morris Br","in range","JAGS",7.7,3.8
4.4,6.07018408047286,5.49635316858386,6.62767563599264,6.09621651255477,2.41443906078308,11.6498481486611,"Dissolved oxygen Hillsborough R at Morris Br","in range","JAGS",7.7,3.8
4.5,5.86997169234442,5.37836376029022,6.42686894022833,5.86823202843633,2.37165379023171,10.5947420397852,"Dissolved oxygen Hillsborough R at Morris Br","in range","JAGS",7.7,3.8
4.6,5.67665463888705,5.24506925947835,6.23078422035187,5.66134606237471,2.22006649858662,10.2877692576259,"Dissolved oxygen Hillsborough R at Morris Br","in range","JAGS",7.7,3.8
4.7,5.48995787497032,5.09387402093513,5.99494096277922,5.45852249304032,2.24847205355225,10.105838399786,"Dissolved oxygen Hillsborough R at Morris Br","in range","JAGS",7.7,3.8
4.8,5.3096232656463,4.93387327226739,5.76549262745238,5.29290066891456,2.2720268114506,9.59609241343797,"Dissolved oxygen Hillsborough R at Morris Br","in range","JAGS",7.7,3.8
4.9,5.13540817453451,4.76234514331722,5.54345338076355,5.13470981116167,2.06160431981171,9.73625985987335,"Dissolved oxygen Hillsborough R at Morris Br","in range","JAGS",7.7,3.8
5,4.96708417244581,4.61345895892177,5.35265121471963,4.95423399051473,2.10201752311519,9.21749852550299,"Dissolved oxygen Hillsborough R at Morris Br","in range","JAGS",7.7,3.8
5.1,4.80443585503216,4.47302213406745,5.1696240020558,4.81780503012504,2.05227862732413,8.64419637287013,"Dissolved oxygen Hillsborough R at Morris Br","in range","JAGS",7.7,3.8
5.2,4.64725975955005,4.33115206587005,5.02113994509759,4.68997868158713,2.03054518304398,8.97750445909009,"Dissolved oxygen Hillsborough R at Morris Br","in range","JAGS",7.7,3.8
5.3,4.4953633719702,4.18101203368485,4.86195132592088,4.53483332413638,1.81528173282148,8.359941515533,"Dissolved oxygen Hillsborough R at Morris Br","in range","JAGS",7.7,3.8
5.4,4.34856421667524,4.04569766393227,4.71649105586609,4.35553987206257,1.76531499080975,8.27198778987895,"Dissolved oxygen Hillsborough R at Morris Br","in range","JAGS",7.7,3.8
5.5,4.20668902186684,3.90312907092093,4.57624222368821,4.23736317511801,1.80996047297276,7.85538812640291,"Dissolved oxygen Hillsborough R at Morris Br","in range","JAGS",7.7,3.8
5.6,4.06957295457496,3.76343014518919,4.46038429460151,4.05127432580613,1.63776635544839,7.47308947059348,"Dissolved oxygen Hillsborough R at Morris Br","in range","JAGS",7.7,3.8
5.7,3.93705891982947,3.62316454718838,4.30044061763482,3.93962870850169,1.67712233398363,7.39113396499391,"Dissolved oxygen Hillsborough R at Morris Br","in range","JAGS",7.7,3.8
5.8,3.80899691913349,3.48612350425113,4.18188480055788,3.81774883512733,1.61211078478508,6.88816407036512,"Dissolved oxygen Hillsborough R at Morris Br","in range","JAGS",7.7,3.8
5.9,3.68524346387562,3.34968996501418,4.07599853841555,3.69217609966295,1.45566109389928,6.80222732423046,"Dissolved oxygen Hillsborough R at Morris Br","in range","JAGS",7.7,3.8
6,3.56566103974578,3.23524663117378,3.95642158755672,3.49942107117697,1.41660807094742,6.51433253319367,"Dissolved oxygen Hillsborough R at Morris Br","in range","JAGS",7.7,3.8
6.1,3.45011761858183,3.11085668977947,3.85443279415264,3.46173696611586,1.41543480219842,6.45101218161222,"Dissolved oxygen Hillsborough R at Morris Br","in range","JAGS",7.7,3.8
6.2,3.33848621438471,2.98420568900484,3.75472004692268,3.36284167275231,1.43832038991726,6.20860188502204,"Dissolved oxygen Hillsborough R at Morris Br","in range","JAGS",7.7,3.8
6.3,3.23064448049795,2.86649704343381,3.65578472546538,3.25639862251386,1.33819735065723,6.19231613662588,"Dissolved oxygen Hillsborough R at Morris Br","in range","JAGS",7.7,3.8
6.4,3.1264743451677,2.76011401611,3.5652452516065,3.13345451167227,1.33064609790327,6.00568881475485,"Dissolved oxygen Hillsborough R at Morris Br","in range","JAGS",7.7,3.8
6.5,3.02586168288226,2.65220728864309,3.47415505757427,3.06349881690889,1.21909678747913,5.79036961164727,"Dissolved oxygen Hillsborough R at Morris Br","in range","JAGS",7.7,3.8
6.6,2.92869601904323,2.54963237808122,3.3565149630152,3.02639544425908,1.30769605447354,5.51463055759884,"Dissolved oxygen Hillsborough R at Morris Br","in range","JAGS",7.7,3.8
6.7,2.83487026565037,2.4627874164931,3.29944475611595,2.84423132364005,1.12750878662416,5.24220082838287,"Dissolved oxygen Hillsborough R at Morris Br","in range","JAGS",7.7,3.8
6.8,2.7442804857912,2.36767257113112,3.21919042130801,2.67653928809528,1.0804113473779,4.90534324210329,"Dissolved oxygen Hillsborough R at Morris Br","in range","JAGS",7.7,3.8
6.9,2.65682568482041,2.26871746747587,3.15612387577035,2.59165142981457,1.10736993972621,4.61308372863355,"Dissolved oxygen Hillsborough R at Morris Br","in range","JAGS",7.7,3.8
7,2.57240762619789,2.17551686664692,3.08857638094679,2.59307236624647,0.957026221075637,5.27732522221038,"Dissolved oxygen Hillsborough R at Morris Br","in range","JAGS",7.7,3.8
7.1,2.49093067002781,2.08472022522073,3.02045014568299,2.42329917936521,0.989463681492481,4.26937628799026,"Dissolved oxygen Hillsborough R at Morris Br","in range","JAGS",7.7,3.8
7.2,2.4123016324127,1.99221368492995,2.964582980734,2.40964941328671,0.971912688514176,4.22950044425216,"Dissolved oxygen Hillsborough R at Morris Br","in range","JAGS",7.7,3.8
7.3,2.33642966380349,1.9052765744252,2.90014987909206,2.38180961163411,0.914604281233505,4.47565549152899,"Dissolved oxygen Hillsborough R at Morris Br","in range","JAGS",7.7,3.8
7.4,2.26322614459401,1.82508247970941,2.82302771468893,2.21352624377586,0.877207066004523,4.25148336026703,"Dissolved oxygen Hillsborough R at Morris Br","in range","JAGS",7.7,3.8
7.5,2.19260459627825,1.74793540812315,2.75636733571998,2.20465266368714,0.837789429828433,3.99394557725233,"Dissolved oxygen Hillsborough R at Morris Br","in range","JAGS",7.7,3.8
7.6,2.12448060655986,1.6709787326759,2.70200450579508,2.14575109647068,0.902580034360462,4.0935532744974,"Dissolved oxygen Hillsborough R at Morris Br","in range","JAGS",7.7,3.8
7.7,2.05877176687829,1.59161817457299,2.64491960571009,2.02679588601933,0.900626856059825,3.51825945001956,"Dissolved oxygen Hillsborough R at Morris Br","in range","JAGS",7.7,3.8
7.8,1.99539762089576,1.52332277326787,2.59398897085239,1.91116593084416,0.754838054599472,3.73671688734841,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
7.9,1.93427962257175,1.45488249666401,2.53875082303007,1.86298825701038,0.710627614063611,3.58309809403798,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
8,1.87534110253799,1.38667776070939,2.48419445908282,1.88301743637112,0.635525436011746,3.7043545993151,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
8.1,1.81850724157761,1.32178191712818,2.44090144352249,1.80706935596628,0.735577387374714,3.40056214638661,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
8.2,1.76370505010367,1.25343036281122,2.41743714786259,1.84037166580397,0.672531214817188,3.96062134935501,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
8.3,1.71086335262633,1.18714296410646,2.40685383902352,1.69611614769406,0.64675021405316,3.32176368202735,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
8.4,1.65991277629302,1.12395474330999,2.38624431862002,1.69230953330208,0.70448998074493,3.27698192680457,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
8.5,1.61078574267941,1.06377125635579,2.37169247513629,1.61931892992439,0.661322042774011,3.08814008616062,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
8.6,1.56341646210197,1.00649536712924,2.36003561524003,1.53201768941083,0.513405587184547,3.41886858453703,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
8.7,1.51774092981359,0.952027965645939,2.34944886817707,1.51594530851659,0.563049595737111,3.40338528563011,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
8.8,1.47369692352973,0.900268629954846,2.33983994039857,1.5051719463248,0.519701114296423,3.23863822053326,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
8.9,1.43122400181574,0.850776144488703,2.33112055407827,1.36149733647323,0.446555332735612,2.85197384256277,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
9,1.39026350294346,0.801419655156556,2.3232063158098,1.36713494504268,0.499654660307845,2.80838412305058,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
9.1,1.35075854389647,0.75469284926832,2.316016628112,1.32321206898977,0.513709272528515,2.81037009955085,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
9.2,1.31265401926954,0.710493041185761,2.30947464137504,1.3138802501595,0.466672230618575,2.87663018441326,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
9.3,1.27589659986772,0.668716670046039,2.30350724388588,1.28300039882935,0.400454168601381,2.95152892769964,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
9.4,1.24043473086168,0.629208273541243,2.29804508754547,1.24506329587266,0.459790514395454,2.89475931663907,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
9.5,1.20621862940467,0.591818948310739,2.29302264685967,1.2088537350514,0.373978566763798,3.10202555707204,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
9.6,1.17320028165469,0.556558414321953,2.28837830872491,1.16899466705243,0.390302544413411,2.7530465457448,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
9.7,1.14133343918132,0.523325104136989,2.28122612543632,1.11639594521913,0.363144140236636,2.32209275062191,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
9.8,1.11057361476534,0.492019217366411,2.27184596936307,1.14003793946639,0.335404631811479,2.53217000412439,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
9.9,1.08087807762441,0.462543099005744,2.26267749602975,1.08053452451162,0.306181391973669,2.5882415820351,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
10,1.05220584811904,0.434801559987967,2.25368359961625,1.0772307400635,0.298735935018779,2.91360581580066,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
10.1,1.02451769201218,0.408702143539098,2.24483128940077,1.02684771089658,0.312739282727458,2.65198931084226,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
10.2,0.997776114372364,0.384155341191324,2.23609182380825,0.986902386785704,0.325458099788737,2.50330851643452,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
10.3,0.971945353227553,0.361074762472184,2.22744085154305,1.00025305787573,0.256821375806401,2.57028126990457,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
10.4,0.946991373094668,0.339377262366721,2.21885855809219,0.985866355828647,0.225724972149546,2.66294957225033,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
10.5,0.922881858530217,0.318983030650005,2.21032981604594,0.895841934172874,0.257181748755894,2.2976342880409,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
10.6,0.899586207871492,0.299815647125004,2.20184433788704,0.905066533492195,0.207090383059268,2.41265723241443,"Dissolved oxygen Hillsborough R at Morris Br","OOR","JAGS",7.7,3.8
-8.1,0.0738353725544396,0.000294284445598316,0.377297604095402,0.0706492919456584,0.000264883257531777,0.339147108783085,"Fluoride Alafia R at Lithia","OOR","JAGS",8.1,1.7
-8,0.0755242057536248,0.000331342160234239,0.379760260162584,0.0734837796186073,0.000325744649394812,0.361089177589067,"Fluoride Alafia R at Lithia","OOR","JAGS",8.1,1.7
